regions,input_comm,tech,vintage,output_comm,efficiency,eff_notes
TO,SEECOMBDGDCOCWST,COMBDGDCOAVGPIP___CW_23,2023,SEECOMBDGDCOCWPP,0.9,CommercialBuildingDistrict CoolingToronto AveragePipe
TO,SEECOMBDGDCOCWP,COMBDGDCOAVGPIP___CW_23,2023,SEECOMBDGDCOCWPP,0.9,CommercialBuildingDistrict CoolingToronto AveragePipe
TO,SEECOMBDGDCOCWPP,COMBDGDCOAVGSUB___CW_23,2023,COMBDGDCO,0.99,CommercialBuildingDistrict CoolingToronto AverageSubstation
TO,COMBDGELC,COMBDGDCOAVGSUB___CW_23,2023,COMBDGDCO,0.99,CommercialBuildingDistrict CoolingToronto AverageSubstation
TO,SEECOMBDGDHEHWC,COMBDGDCOCONHEPLARHWC_23,2023,COMBDGDCO,0.9,CommercialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,COMBDGELC,COMBDGDCOCONHEPLARHWC_23,2023,COMBDGDCO,0.9,CommercialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,SEECOMBDGDHEHWC,COMBDGDCOCONHEPMEDHWC_23,2023,COMBDGDCO,0.99,CommercialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,COMBDGELC,COMBDGDCOCONHEPMEDHWC_23,2023,COMBDGDCO,0.99,CommercialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,SEECOMBDGDHEHWC,COMBDGDCOCONHEPSMAHWC_23,2023,COMBDGDCO,0.715,CommercialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,COMBDGELC,COMBDGDCOCONHEPSMAHWC_23,2023,COMBDGDCO,0.715,CommercialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,COMBDGELC,COMBDGDCOPRDDLAENWELC_23,2023,SEECOMBDGDCOCWP,1.0,CommercialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,COMBDGETHOS,COMBDGDCOPRDDLAENWELC_23,2023,SEECOMBDGDCOCWP,1.0,CommercialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,COMBDGELC,COMBDGDCOPRDHEPENWELC_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,COMBDGELC,COMBDGDCOPRDHEPLARELC_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,SEECOMBDGDHEHWP,COMBDGDCOPRDHEPLARHWP_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,COMBDGELC,COMBDGDCOPRDHEPLARHWP_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,COMBDGELC,COMBDGDCOPRDHEPMEDELC_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,SEECOMBDGDHEHWP,COMBDGDCOPRDHEPMEDHWP_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,COMBDGELC,COMBDGDCOPRDHEPMEDHWP_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,COMBDGELC,COMBDGDCOPRDHEPSMAELC_23,2023,SEECOMBDGDCOCWP,2.5,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,SEECOMBDGDHEHWP,COMBDGDCOPRDHEPSMAHWP_23,2023,SEECOMBDGDCOCWP,0.715,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,COMBDGELC,COMBDGDCOPRDHEPSMAHWP_23,2023,SEECOMBDGDCOCWP,0.715,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,SEECOMBDGDCOCWP,COMBDGDCOSTGHTSLARCW_23,2023,SEECOMBDGDCOCWST,0.98,CommercialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,SEECOMBDGDCOCWP,COMBDGDCOSTGHTSMEDCW_23,2023,SEECOMBDGDCOCWST,0.98,CommercialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,SEECOMBDGDCOCWP,COMBDGDCOSTGHTSSMACW_23,2023,SEECOMBDGDCOCWST,0.98,CommercialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,SEECOMBDGDHEHWST,COMBDGDHEAVGPIP___HW_23,2023,SEECOMBDGDHEHWPP,0.9,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,SEECOMBDGDHEHWSP,COMBDGDHEAVGPIP___HW_23,2023,SEECOMBDGDHEHWPP,0.9,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,SEECOMBDGDHEHWP,COMBDGDHEAVGPIP___HW_23,2023,SEECOMBDGDHEHWPP,0.9,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,SEECOMBDGDHEHWPP,COMBDGDHEAVGSUB___HW_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,COMBDGELC,COMBDGDHEAVGSUB___HW_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,SEECOMBDGDHEHWPP,COMBDGDHEAVGSUB___HW_23,2023,SEECOMBDGDHEHWC,1.02,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,COMBDGELC,COMBDGDHEAVGSUB___HW_23,2023,SEECOMBDGDHEHWC,1.02,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,SEECOMBDGDHEHWC,COMBDGDHECONHEPLARHWC_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,COMBDGELC,COMBDGDHECONHEPLARHWC_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,SEECOMBDGDHEHWC,COMBDGDHECONHEPMEDHWC_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,COMBDGELC,COMBDGDHECONHEPMEDHWC_23,2023,COMBDGDHE,1.02,CommercialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,SEECOMBDGDHEHWC,COMBDGDHECONHEPSMAHWC_23,2023,COMBDGDHE,1.7149999999999999,CommercialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,COMBDGELC,COMBDGDHECONHEPSMAHWC_23,2023,COMBDGDHE,1.7149999999999999,CommercialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,COMBDGELC,COMBDGDHEPRDBOILARELC_23,2023,SEECOMBDGDHEHWP,0.99,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGNGA,COMBDGDHEPRDBOILARNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGBMTN,COMBDGDHEPRDBOILARNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGSGA,COMBDGDHEPRDBOILARNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGELC,COMBDGDHEPRDBOIMEDELC_23,2023,SEECOMBDGDHEHWP,0.99,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGNGA,COMBDGDHEPRDBOIMEDNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGBMTN,COMBDGDHEPRDBOIMEDNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGSGA,COMBDGDHEPRDBOIMEDNGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGELC,COMBDGDHEPRDBOISMAELC_23,2023,SEECOMBDGDHEHWP,0.99,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,COMBDGNGA,COMBDGDHEPRDBOISMANGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,COMBDGBMTN,COMBDGDHEPRDBOISMANGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,COMBDGSGA,COMBDGDHEPRDBOISMANGA_23,2023,SEECOMBDGDHEHWP,0.97,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,SEECOMBDGDHEPRDGTULARMNGA,COMBDGDHEPRDGTULARNGA_23,2023,COMBDGELC,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,SEECOMBDGDHEPRDGTULARMNGA,COMBDGDHEPRDGTULARNGA_23,2023,SEECOMBDGDHEHWP,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGNGA,COMBDGDHEPRDGTULARMNGA_23,2023,SEECOMBDGDHEPRDGTULARMNGA,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGBMTN,COMBDGDHEPRDGTULARMNGA_23,2023,SEECOMBDGDHEPRDGTULARMNGA,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGSGA,COMBDGDHEPRDGTULARMNGA_23,2023,SEECOMBDGDHEPRDGTULARMNGA,0.8999999999999999,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGHH2,COMBDGDHEPRDGTULARMNGA_23,2023,SEECOMBDGDHEPRDGTULARMNGA,0.8999999999999999,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,SEECOMBDGDHEPRDGTUMEDMNGA,COMBDGDHEPRDGTUMEDNGA_23,2023,COMBDGELC,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,SEECOMBDGDHEPRDGTUMEDMNGA,COMBDGDHEPRDGTUMEDNGA_23,2023,SEECOMBDGDHEHWP,1.0,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
