regions,tech,life,life_notes
TO,RESBDGDHEPRDICELARMNGA_23,30,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,RESBDGDHEPRDICEMEDNGA_23,30,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,RESBDGDHEPRDICEMEDMNGA_23,30,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,RESBDGDHEPRDICESMANGA_23,30,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,RESBDGDHEPRDICESMAMNGA_23,30,ResidentialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,RESBDGDHESTGHTSLARHW_23,25,ResidentialBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,RESBDGDHESTGHTSMEDHW_23,25,ResidentialBuildingDistrict HeatingStorageHot Tank StorageMedium
TO,RESBDGDHESTGHTSSMAHW_23,25,ResidentialBuildingDistrict HeatingStorageHot Tank StorageSmall
TO,RESBDGDHESTGPITLARHW_23,20,ResidentialBuildingDistrict HeatingStoragePit StorageLarge
TO,RESBDGDHESTGPITMEDHW_23,20,ResidentialBuildingDistrict HeatingStoragePit StorageMedium
TO,RESBDGDHESTGPITSMAHW_23,20,ResidentialBuildingDistrict HeatingStoragePit StorageSmall
TO,INDBDGHH2PRDSMRCCSNGA_23,30,IndustrialBuildingHydrogenProductionSteam Methane ReformingCarbon Capture and Storage
TO,INDBDGHH2PRDARGCCSNGA_23,30,IndustrialBuildingHydrogenProductionAutothermal Reforming GasCarbon Capture and Storage
TO,INDBDGHH2PRDSMR___NGA_23,25,IndustrialBuildingHydrogenProductionSteam Methane Reforming
TO,INDBDGHH2PRDALK___ELC_23,25,IndustrialBuildingHydrogenProductionAlkaline Electrolysed
