regions,periods,tech,output_comm,to_split,to_split_notes
TO,2023,COMBDGDHEPRDGTULARNGA_23,COMBDGELC,0.3444444444444445,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,2023,COMBDGDHEPRDGTULARNGA_23,SEECOMBDGDHEHWP,0.6555555555555556,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,2023,COMBDGDHEPRDGTUMEDNGA_23,COMBDGELC,0.3444444444444445,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,2023,COMBDGDHEPRDGTUMEDNGA_23,SEECOMBDGDHEHWP,0.6555555555555556,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,2023,COMBDGDHEPRDGTUSMANGA_23,COMBDGELC,0.3444444444444445,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,2023,COMBDGDHEPRDGTUSMANGA_23,SEECOMBDGDHEHWP,0.6555555555555556,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,2023,COMBDGDHEPRDICELARNGA_23,COMBDGELC,0.46808510638297873,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,2023,COMBDGDHEPRDICELARNGA_23,SEECOMBDGDHEHWP,0.5319148936170213,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,2023,COMBDGDHEPRDICEMEDNGA_23,COMBDGELC,0.46808510638297873,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,2023,COMBDGDHEPRDICEMEDNGA_23,SEECOMBDGDHEHWP,0.5319148936170213,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,2023,COMBDGDHEPRDICESMANGA_23,COMBDGELC,0.46808510638297873,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,2023,COMBDGDHEPRDICESMANGA_23,SEECOMBDGDHEHWP,0.5319148936170213,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,2023,INDBDGDHEPRDGTULARNGA_23,INDBDGELC,0.3444444444444445,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,2023,INDBDGDHEPRDGTULARNGA_23,SEEINDBDGDHEHWP,0.6555555555555556,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,2023,INDBDGDHEPRDGTUMEDNGA_23,INDBDGELC,0.3444444444444445,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,2023,INDBDGDHEPRDGTUMEDNGA_23,SEEINDBDGDHEHWP,0.6555555555555556,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
