"Discounted and undiscounted Cost breakdown, per subsectors, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Costs
2017,Public building,Undiscounted,InvestmentCosts,0.0
2017,Public transportation,Discounted,FixedCosts,1765.3287040216767
2017,Public transportation,Discounted,FixedSubsidies,0.0
2017,Public transportation,Discounted,InvestmentCosts,0.0
2017,Public transportation,Undiscounted,FixedCosts,2200.328898385617
2017,Public transportation,Undiscounted,FixedSubsidies,0.0
2017,Public transportation,Undiscounted,InvestmentCosts,0.0
2017,Residential building,Discounted,FixedCosts,96043.76388151044
2017,Residential building,Discounted,FixedSubsidies,0.0
2017,Residential building,Discounted,InvestmentCosts,1131774.9903398706
2017,Residential building,Undiscounted,FixedCosts,120692.31514755178
2017,Residential building,Undiscounted,FixedSubsidies,0.0
2017,Residential building,Undiscounted,InvestmentCosts,1024508.6362082773
2017,Water waste,Discounted,FixedCosts,2363.1096732592932
2017,Water waste,Discounted,FixedSubsidies,0.0
2017,Water waste,Discounted,InvestmentCosts,165.00798165667604
2017,Water waste,Undiscounted,FixedCosts,3701.502354358139
2017,Water waste,Undiscounted,FixedSubsidies,0.0
2017,Water waste,Undiscounted,InvestmentCosts,149.36900328553423
2018,Commercial building,Discounted,FixedCosts,38590.51845182318
2018,Commercial building,Discounted,FixedSubsidies,0.0
2018,Commercial building,Discounted,InvestmentCosts,0.0
2018,Commercial building,Undiscounted,FixedCosts,52725.6682117565
2018,Commercial building,Undiscounted,FixedSubsidies,0.0
2018,Commercial building,Undiscounted,InvestmentCosts,0.0
2018,Freight transportation,Discounted,FixedCosts,11996.106525193452
2018,Freight transportation,Discounted,FixedSubsidies,0.0
2018,Freight transportation,Discounted,InvestmentCosts,0.0
2018,Freight transportation,Undiscounted,FixedCosts,15537.33171237802
2018,Freight transportation,Undiscounted,FixedSubsidies,0.0
2018,Freight transportation,Undiscounted,InvestmentCosts,0.0
2018,Long distance transportation,Discounted,FixedCosts,497.4217039000172
2018,Long distance transportation,Discounted,FixedSubsidies,0.0
2018,Long distance transportation,Discounted,InvestmentCosts,0.0
2018,Long distance transportation,Undiscounted,FixedCosts,737.4895081372374
2018,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2018,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2018,Passenger transportation,Discounted,FixedCosts,58753.55532078687
2018,Passenger transportation,Discounted,FixedSubsidies,0.0
2018,Passenger transportation,Discounted,InvestmentCosts,0.0
2018,Passenger transportation,Discounted,VariableCosts,2.8540974203915677
2018,Passenger transportation,Discounted,VariableSubsidies,0.0
2018,Passenger transportation,Undiscounted,FixedCosts,76086.93489620947
2018,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2018,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2018,Passenger transportation,Undiscounted,VariableCosts,3.643154030937529
2018,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2018,Public building,Discounted,FixedCosts,15904.016239897303
2018,Public building,Discounted,FixedSubsidies,0.0
2018,Public building,Discounted,InvestmentCosts,0.0
2018,Public building,Undiscounted,FixedCosts,21782.204592194932
2018,Public building,Undiscounted,FixedSubsidies,0.0
2018,Public building,Undiscounted,InvestmentCosts,0.0
2018,Public transportation,Discounted,FixedCosts,1758.1289408384073
2018,Public transportation,Discounted,FixedSubsidies,0.0
2018,Public transportation,Discounted,InvestmentCosts,0.0
2018,Public transportation,Undiscounted,FixedCosts,2257.486400554233
2018,Public transportation,Undiscounted,FixedSubsidies,0.0
2018,Public transportation,Undiscounted,InvestmentCosts,0.0
2018,Residential building,Discounted,FixedCosts,63866.28952738979
2018,Residential building,Discounted,FixedSubsidies,0.0
2018,Residential building,Discounted,InvestmentCosts,47632.41884899686
2018,Residential building,Undiscounted,FixedCosts,85546.12322715297
2018,Residential building,Undiscounted,FixedSubsidies,0.0
2018,Residential building,Undiscounted,InvestmentCosts,44411.49489742803
2018,Water waste,Discounted,FixedCosts,2035.3955938621198
2018,Water waste,Discounted,FixedSubsidies,0.0
2018,Water waste,Discounted,InvestmentCosts,152.41244041512695
2018,Water waste,Undiscounted,FixedCosts,3244.571613153362
2018,Water waste,Undiscounted,FixedSubsidies,0.0
2018,Water waste,Undiscounted,InvestmentCosts,142.1062478741517
2019,Commercial building,Discounted,FixedCosts,2484.1072593496533
2019,Commercial building,Discounted,FixedSubsidies,0.0
2019,Commercial building,Discounted,InvestmentCosts,0.0
2019,Commercial building,Undiscounted,FixedCosts,3394.3394659839223
2019,Commercial building,Undiscounted,FixedSubsidies,0.0
2019,Commercial building,Undiscounted,InvestmentCosts,0.0
2019,Freight transportation,Discounted,FixedCosts,11640.816469119962
2019,Freight transportation,Discounted,FixedSubsidies,0.0
2019,Freight transportation,Discounted,InvestmentCosts,0.0
2019,Freight transportation,Undiscounted,FixedCosts,15535.751946714157
2019,Freight transportation,Undiscounted,FixedSubsidies,0.0
2019,Freight transportation,Undiscounted,InvestmentCosts,0.0
2019,Long distance transportation,Discounted,FixedCosts,493.9549219845203
2019,Long distance transportation,Discounted,FixedSubsidies,0.0
2019,Long distance transportation,Discounted,InvestmentCosts,0.0
2019,Long distance transportation,Undiscounted,FixedCosts,753.9971531776976
2019,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2019,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2019,Passenger transportation,Discounted,FixedCosts,59732.01378327749
2019,Passenger transportation,Discounted,FixedSubsidies,0.0
2019,Passenger transportation,Discounted,InvestmentCosts,0.0
2019,Passenger transportation,Discounted,VariableCosts,3.2227320928279486
2019,Passenger transportation,Discounted,VariableSubsidies,0.0
2019,Passenger transportation,Undiscounted,FixedCosts,79668.6588576282
2019,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2019,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2019,Passenger transportation,Undiscounted,VariableCosts,4.263465197032363
2019,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2019,Public building,Discounted,FixedCosts,1197.1625282299985
2019,Public building,Discounted,FixedSubsidies,0.0
2019,Public building,Discounted,InvestmentCosts,0.0
2019,Public building,Undiscounted,FixedCosts,1699.2896286268235
2019,Public building,Undiscounted,FixedSubsidies,0.0
2019,Public building,Undiscounted,InvestmentCosts,0.0
2019,Public transportation,Discounted,FixedCosts,2039.3517117869096
2019,Public transportation,Discounted,FixedSubsidies,0.0
2019,Public transportation,Discounted,InvestmentCosts,0.0
2019,Public transportation,Undiscounted,FixedCosts,2697.6151879328645
2019,Public transportation,Undiscounted,FixedSubsidies,0.0
2019,Public transportation,Undiscounted,InvestmentCosts,0.0
2019,Residential building,Discounted,FixedCosts,6481.651370649268
2019,Residential building,Discounted,FixedSubsidies,0.0
2019,Residential building,Discounted,InvestmentCosts,46257.955270927916
2019,Residential building,Undiscounted,FixedCosts,8844.06769399764
2019,Residential building,Undiscounted,FixedSubsidies,0.0
2019,Residential building,Undiscounted,InvestmentCosts,44423.872311058185
2019,Water waste,Discounted,FixedCosts,1785.5043005262623
2019,Water waste,Discounted,FixedSubsidies,0.0
2019,Water waste,Discounted,InvestmentCosts,140.85123226450858
2019,Water waste,Undiscounted,FixedCosts,2899.627147662211
2019,Water waste,Undiscounted,FixedSubsidies,0.0
2019,Water waste,Undiscounted,InvestmentCosts,135.2666178244634
2020,Commercial building,Discounted,FixedCosts,79650.4078365379
2020,Commercial building,Discounted,FixedSubsidies,0.0
2020,Commercial building,Discounted,InvestmentCosts,0.0
2020,Commercial building,Undiscounted,FixedCosts,108813.50088616903
2020,Commercial building,Undiscounted,FixedSubsidies,0.0
2020,Commercial building,Undiscounted,InvestmentCosts,0.0
2020,Freight transportation,Discounted,FixedCosts,577904.8853670657
2020,Freight transportation,Discounted,FixedSubsidies,0.0
2020,Freight transportation,Discounted,InvestmentCosts,0.0
2020,Freight transportation,Undiscounted,FixedCosts,793175.5449481639
2020,Freight transportation,Undiscounted,FixedSubsidies,0.0
2020,Freight transportation,Undiscounted,InvestmentCosts,0.0
2020,Long distance transportation,Discounted,FixedCosts,6134.319838276445
2020,Long distance transportation,Discounted,FixedSubsidies,0.0
2020,Long distance transportation,Discounted,InvestmentCosts,0.0
2020,Long distance transportation,Undiscounted,FixedCosts,9625.038967135233
2020,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2020,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2020,Passenger transportation,Discounted,FixedCosts,2610882.7480046903
2020,Passenger transportation,Discounted,FixedSubsidies,0.0
2020,Passenger transportation,Discounted,InvestmentCosts,0.0
2020,Passenger transportation,Discounted,VariableCosts,246.09943936221023
2020,Passenger transportation,Discounted,VariableSubsidies,0.0
2020,Passenger transportation,Undiscounted,FixedCosts,3586652.2668775744
2020,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2020,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2020,Passenger transportation,Undiscounted,VariableCosts,337.9044535955812
2020,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2020,Public building,Discounted,FixedCosts,6502.9689354408265
2020,Public building,Discounted,FixedSubsidies,0.0
2020,Public building,Discounted,InvestmentCosts,0.0
2020,Public building,Undiscounted,FixedCosts,8656.96780102576
2020,Public building,Undiscounted,FixedSubsidies,0.0
2020,Public building,Undiscounted,InvestmentCosts,0.0
2020,Public transportation,Discounted,FixedCosts,14817.085197389659
2020,Public transportation,Discounted,FixedSubsidies,0.0
2020,Public transportation,Discounted,InvestmentCosts,0.0
2020,Public transportation,Undiscounted,FixedCosts,20184.049112959194
2020,Public transportation,Undiscounted,FixedSubsidies,0.0
2020,Public transportation,Undiscounted,InvestmentCosts,0.0
2020,Residential building,Discounted,FixedCosts,51357.948580110504
2020,Residential building,Discounted,FixedSubsidies,0.0
2020,Residential building,Discounted,InvestmentCosts,44906.47432197027
2020,Residential building,Undiscounted,FixedCosts,77376.10617995168
2020,Residential building,Undiscounted,FixedSubsidies,0.0
2020,Residential building,Undiscounted,InvestmentCosts,44419.75555601279
2020,Water waste,Discounted,FixedCosts,1024.9447064005838
2020,Water waste,Discounted,FixedSubsidies,0.0
2020,Water waste,Discounted,InvestmentCosts,237.75947634607195
2020,Water waste,Undiscounted,FixedCosts,1704.3417551577913
2020,Water waste,Undiscounted,FixedSubsidies,0.0
2020,Water waste,Undiscounted,InvestmentCosts,235.18252055809015
2021,Commercial building,Discounted,FixedCosts,1638.146174476826
2021,Commercial building,Discounted,FixedSubsidies,0.0
2021,Commercial building,Discounted,InvestmentCosts,0.0
2021,Commercial building,Undiscounted,FixedCosts,2330.2630330432685
2021,Commercial building,Undiscounted,FixedSubsidies,0.0
2021,Commercial building,Undiscounted,InvestmentCosts,0.0
2021,Freight transportation,Discounted,FixedCosts,10989.646452296423
2021,Freight transportation,Discounted,FixedSubsidies,0.0
2021,Freight transportation,Discounted,InvestmentCosts,0.0
2021,Freight transportation,Undiscounted,FixedCosts,15549.096368861738
2021,Freight transportation,Undiscounted,FixedSubsidies,0.0
2021,Freight transportation,Undiscounted,InvestmentCosts,0.0
2021,Long distance transportation,Discounted,FixedCosts,517.9604534850416
2021,Long distance transportation,Discounted,FixedSubsidies,0.0
2021,Long distance transportation,Discounted,InvestmentCosts,0.0
2021,Long distance transportation,Undiscounted,FixedCosts,838.0742212418445
2021,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2021,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2021,Passenger transportation,Discounted,FixedCosts,55773.707971116986
2021,Passenger transportation,Discounted,FixedSubsidies,0.0
2021,Passenger transportation,Discounted,InvestmentCosts,0.0
2021,Passenger transportation,Discounted,VariableCosts,2.8824080448368097
2021,Passenger transportation,Discounted,VariableSubsidies,0.0
2021,Passenger transportation,Undiscounted,FixedCosts,78926.97412015061
2021,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2021,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2021,Passenger transportation,Undiscounted,VariableCosts,4.038886155351576
2021,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2021,Public building,Discounted,FixedCosts,1022.7483309383717
2021,Public building,Discounted,FixedSubsidies,0.0
2021,Public building,Discounted,InvestmentCosts,0.0
2021,Public building,Undiscounted,FixedCosts,1539.327596568205
2021,Public building,Undiscounted,FixedSubsidies,0.0
2021,Public building,Undiscounted,InvestmentCosts,0.0
2021,Public transportation,Discounted,FixedCosts,1951.9028509035609
2021,Public transportation,Discounted,FixedSubsidies,0.0
2021,Public transportation,Discounted,InvestmentCosts,0.0
2021,Public transportation,Undiscounted,FixedCosts,2738.7495045334754
2021,Public transportation,Undiscounted,FixedSubsidies,0.0
2021,Public transportation,Undiscounted,InvestmentCosts,0.0
2021,Residential building,Discounted,FixedCosts,4433.5584591478955
2021,Residential building,Discounted,FixedSubsidies,0.0
2021,Residential building,Discounted,InvestmentCosts,33762.22666008474
2021,Residential building,Undiscounted,FixedCosts,6376.288182451241
2021,Residential building,Undiscounted,FixedSubsidies,0.0
2021,Residential building,Undiscounted,InvestmentCosts,34398.18365277353
2021,Water waste,Discounted,FixedCosts,1058.9445181005735
2021,Water waste,Discounted,FixedSubsidies,0.0
2021,Water waste,Discounted,InvestmentCosts,245.62808858171348
2021,Water waste,Undiscounted,FixedCosts,1812.7999325471312
2021,Water waste,Undiscounted,FixedSubsidies,0.0
2021,Water waste,Undiscounted,InvestmentCosts,250.25482431531955
2022,Commercial building,Discounted,FixedCosts,4121.38802830762
2022,Commercial building,Discounted,FixedSubsidies,0.0
2022,Commercial building,Discounted,InvestmentCosts,0.0
2022,Commercial building,Undiscounted,FixedCosts,6311.574461693254
2022,Commercial building,Undiscounted,FixedSubsidies,0.0
2022,Commercial building,Undiscounted,InvestmentCosts,0.0
2022,Freight transportation,Discounted,FixedCosts,13340.038951013163
2022,Freight transportation,Discounted,FixedSubsidies,0.0
2022,Freight transportation,Discounted,InvestmentCosts,0.0
2022,Freight transportation,Undiscounted,FixedCosts,19437.284300132083
2022,Freight transportation,Undiscounted,FixedSubsidies,0.0
2022,Freight transportation,Undiscounted,InvestmentCosts,0.0
2022,Long distance transportation,Discounted,FixedCosts,450.71903623904257
2022,Long distance transportation,Discounted,FixedSubsidies,0.0
2022,Long distance transportation,Discounted,InvestmentCosts,0.0
2022,Long distance transportation,Undiscounted,FixedCosts,751.0365814208284
2022,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2022,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2022,Passenger transportation,Discounted,FixedCosts,61488.69022380124
2022,Passenger transportation,Discounted,FixedSubsidies,0.0
2022,Passenger transportation,Discounted,InvestmentCosts,0.0
2022,Passenger transportation,Discounted,VariableCosts,3.6094448039381968
2022,Passenger transportation,Discounted,VariableSubsidies,0.0
2022,Passenger transportation,Undiscounted,FixedCosts,89598.73824865332
2022,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2022,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2022,Passenger transportation,Undiscounted,VariableCosts,5.184557349929852
2022,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2022,Public building,Discounted,FixedCosts,1925.8649980249093
2022,Public building,Discounted,FixedSubsidies,0.0
2022,Public building,Discounted,InvestmentCosts,0.0
2022,Public building,Undiscounted,FixedCosts,3041.846124435995
2022,Public building,Undiscounted,FixedSubsidies,0.0
2022,Public building,Undiscounted,InvestmentCosts,0.0
2022,Public transportation,Discounted,FixedCosts,1866.0811161320496
2022,Public transportation,Discounted,FixedSubsidies,0.0
2022,Public transportation,Discounted,InvestmentCosts,0.0
2022,Public transportation,Undiscounted,FixedCosts,2695.9619589741105
2022,Public transportation,Undiscounted,FixedSubsidies,0.0
2022,Public transportation,Undiscounted,InvestmentCosts,0.0
2022,Residential building,Discounted,FixedCosts,83523.36826839152
2022,Residential building,Discounted,FixedSubsidies,0.0
2022,Residential building,Discounted,InvestmentCosts,976340.7288176271
2022,Residential building,Undiscounted,FixedCosts,121591.86642396732
2022,Residential building,Undiscounted,FixedSubsidies,0.0
2022,Residential building,Undiscounted,InvestmentCosts,1024573.3635031291
2022,Water waste,Discounted,FixedCosts,979.5127946700347
2022,Water waste,Discounted,FixedSubsidies,0.0
2022,Water waste,Discounted,InvestmentCosts,226.84200013135066
2022,Water waste,Undiscounted,FixedCosts,1705.4799388098866
2022,Water waste,Undiscounted,FixedSubsidies,0.0
2022,Water waste,Undiscounted,InvestmentCosts,238.04832083551102
2023,Commercial building,Discounted,FixedCosts,98122.678177232
2023,Commercial building,Discounted,FixedSubsidies,0.0
2023,Commercial building,Discounted,InvestmentCosts,1753400.2005778055
2023,Commercial building,Undiscounted,FixedCosts,150894.22908435104
2023,Commercial building,Undiscounted,FixedSubsidies,0.0
2023,Commercial building,Undiscounted,InvestmentCosts,1895221.310234711
2023,District Energy,Discounted,FixedCosts,6604.488800493473
2023,District Energy,Discounted,FixedSubsidies,0.0
2023,District Energy,Discounted,InvestmentCosts,32822.17825601093
2023,District Energy,Discounted,VariableCosts,1149.7385675748963
2023,District Energy,Discounted,VariableSubsidies,0.0
2023,District Energy,Undiscounted,FixedCosts,11400.465619313474
2023,District Energy,Undiscounted,FixedSubsidies,0.0
2023,District Energy,Undiscounted,InvestmentCosts,35476.95024707734
2023,District Energy,Undiscounted,VariableCosts,1784.7076125987508
2023,District Energy,Undiscounted,VariableSubsidies,0.0
2023,Electricity energy,Discounted,FixedCosts,625928.372893942
2023,Electricity energy,Discounted,FixedSubsidies,0.0
2023,Electricity energy,Discounted,InvestmentCosts,2116384.081673206
2023,Electricity energy,Undiscounted,FixedCosts,1092367.3536963167
2023,Electricity energy,Undiscounted,FixedSubsidies,0.0
2023,Electricity energy,Undiscounted,InvestmentCosts,2287564.5907345116
2023,Freight transportation,Discounted,FixedCosts,1946.2445321805412
2023,Freight transportation,Discounted,FixedSubsidies,0.0
2023,Freight transportation,Discounted,InvestmentCosts,17059.970545824428
2023,Freight transportation,Undiscounted,FixedCosts,2930.423863221184
2023,Freight transportation,Undiscounted,FixedSubsidies,0.0
2023,Freight transportation,Undiscounted,InvestmentCosts,18318.617656778122
2023,Industrial building,Discounted,InvestmentCosts,1165886.763128711
2023,Industrial building,Undiscounted,InvestmentCosts,1260187.7415515054
2023,Long distance transportation,Discounted,FixedCosts,398.89496505691153
2023,Long distance transportation,Discounted,FixedSubsidies,0.0
2023,Long distance transportation,Discounted,InvestmentCosts,1387.1897471757
2023,Long distance transportation,Undiscounted,FixedCosts,684.4532018633689
2023,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2023,Long distance transportation,Undiscounted,InvestmentCosts,1499.3904810323
2023,Passenger transportation,Discounted,FixedCosts,14809.13340526125
2023,Passenger transportation,Discounted,FixedSubsidies,0.0
2023,Passenger transportation,Discounted,InvestmentCosts,61703.36186482094
2023,Passenger transportation,Discounted,VariableCosts,0.507200332347116
2023,Passenger transportation,Discounted,VariableSubsidies,0.0
2023,Passenger transportation,Undiscounted,FixedCosts,22213.430876556635
2023,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2023,Passenger transportation,Undiscounted,InvestmentCosts,65706.99982746682
2023,Passenger transportation,Undiscounted,VariableCosts,0.7513760185757045
2023,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2023,Public building,Discounted,FixedCosts,16148.166940077848
2023,Public building,Discounted,FixedSubsidies,0.0
2023,Public building,Discounted,InvestmentCosts,286700.51789015543
2023,Public building,Undiscounted,FixedCosts,25421.90414114032
2023,Public building,Undiscounted,FixedSubsidies,0.0
2023,Public building,Undiscounted,InvestmentCosts,309889.85342975013
2023,Public transportation,Discounted,FixedCosts,2953.7239646780126
2023,Public transportation,Discounted,FixedSubsidies,0.0
2023,Public transportation,Discounted,InvestmentCosts,24192.626420436296
2023,Public transportation,Undiscounted,FixedCosts,4420.724278883641
2023,Public transportation,Undiscounted,FixedSubsidies,0.0
2023,Public transportation,Undiscounted,InvestmentCosts,25668.886751621474
2023,Residential building,Discounted,FixedCosts,52543.58720844378
2023,Residential building,Discounted,FixedSubsidies,0.0
2023,Residential building,Discounted,InvestmentCosts,5918935.760143673
2023,Residential building,Undiscounted,FixedCosts,86100.02274241696
2023,Residential building,Undiscounted,FixedSubsidies,0.0
2023,Residential building,Undiscounted,InvestmentCosts,6397679.880975237
2023,Solid waste,Discounted,FixedCosts,8048.918107036895
2023,Solid waste,Discounted,FixedSubsidies,0.0
2023,Solid waste,Discounted,InvestmentCosts,5526.548493159509
2023,Solid waste,Undiscounted,FixedCosts,14236.6701866551
2023,Solid waste,Undiscounted,FixedSubsidies,0.0
2023,Solid waste,Undiscounted,InvestmentCosts,5973.554966418894
2023,Charging Station Energy,Discounted,FixedCosts,17249.19829354913
2023,Charging Station Energy,Discounted,FixedSubsidies,0.0
2023,Charging Station Energy,Discounted,InvestmentCosts,38110.831289613525
2023,Charging Station Energy,Undiscounted,FixedCosts,25648.547450333324
2023,Charging Station Energy,Undiscounted,FixedSubsidies,0.0
2023,Charging Station Energy,Undiscounted,InvestmentCosts,41193.36794134823
2023,Water waste,Discounted,FixedCosts,897.514125136955
2023,Water waste,Discounted,FixedSubsidies,0.0
2023,Water waste,Discounted,InvestmentCosts,207.50414267017075
2023,Water waste,Undiscounted,FixedCosts,1589.335212228124
2023,Water waste,Undiscounted,FixedSubsidies,0.0
2023,Water waste,Undiscounted,InvestmentCosts,224.2877997965875
2024,Commercial building,Discounted,FixedCosts,17194.438338405187
2024,Commercial building,Discounted,FixedSubsidies,0.0
2024,Commercial building,Discounted,InvestmentCosts,415562.5725695667
2024,Commercial building,Undiscounted,FixedCosts,27399.755222495198
2024,Commercial building,Undiscounted,FixedSubsidies,0.0
2024,Commercial building,Undiscounted,InvestmentCosts,462649.9610873624
2024,District Energy,Discounted,FixedCosts,1260.5642592270437
2024,District Energy,Discounted,FixedSubsidies,0.0
2024,District Energy,Discounted,InvestmentCosts,6290.657511980612
2024,District Energy,Discounted,VariableCosts,235.34886523648015
2024,District Energy,Discounted,VariableSubsidies,0.0
2024,District Energy,Undiscounted,FixedCosts,2226.0752948857717
2024,District Energy,Undiscounted,FixedSubsidies,0.0
2024,District Energy,Undiscounted,InvestmentCosts,7003.451815056192
2024,District Energy,Undiscounted,VariableCosts,372.2543736399278
2024,District Energy,Undiscounted,VariableSubsidies,0.0
2024,Electricity energy,Discounted,FixedCosts,117618.49963170545
2024,Electricity energy,Discounted,FixedSubsidies,0.0
2024,Electricity energy,Discounted,InvestmentCosts,378925.8596939404
2024,Electricity energy,Undiscounted,FixedCosts,209278.9792601409
2024,Electricity energy,Undiscounted,FixedSubsidies,0.0
2024,Electricity energy,Undiscounted,InvestmentCosts,421861.9428559084
2024,Freight transportation,Discounted,FixedCosts,7335.659113783358
2024,Freight transportation,Discounted,FixedSubsidies,0.0
2024,Freight transportation,Discounted,InvestmentCosts,60512.191884163825
2024,Freight transportation,Undiscounted,FixedCosts,11347.655914050567
2024,Freight transportation,Undiscounted,FixedSubsidies,0.0
2024,Freight transportation,Undiscounted,InvestmentCosts,67261.03696318011
2024,Industrial building,Discounted,InvestmentCosts,110549.01218016283
2024,Industrial building,Undiscounted,InvestmentCosts,123075.31899985229
2024,Long distance transportation,Discounted,FixedCosts,144.34058026574561
2024,Long distance transportation,Discounted,FixedSubsidies,0.0
2024,Long distance transportation,Discounted,InvestmentCosts,565.8641245728127
2024,Long distance transportation,Undiscounted,FixedCosts,255.2470992162873
2024,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2024,Long distance transportation,Undiscounted,InvestmentCosts,629.9821795682055
2024,Passenger transportation,Discounted,FixedCosts,41412.854837511455
2024,Passenger transportation,Discounted,FixedSubsidies,0.0
2024,Passenger transportation,Discounted,InvestmentCosts,125197.23070909317
2024,Passenger transportation,Discounted,VariableCosts,25.769487731497
2024,Passenger transportation,Discounted,VariableSubsidies,0.0
2024,Passenger transportation,Undiscounted,FixedCosts,63991.73750360797
2024,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2024,Passenger transportation,Undiscounted,InvestmentCosts,138541.06004564633
2024,Passenger transportation,Undiscounted,VariableCosts,39.45244338442879
2024,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2024,Public building,Discounted,FixedCosts,3947.8535927842854
2024,Public building,Discounted,FixedSubsidies,0.0
2024,Public building,Discounted,InvestmentCosts,120420.81816731933
2024,Public building,Undiscounted,FixedCosts,6454.214763991694
2024,Public building,Undiscounted,FixedSubsidies,0.0
2024,Public building,Undiscounted,InvestmentCosts,134065.69916710228
2024,Public transportation,Discounted,FixedCosts,2045.4335468479371
2024,Public transportation,Discounted,FixedSubsidies,0.0
2024,Public transportation,Discounted,InvestmentCosts,19835.40013329717
2024,Public transportation,Undiscounted,FixedCosts,3148.336832485631
2024,Public transportation,Undiscounted,FixedSubsidies,0.0
2024,Public transportation,Undiscounted,InvestmentCosts,21657.284269194202
2024,Residential building,Discounted,FixedCosts,9542.841405615203
2024,Residential building,Discounted,FixedSubsidies,0.0
2024,Residential building,Discounted,InvestmentCosts,1020922.1045993078
2024,Residential building,Undiscounted,FixedCosts,15707.915647601292
2024,Residential building,Undiscounted,FixedSubsidies,0.0
2024,Residential building,Undiscounted,InvestmentCosts,1136602.7721060654
2024,Solid waste,Discounted,FixedCosts,56525.68322774284
2024,Solid waste,Discounted,FixedSubsidies,0.0
2024,Solid waste,Discounted,InvestmentCosts,48408.114762250065
2024,Solid waste,Undiscounted,FixedCosts,102277.41144677615
2024,Solid waste,Undiscounted,FixedSubsidies,0.0
2024,Solid waste,Undiscounted,InvestmentCosts,53893.23747946141
2024,Charging Station Energy,Discounted,FixedCosts,52511.38181287408
2024,Charging Station Energy,Discounted,FixedSubsidies,0.0
2024,Charging Station Energy,Discounted,InvestmentCosts,113188.33053629863
2024,Charging Station Energy,Undiscounted,FixedCosts,80409.46346934026
2024,Charging Station Energy,Undiscounted,FixedSubsidies,0.0
2024,Charging Station Energy,Undiscounted,InvestmentCosts,126013.6984771306
2024,Water waste,Discounted,FixedCosts,804.2817630723865
2024,Water waste,Discounted,FixedSubsidies,0.0
2024,Water waste,Discounted,InvestmentCosts,185.39812152574189
2024,Water waste,Undiscounted,FixedCosts,1448.4925026219498
2024,Water waste,Undiscounted,FixedSubsidies,0.0
2024,Water waste,Undiscounted,InvestmentCosts,206.40557974021021
2025,Commercial building,Discounted,FixedCosts,50630.90456222944
2025,Commercial building,Discounted,FixedSubsidies,0.0
2025,Commercial building,Discounted,InvestmentCosts,484367.8503428049
2025,Commercial building,Undiscounted,FixedCosts,83612.23251418603
2025,Commercial building,Undiscounted,FixedSubsidies,0.0
2025,Commercial building,Undiscounted,InvestmentCosts,555429.1107094847
2025,District Energy,Discounted,FixedCosts,1440.5717340423269
2025,District Energy,Discounted,FixedSubsidies,0.0
2025,District Energy,Discounted,InvestmentCosts,7186.193518981146
2025,District Energy,Discounted,VariableCosts,275.8539785993058
2025,District Energy,Discounted,VariableSubsidies,0.0
2025,District Energy,Undiscounted,FixedCosts,2603.0141285975064
2025,District Energy,Undiscounted,FixedSubsidies,0.0
2025,District Energy,Undiscounted,InvestmentCosts,8240.474822614844
2025,District Energy,Undiscounted,VariableCosts,445.7123077034178
2025,District Energy,Undiscounted,VariableSubsidies,0.0
2025,Electricity energy,Discounted,FixedCosts,132586.25000414051
2025,Electricity energy,Discounted,FixedSubsidies,0.0
2025,Electricity energy,Discounted,InvestmentCosts,405071.5433831869
2025,Electricity energy,Undiscounted,FixedCosts,240437.93200790297
2025,Electricity energy,Undiscounted,FixedSubsidies,0.0
2025,Electricity energy,Undiscounted,InvestmentCosts,464499.2993564896
2025,Freight transportation,Discounted,FixedCosts,495643.5002751191
2025,Freight transportation,Discounted,FixedSubsidies,0.0
2025,Freight transportation,Discounted,InvestmentCosts,4163960.7076803283
