"Discounted and undiscounted Energy Cost breakdown, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Tech_cat,Tech_type_1,Tech_type_2,Costs
2023,Charging Station Energy,Discounted,InvestmentCosts,Charging Station,Public,240V,187.6740521586498
2023,Charging Station Energy,Discounted,InvestmentCosts,Charging Station,Residential,120V,76.88018027111252
2023,Charging Station Energy,Discounted,InvestmentCosts,Charging Station,Residential,240V,37439.40861801294
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,180.5062056750525
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,179.46341263038795
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,277.7038335365339
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,124.56769905776486
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,36.08895725757813
2023,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,24850.21734217601
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Commercial,240V,272.9644322049375
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Freight,Fast,70.13538099445853
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Freight,Slow,96.67756114124875
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Public,240V,202.85378256028696
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Residential,120V,83.09851677699353
2023,Charging Station Energy,Undiscounted,InvestmentCosts,Charging Station,Residential,240V,40467.63826767031
2024,Distric Thermal Energy,Discounted,FixedCosts,Toronto Average,Pipe,___,216.44718482964458
2024,Distric Thermal Energy,Discounted,FixedCosts,Toronto Average,Substation,___,24.000719142128094
2024,Distric Thermal Energy,Discounted,FixedCosts,Consumption,Heat Pump,Large,15.432884713764093
2024,Distric Thermal Energy,Discounted,FixedCosts,Consumption,Heat Pump,Medium,14.985531635631828
2024,Distric Thermal Energy,Discounted,FixedCosts,Consumption,Heat Pump,Small,45.310940374807714
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Alkaline Electrolyser,___,69.43204032733307
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Autothermal Reforming Gas,Carbon Capture and Storage,192.61296319274857
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Boiler,Large,26.149464946779684
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Boiler,Medium,38.3167264690523
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Boiler,Small,30.530797069358766
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Deep Lake Cooling,Enwave,25.161013332154145
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Heat Pump,Enwave,21.9507452970103
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Heat Pump,Large,27.084044510162524
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Heat Pump,Medium,26.847579992755456
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Heat Pump,Small,15.418657745590213
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Steam Methane Reforming,Carbon Capture and Storage,200.26637714331707
2024,Distric Thermal Energy,Discounted,FixedCosts,Production,Steam Methane Reforming,___,214.6963524848358
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Large,8.109454317998388
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Medium,7.566512085710193
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Small,7.208240494212244
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Large,12.743386939136517
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Medium,11.218469299393895
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Small,9.074172883518383
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Toronto Average,Pipe,___,1219.9177772687144
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Toronto Average,Substation,___,199.24251787810658
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Consumption,Heat Pump,Large,190.91889357836138
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Consumption,Heat Pump,Medium,213.69044372351638
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Consumption,Heat Pump,Small,898.6795774889604
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Alkaline Electrolyser,___,250.42717764027685
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Autothermal Reforming Gas,Carbon Capture and Storage,306.3077346941567
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Boiler,Large,216.67815041473892
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Boiler,Medium,229.3257771477947
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Boiler,Small,268.8430725550752
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Deep Lake Cooling,Enwave,158.80431455164467
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Gas Turbine,Large,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Gas Turbine,Medium,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Gas Turbine,Small,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Heat Pump,Enwave,137.9699310624601
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Heat Pump,Large,188.1138245455249
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Heat Pump,Medium,208.99714758373366
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Heat Pump,Small,132.79316425296574
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Internal Combustion Engine,Large,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Internal Combustion Engine,Medium,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Internal Combustion Engine,Small,0.0
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Steam Methane Reforming,Carbon Capture and Storage,290.11127857887135
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Production,Steam Methane Reforming,___,257.05176687260956
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Hot Tank Storage,Large,240.90422652228926
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Hot Tank Storage,Medium,233.0238983409808
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Hot Tank Storage,Small,225.8407528723598
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Pit Storage,Large,65.0249608544803
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Pit Storage,Medium,71.95628472417664
2024,Distric Thermal Energy,Discounted,InvestmentCosts,Storage,Pit Storage,Small,86.03483882880991
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Toronto Average,Pipe,___,392.1788358584031
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Toronto Average,Substation,___,43.442298685150234
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Consumption,Heat Pump,Large,27.25024492137122
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Consumption,Heat Pump,Medium,26.46034198543071
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Consumption,Heat Pump,Small,80.00670294192881
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Alkaline Electrolyser,___,117.56799890675973
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Autothermal Reforming Gas,Carbon Capture and Storage,348.99380990158204
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Boiler,Large,45.205181799993056
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Boiler,Medium,66.81673713734534
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Boiler,Small,53.14535608965353
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Deep Lake Cooling,Enwave,41.599630333874615
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Heat Pump,Enwave,35.8646594682962
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Heat Pump,Large,45.899512542200846
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Heat Pump,Medium,45.49308493630117
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Heat Pump,Small,25.33698390046702
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Steam Methane Reforming,Carbon Capture and Storage,362.8609663436432
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Production,Steam Methane Reforming,___,373.74200120441463
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Large,14.209736151851192
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Medium,13.258369319512138
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Small,12.630590360995702
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Large,20.873373251593836
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Medium,18.375593405128306
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Small,14.86328543987576
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Toronto Average,Pipe,___,1358.1466412947248
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Toronto Average,Substation,___,221.81868442404772
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Consumption,Heat Pump,Large,212.55191038669548
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Consumption,Heat Pump,Medium,237.90370451823085
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Consumption,Heat Pump,Small,1000.5089461844466
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Alkaline Electrolyser,___,278.8030771734061
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Autothermal Reforming Gas,Carbon Capture and Storage,341.0154592622424
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Boiler,Large,241.22994820732816
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Boiler,Medium,255.3106773252426
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Boiler,Small,299.30567684940104
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Deep Lake Cooling,Enwave,176.79842891896718
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Gas Turbine,Large,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Gas Turbine,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Gas Turbine,Small,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Heat Pump,Enwave,153.60330176651695
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Heat Pump,Large,209.42899902616406
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Heat Pump,Medium,232.67861106716356
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Heat Pump,Small,147.83995559180823
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Internal Combustion Engine,Large,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Internal Combustion Engine,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Internal Combustion Engine,Small,0.0
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Steam Methane Reforming,Carbon Capture and Storage,322.98378296099054
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Production,Steam Methane Reforming,___,286.17829850676003
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Hot Tank Storage,Large,268.2010806150268
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Hot Tank Storage,Medium,259.42783257227217
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Hot Tank Storage,Small,251.4307650043404
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Pit Storage,Large,72.39293813928934
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Pit Storage,Medium,80.10965020690963
2024,Distric Thermal Energy,Undiscounted,InvestmentCosts,Storage,Pit Storage,Small,95.7834450542176
2024,Electricity Energy,Discounted,FixedCosts,Production,PV pannel,Decentralized,31468.16636160324
2024,Electricity Energy,Discounted,FixedCosts,Production,Wind Turbine,Decentralized,81961.441903414
2024,Electricity Energy,Discounted,FixedCosts,Storage,Battery,Decentralized,4188.891366688185
2024,Electricity Energy,Discounted,InvestmentCosts,Production,PV pannel,Decentralized,233964.29649686284
2024,Electricity Energy,Discounted,InvestmentCosts,Production,Wind Turbine,Decentralized,127013.25572429589
2024,Electricity Energy,Discounted,InvestmentCosts,Storage,Battery,Decentralized,17948.3074727816
2024,Electricity Energy,Undiscounted,FixedCosts,Production,PV pannel,Decentralized,54092.89006868847
2024,Electricity Energy,Undiscounted,FixedCosts,Production,Wind Turbine,Decentralized,148505.24804125176
2024,Electricity Energy,Undiscounted,FixedCosts,Storage,Battery,Decentralized,6680.841150200704
2024,Electricity Energy,Undiscounted,InvestmentCosts,Production,PV pannel,Decentralized,260474.78722830687
2024,Electricity Energy,Undiscounted,InvestmentCosts,Production,Wind Turbine,Decentralized,141405.12571927448
2024,Electricity Energy,Undiscounted,InvestmentCosts,Storage,Battery,Decentralized,19982.02990832708
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,35936.069852689565
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,93.88674340278763
