"Discounted and Undiscounted Investment and fixed Costs for building sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2015,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,790.5898289490019
2015,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,5735.112389421863
2015,Commercial Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,3476.6890122089285
2015,Commercial Building,FixedCosts,Undiscounted,Street Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,184.98550562684696
2015,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,452.7578008252622
2015,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,6728.684883653026
2015,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,161.42196002611865
2015,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2015,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,3204.017346628648
2015,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,395.5438912035739
2015,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,668.8120978081798
2015,Public Building,FixedCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,10068.720086811838
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,1429.0537303818837
2015,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,227.20552448337912
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,302.4907371365823
2015,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,3709.934616131958
2015,Public Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,1198.947729175952
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,40.757698873865415
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,265.8857161282847
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,943.9200447445847
2015,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,3595.668691285284
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,443.8942214611812
2015,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,750.5660738610313
2015,Public Building,FixedCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,12622.000863032905
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,1719.5383782555136
2015,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,304.50893627143716
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,405.4088596959349
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,4972.1865089489365
2015,Public Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,1585.7623793442854
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,47.70411760715599
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,311.20116745304534
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,1104.794285997362
2015,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Discounted,Other Appliances,Other,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,42942.07531483266
2015,Residential Building,FixedCosts,Discounted,Dish Washer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,7051.91907144072
2015,Residential Building,FixedCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,36598.67836135377
2015,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,57321.72187338274
2015,Residential Building,FixedCosts,Discounted,Space Cooling,Room,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,29320.41532676472
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,9219.682870506218
2015,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,423.09582169552505
2015,Residential Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,43253.5343870178
2015,Residential Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,112.86051214417492
2015,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Other Appliances,Other,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Clothe Washer,___,___,Standard,Electricity,49564.824228123674
2015,Residential Building,FixedCosts,Undiscounted,Dish Washer,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,9327.068806708638
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Natural Gas,0.0
2015,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,45260.61151598937
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,71857.67572425018
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,Room,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,40340.84876728611
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,12685.012412560152
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,597.4259017807361
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,52045.70744432139
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,132.0955621462192
2015,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,17.82756381461257
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,17.153033515176144
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,8.128399507014192
2016,Commercial Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,10.966962000426108
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,383.7916414834163
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,34.29107026024798
2016,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,64.88292407159115
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,10.663771329938045
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,6.462683082887597
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,9.522637563075179
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,9.522106809838863
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,68.70883925671748
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,4727.007921982342
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,152.32474831318447
2016,Commercial Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,896.6895020500593
2016,Commercial Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,679.5973167083002
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,9.89585469684864
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,20.383754674779137
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,20.384133065168125
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,29.075102278570448
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,154.22431159574873
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,13.66371425927282
2016,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,27.411797637590762
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,20.29062463614412
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,19.52290105630467
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,9.251421282489355
2016,Commercial Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,12.482160303198908
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,487.66001501635947
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,41.831733438248094
2016,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,82.44267020709638
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,14.291966146971168
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,8.776196641337087
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,12.931554700403114
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,12.930833947936963
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,93.30525365101855
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,6419.183877099421
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,204.1510530262452
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,1124.0769006552189
2016,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,910.8205290092146
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,11.74420888787116
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,24.191045660357275
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,24.191494726749767
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,34.505768835155784
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,183.03042904878117
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,16.215831715494534
2016,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,32.53179106908657
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Halogen,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Street Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Fluocompact,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Halogen,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Incandescent,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Street Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,Standard,Propane,0.0
2016,Commercial Building,InvestmentCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2016,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.34698677444622117
2016,Public Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.4647019497176643
2016,Public Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.28654315582597534
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,552.9227821407276
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,285.9886749758669
2016,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,352.97211492532824
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.15175426654348725
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.10897436439929906
2016,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.34939498313893796
2016,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.1916687980431267
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,16.99863413268675
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,33.346688814127376
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Kerosene,33.355760841560965
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,101.1069985761842
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,229.61173680969844
2016,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,492.9488686691201
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.3949265568312697
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.5289052911243418
2016,Public Building,FixedCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.3261320322497115
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,702.5643685189159
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,348.87805854857913
2016,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,473.06580019912286
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.2060793121473089
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.14798504561756276
2016,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,0.47447152184258007
2016,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.2568813497878086
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,20.173650096776804
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Heavy Fuel Oil,39.57520508831482
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Kerosene,39.58597159494618
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,119.99182967819203
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,272.4987666864929
2016,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,660.6676311060517
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Heavy Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Kerosene,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Equipment,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Auxiliary Motors,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,0.0
2016,Public Building,InvestmentCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,0.0
