regions,periods,input_comm,tech,ti_split,ti_split_notes
TO,2016,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2017,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2018,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2019,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2020,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2021,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2022,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2023,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2024,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2025,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2026,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2027,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2028,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2029,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2030,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2031,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2032,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2033,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2034,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2035,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2036,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2037,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2038,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2039,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2040,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2041,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2042,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,2043,FRETRADSL,FRETRAROATRULGTCONVDSL____23,0.906222888,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
