regions,tech,group_name,act_fraction,tech_desc
TO,FRETRAROATRUHETCONVDSL_EX,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETBEVBELCF____25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCATEDSLELC_25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCATEELC____25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCATENGAELC_25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCATERDSLELC_25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCELLHH2____25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCONVDSL____16,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCONVDSL____23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCONVNGA____23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETCONVRDSL____23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETHYBDSL____23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETHYBRDSL____23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETPHEVDSLBELCF_23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETPHEVNGABELCF_23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRUHETPHEVRDSLBELCF_23,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,FRETRAROATRULGTCONVGAS_EX,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVPRO_EX,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVDSL_EX,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTBEVBELCF____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCELLHH2____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVDSL____16,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVDSL____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVGAS____16,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVGAS____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVNGA____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVPRO____16,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVPRO____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVRDSL____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBDSL____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBGAS____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBRDSL____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTPHEVGASBELCF_23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,FRETRAROATRUMETCONVGAS_EX,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVDSL_EX,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETBEVBELCF____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCELLHH2____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVDSL____16,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVDSL____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVGAS____16,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVGAS____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVNGA____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVPRO____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETCONVRDSL____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETHYBDSL____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETHYBRDSL____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETPHEVDSLBELCF_23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
TO,FRETRAROATRUMETPHEVRDSLBELCF_23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
