regions,periods,tech,group_name,min_share_g,tech_desc
TO,2050,FRETRAROATRUHETBEVBELCF____25,NZ50-TRA-11-FRETRA-ROATRUHET,1,
TO,2050,FRETRAROATRULGTBEVBELCF____23,NZ50-TRA-11-FRETRA-ROATRULGT,1,
TO,2050,FRETRAROATRUMETBEVBELCF____23,NZ50-TRA-11-FRETRA-ROATRUMET,1,
