regions,tech,life,life_notes
TO,RESBDGAPAOldSCRO___STDELC_EX,10,ResidentialBuildingApartmentsOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,RESBDGSDEOldSCRO___STDELC_EX,10,ResidentialBuildingSingle DetachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,RESBDGSATOldSCRO___STDELC_EX,10,ResidentialBuildingSingle AttachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,RESBDGAPAOldSCCE___STDELC_EX,18,ResidentialBuildingApartmentsOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,RESBDGSDEOldSCCE___STDELC_EX,18,ResidentialBuildingSingle DetachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,RESBDGSATOldSCCE___STDELC_EX,18,ResidentialBuildingSingle AttachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,RESBDGAPAOldSC_________DCO_EX,200,ResidentialBuildingApartmentsOldFloorSpace CoolingDistrict Cooling
TO,RESBDGSDEOldSC_________DCO_EX,200,ResidentialBuildingSingle DetachedOldFloorSpace CoolingDistrict Cooling
TO,RESBDGSATOldSC_________DCO_EX,200,ResidentialBuildingSingle AttachedOldFloorSpace CoolingDistrict Cooling
TO,RESBDGAPAOldSH_________DHE_EX,200,ResidentialBuildingApartmentsOldFloorSpace HeatingDistrict Heating
TO,RESBDGSDEOldSH_________DHE_EX,200,ResidentialBuildingSingle DetachedOldFloorSpace HeatingDistrict Heating
TO,RESBDGSATOldSH_________DHE_EX,200,ResidentialBuildingSingle AttachedOldFloorSpace HeatingDistrict Heating
TO,RESBDGAPAOldSHFUR___STDLFO_EX,27,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,RESBDGSDEOldSHFUR___STDLFO_EX,27,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,RESBDGSATOldSHFUR___STDLFO_EX,27,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,RESBDGAPAOldSHFUR___MEDNGA_EX,25,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,RESBDGSDEOldSHFUR___MEDNGA_EX,25,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,RESBDGSATOldSHFUR___MEDNGA_EX,25,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,RESBDGAPAOldSHFUR___HIGNGA_EX,25,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,RESBDGSDEOldSHFUR___HIGNGA_EX,25,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,RESBDGSATOldSHFUR___HIGNGA_EX,25,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,RESBDGAPAOldSHPLT___STDELC_EX,40,ResidentialBuildingApartmentsOldFloorSpace HeatingPlintheStandard EfficiencyElectricity
TO,RESBDGSDEOldSHPLT___STDELC_EX,40,ResidentialBuildingSingle DetachedOldFloorSpace HeatingPlintheStandard EfficiencyElectricity
TO,RESBDGSATOldSHPLT___STDELC_EX,40,ResidentialBuildingSingle AttachedOldFloorSpace HeatingPlintheStandard EfficiencyElectricity
TO,RESBDGAPAOldSHHEP___STDELC_EX,15,ResidentialBuildingApartmentsOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity
TO,RESBDGSDEOldSHHEP___STDELC_EX,15,ResidentialBuildingSingle DetachedOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity
TO,RESBDGSATOldSHHEP___STDELC_EX,15,ResidentialBuildingSingle AttachedOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity
TO,RESBDGAPAOldREF______STDELC_EX,17,ResidentialBuildingApartmentsOldUnitRefrigeratorStandard EfficiencyElectricity
TO,RESBDGSDEOldREF______STDELC_EX,17,ResidentialBuildingSingle DetachedOldUnitRefrigeratorStandard EfficiencyElectricity
TO,RESBDGSATOldREF______STDELC_EX,17,ResidentialBuildingSingle AttachedOldUnitRefrigeratorStandard EfficiencyElectricity
TO,RESBDGAPAOldFRZ______STDELC_EX,22,ResidentialBuildingApartmentsOldUnitFreezerStandard EfficiencyElectricity
TO,RESBDGSDEOldFRZ______STDELC_EX,22,ResidentialBuildingSingle DetachedOldUnitFreezerStandard EfficiencyElectricity
TO,RESBDGSATOldFRZ______STDELC_EX,22,ResidentialBuildingSingle AttachedOldUnitFreezerStandard EfficiencyElectricity
TO,RESBDGAPAOldDWA______STDELC_EX,15,ResidentialBuildingApartmentsOldUnitDish WasherStandard EfficiencyElectricity
TO,RESBDGSDEOldDWA______STDELC_EX,15,ResidentialBuildingSingle DetachedOldUnitDish WasherStandard EfficiencyElectricity
TO,RESBDGSATOldDWA______STDELC_EX,15,ResidentialBuildingSingle AttachedOldUnitDish WasherStandard EfficiencyElectricity
TO,RESBDGAPAOldCWA______STDELC_EX,12,ResidentialBuildingApartmentsOldUnitClothe WasherStandard EfficiencyElectricity
TO,RESBDGSDEOldCWA______STDELC_EX,12,ResidentialBuildingSingle DetachedOldUnitClothe WasherStandard EfficiencyElectricity
TO,RESBDGSATOldCWA______STDELC_EX,12,ResidentialBuildingSingle AttachedOldUnitClothe WasherStandard EfficiencyElectricity
TO,RESBDGAPAOldCDY______STDELC_EX,13,ResidentialBuildingApartmentsOldUnitClothe DryerStandard EfficiencyElectricity
TO,RESBDGSDEOldCDY______STDELC_EX,13,ResidentialBuildingSingle DetachedOldUnitClothe DryerStandard EfficiencyElectricity
TO,RESBDGSATOldCDY______STDELC_EX,13,ResidentialBuildingSingle AttachedOldUnitClothe DryerStandard EfficiencyElectricity
TO,RESBDGAPAOldRAG______STDELC_EX,12,ResidentialBuildingApartmentsOldUnitRangeStandard EfficiencyElectricity
TO,RESBDGSDEOldRAG______STDELC_EX,12,ResidentialBuildingSingle DetachedOldUnitRangeStandard EfficiencyElectricity
TO,RESBDGSATOldRAG______STDELC_EX,12,ResidentialBuildingSingle AttachedOldUnitRangeStandard EfficiencyElectricity
TO,RESBDGAPAOldAPLOTH___STDELC_EX,5,ResidentialBuildingApartmentsOldUnitAppliancesOtherStandard EfficiencyElectricity
TO,RESBDGSDEOldAPLOTH___STDELC_EX,5,ResidentialBuildingSingle DetachedOldUnitAppliancesOtherStandard EfficiencyElectricity
TO,RESBDGSATOldAPLOTH___STDELC_EX,5,ResidentialBuildingSingle AttachedOldUnitAppliancesOtherStandard EfficiencyElectricity
TO,RESBDGAPAOldCDY______STDNGA_EX,13,ResidentialBuildingApartmentsOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,RESBDGSDEOldCDY______STDNGA_EX,13,ResidentialBuildingSingle DetachedOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,RESBDGSATOldCDY______STDNGA_EX,13,ResidentialBuildingSingle AttachedOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,RESBDGAPAOldRAG______STDNGA_EX,12,ResidentialBuildingApartmentsOldUnitRangeStandard EfficiencyNatural Gas
TO,RESBDGSDEOldRAG______STDNGA_EX,12,ResidentialBuildingSingle DetachedOldUnitRangeStandard EfficiencyNatural Gas
TO,RESBDGSATOldRAG______STDNGA_EX,12,ResidentialBuildingSingle AttachedOldUnitRangeStandard EfficiencyNatural Gas
TO,RESBDGAPAOldWH______STDELC_EX,13,ResidentialBuildingApartmentsOldUnitWater HeatingStandard EfficiencyElectricity
TO,RESBDGSDEOldWH______STDELC_EX,13,ResidentialBuildingSingle DetachedOldUnitWater HeatingStandard EfficiencyElectricity
TO,RESBDGSATOldWH______STDELC_EX,13,ResidentialBuildingSingle AttachedOldUnitWater HeatingStandard EfficiencyElectricity
TO,RESBDGAPAOldWH______STDNGA_EX,13,ResidentialBuildingApartmentsOldUnitWater HeatingStandard EfficiencyNatural Gas
TO,RESBDGSDEOldWH______STDNGA_EX,13,ResidentialBuildingSingle DetachedOldUnitWater HeatingStandard EfficiencyNatural Gas
TO,RESBDGSATOldWH______STDNGA_EX,13,ResidentialBuildingSingle AttachedOldUnitWater HeatingStandard EfficiencyNatural Gas
TO,RESBDGAPAOldWH______STDLFO_EX,13,ResidentialBuildingApartmentsOldUnitWater HeatingStandard EfficiencyLight Fuel Oil
TO,RESBDGSDEOldWH______STDLFO_EX,13,ResidentialBuildingSingle DetachedOldUnitWater HeatingStandard EfficiencyLight Fuel Oil
TO,RESBDGSATOldWH______STDLFO_EX,13,ResidentialBuildingSingle AttachedOldUnitWater HeatingStandard EfficiencyLight Fuel Oil
TO,RESBDGAPAOldLILED___HIGELC_EX,10,ResidentialBuildingApartmentsOldFloorLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,RESBDGSDEOldLILED___HIGELC_EX,10,ResidentialBuildingSingle DetachedOldFloorLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,RESBDGSATOldLILED___HIGELC_EX,10,ResidentialBuildingSingle AttachedOldFloorLightingLight Emitting DiodeHigh EfficiencyElectricity
TO,RESBDGAPAOldLILED___STDELC_EX,10,ResidentialBuildingApartmentsOldFloorLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,RESBDGSDEOldLILED___STDELC_EX,10,ResidentialBuildingSingle DetachedOldFloorLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,RESBDGSATOldLILED___STDELC_EX,10,ResidentialBuildingSingle AttachedOldFloorLightingLight Emitting DiodeStandard EfficiencyElectricity
TO,RESBDGAPAOldLIFLU___STDELC_EX,7,ResidentialBuildingApartmentsOldFloorLightingFluorescenteStandard EfficiencyElectricity
TO,RESBDGSDEOldLIFLU___STDELC_EX,7,ResidentialBuildingSingle DetachedOldFloorLightingFluorescenteStandard EfficiencyElectricity
TO,RESBDGSATOldLIFLU___STDELC_EX,7,ResidentialBuildingSingle AttachedOldFloorLightingFluorescenteStandard EfficiencyElectricity
TO,RESBDGAPAOldLIFLC___STDELC_EX,4,ResidentialBuildingApartmentsOldFloorLightingFluocompactStandard EfficiencyElectricity
TO,RESBDGSDEOldLIFLC___STDELC_EX,4,ResidentialBuildingSingle DetachedOldFloorLightingFluocompactStandard EfficiencyElectricity
TO,RESBDGSATOldLIFLC___STDELC_EX,4,ResidentialBuildingSingle AttachedOldFloorLightingFluocompactStandard EfficiencyElectricity
TO,RESBDGAPAOldLIINC___STDELC_EX,2,ResidentialBuildingApartmentsOldFloorLightingIncandescentStandard EfficiencyElectricity
TO,RESBDGSDEOldLIINC___STDELC_EX,2,ResidentialBuildingSingle DetachedOldFloorLightingIncandescentStandard EfficiencyElectricity
TO,RESBDGSATOldLIINC___STDELC_EX,2,ResidentialBuildingSingle AttachedOldFloorLightingIncandescentStandard EfficiencyElectricity
TO,RESBDGAPAOldLIHAL___STDELC_EX,2,ResidentialBuildingApartmentsOldFloorLightingHalogenStandard EfficiencyElectricity
TO,RESBDGSDEOldLIHAL___STDELC_EX,2,ResidentialBuildingSingle DetachedOldFloorLightingHalogenStandard EfficiencyElectricity
TO,RESBDGSATOldLIHAL___STDELC_EX,2,ResidentialBuildingSingle AttachedOldFloorLightingHalogenStandard EfficiencyElectricity
