regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2016,RESBDGAPAOldSCRO___STDELC_EX,2015,0.0,k$/MW,ResidentialBuildingApartmentsOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,2016,RESBDGSDEOldSCRO___STDELC_EX,2015,0.0,k$/MW,ResidentialBuildingSingle DetachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,2016,RESBDGSATOldSCRO___STDELC_EX,2015,0.0,k$/MW,ResidentialBuildingSingle AttachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity
TO,2016,RESBDGAPAOldSCCE___STDELC_EX,2015,8.778936961,k$/MW,ResidentialBuildingApartmentsOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,2016,RESBDGSDEOldSCCE___STDELC_EX,2015,8.778936961,k$/MW,ResidentialBuildingSingle DetachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,2016,RESBDGSATOldSCCE___STDELC_EX,2015,8.778936961,k$/MW,ResidentialBuildingSingle AttachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity
TO,2016,RESBDGAPAOldSC_________DCO_EX,2015,0.0,k$/MW,ResidentialBuildingApartmentsOldFloorSpace CoolingDistrict Cooling
TO,2016,RESBDGSDEOldSC_________DCO_EX,2015,0.0,k$/MW,ResidentialBuildingSingle DetachedOldFloorSpace CoolingDistrict Cooling
TO,2016,RESBDGSATOldSC_________DCO_EX,2015,0.0,k$/MW,ResidentialBuildingSingle AttachedOldFloorSpace CoolingDistrict Cooling
TO,2016,RESBDGAPAOldSH_________DHE_EX,2015,0.0,k$/MW,ResidentialBuildingApartmentsOldFloorSpace HeatingDistrict Heating
TO,2016,RESBDGSDEOldSH_________DHE_EX,2015,0.0,k$/MW,ResidentialBuildingSingle DetachedOldFloorSpace HeatingDistrict Heating
TO,2016,RESBDGSATOldSH_________DHE_EX,2015,0.0,k$/MW,ResidentialBuildingSingle AttachedOldFloorSpace HeatingDistrict Heating
TO,2016,RESBDGAPAOldSHFUR___STDLFO_EX,2015,2.627022597,k$/MW,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
