tech,flag,sector,tech_desc,tech_category
RESBDGAPAOldSCRO___STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace CoolingRoomStandard EfficiencyElectricity,
RESBDGSDEOldSCRO___STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity,
RESBDGSATOldSCRO___STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace CoolingRoomStandard EfficiencyElectricity,
RESBDGAPAOldSCCE___STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace CoolingCentralStandard EfficiencyElectricity,
RESBDGSDEOldSCCE___STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity,
RESBDGSATOldSCCE___STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace CoolingCentralStandard EfficiencyElectricity,
RESBDGAPAOldSC_________DCO_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace CoolingDistrict Cooling,
RESBDGSDEOldSC_________DCO_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace CoolingDistrict Cooling,
RESBDGSATOldSC_________DCO_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace CoolingDistrict Cooling,
RESBDGAPAOldSH_________DHE_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingDistrict Heating,
RESBDGSDEOldSH_________DHE_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingDistrict Heating,
RESBDGSATOldSH_________DHE_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingDistrict Heating,
RESBDGAPAOldSHFUR___STDLFO_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil,
RESBDGSDEOldSHFUR___STDLFO_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil,
RESBDGSATOldSHFUR___STDLFO_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil,
RESBDGAPAOldSHFUR___MEDNGA_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceMediumNatural Gas,
RESBDGSDEOldSHFUR___MEDNGA_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceMediumNatural Gas,
RESBDGSATOldSHFUR___MEDNGA_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceMediumNatural Gas,
RESBDGAPAOldSHFUR___HIGNGA_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas,
RESBDGSDEOldSHFUR___HIGNGA_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas,
RESBDGSATOldSHFUR___HIGNGA_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas,
RESBDGAPAOldSHPLT___STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingPlintheStandard EfficiencyElectricity,
RESBDGSDEOldSHPLT___STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingPlintheStandard EfficiencyElectricity,
RESBDGSATOldSHPLT___STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingPlintheStandard EfficiencyElectricity,
RESBDGAPAOldSHHEP___STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity,
RESBDGSDEOldSHHEP___STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity,
RESBDGSATOldSHHEP___STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldFloorSpace HeatingHeat PumpStandard EfficiencyElectricity,
RESBDGAPAOldREF______STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldUnitRefrigeratorStandard EfficiencyElectricity,
RESBDGSDEOldREF______STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldUnitRefrigeratorStandard EfficiencyElectricity,
RESBDGSATOldREF______STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldUnitRefrigeratorStandard EfficiencyElectricity,
RESBDGAPAOldFRZ______STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldUnitFreezerStandard EfficiencyElectricity,
RESBDGSDEOldFRZ______STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldUnitFreezerStandard EfficiencyElectricity,
RESBDGSATOldFRZ______STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldUnitFreezerStandard EfficiencyElectricity,
RESBDGAPAOldDWA______STDELC_EX,p,RESBDG,ResidentialBuildingApartmentsOldUnitDish WasherStandard EfficiencyElectricity,
RESBDGSDEOldDWA______STDELC_EX,p,RESBDG,ResidentialBuildingSingle DetachedOldUnitDish WasherStandard EfficiencyElectricity,
RESBDGSATOldDWA______STDELC_EX,p,RESBDG,ResidentialBuildingSingle AttachedOldUnitDish WasherStandard EfficiencyElectricity,
