regions,emis_comm,input_comm,tech,vintage,output_comm,emis_act,emis_act_units,emis_act_notes
TO,CO2,RESBDGLFO,RESBDGAPAOldSHFUR___STDLFO_EX,2015,EUERESBDGAPAOldSH,118.25601374570446,t/TJ,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,CO2,RESBDGLFO,RESBDGSDEOldSHFUR___STDLFO_EX,2015,EUERESBDGSDEOldSH,118.25601374570446,t/TJ,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,CO2,RESBDGLFO,RESBDGSATOldSHFUR___STDLFO_EX,2015,EUERESBDGSATOldSH,118.25601374570446,t/TJ,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil
TO,CO2,RESBDGNGA,RESBDGAPAOldSHFUR___MEDNGA_EX,2015,EUERESBDGAPAOldSH,60.466307968229565,t/TJ,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,CO2,RESBDGNGA,RESBDGSDEOldSHFUR___MEDNGA_EX,2015,EUERESBDGSDEOldSH,60.466307968229565,t/TJ,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,CO2,RESBDGNGA,RESBDGSATOldSHFUR___MEDNGA_EX,2015,EUERESBDGSATOldSH,60.466307968229565,t/TJ,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceMediumNatural Gas
TO,CO2,RESBDGNGA,RESBDGAPAOldSHFUR___HIGNGA_EX,2015,EUERESBDGAPAOldSH,53.74782930509294,t/TJ,ResidentialBuildingApartmentsOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSDEOldSHFUR___HIGNGA_EX,2015,EUERESBDGSDEOldSH,53.74782930509294,t/TJ,ResidentialBuildingSingle DetachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSATOldSHFUR___HIGNGA_EX,2015,EUERESBDGSATOldSH,53.74782930509294,t/TJ,ResidentialBuildingSingle AttachedOldFloorSpace HeatingFurnaceHigh EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGAPAOldCDY______STDNGA_EX,2015,EUERESBDGAPAOldCDY,54.17617439117773,t/TJ,ResidentialBuildingApartmentsOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSDEOldCDY______STDNGA_EX,2015,EUERESBDGSDEOldCDY,54.17617439117773,t/TJ,ResidentialBuildingSingle DetachedOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSATOldCDY______STDNGA_EX,2015,EUERESBDGSATOldCDY,54.17617439117773,t/TJ,ResidentialBuildingSingle AttachedOldUnitClothe DryerStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGAPAOldRAG______STDNGA_EX,2015,EUERESBDGAPAOldRAG,71.27810552593756,t/TJ,ResidentialBuildingApartmentsOldUnitRangeStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSDEOldRAG______STDNGA_EX,2015,EUERESBDGSDEOldRAG,71.27810552593756,t/TJ,ResidentialBuildingSingle DetachedOldUnitRangeStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGSATOldRAG______STDNGA_EX,2015,EUERESBDGSATOldRAG,71.27810552593756,t/TJ,ResidentialBuildingSingle AttachedOldUnitRangeStandard EfficiencyNatural Gas
TO,CO2,RESBDGNGA,RESBDGAPAOldWH______STDNGA_EX,2015,EUERESBDGAPAOldWH,50.37323762837492,t/TJ,ResidentialBuildingApartmentsOldUnitWater HeatingStandard EfficiencyNatural Gas
