regions,periods,tech,group_name,min_share_g,tech_desc
TO,2050,LDITRAAGAIMP,NZ50-TRA-12-LDITRA,0,
TO,2050,LDITRAATFIMP,NZ50-TRA-12-LDITRA,0,
