Capacity of district electricity generation per vintage (MW)
vintage,Sub,Sector,Tech_cat,Tech_type_1,Tech_type_2,Tech_type_3,Capacity_units,Capacities
2035,Industrial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.15427654449337774
2035,Industrial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,1.0233419812299338
2035,Industrial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,36.07001917235559
2035,Public,Building,Production,PV pannel,Decentralized,Best potential,MW,0.01924891280920859
2035,Public,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.02750131208104536
2035,Public,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.048470041895891186
2035,Public,Building,Production,Wind Turbine,Decentralized,Standard,MW,56.596885948257906
2035,Public,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.11064367407419934
2035,Public,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.074907271128097
2035,Public,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.053160858826299735
2035,Residential,Building,Production,PV pannel,Decentralized,Best potential,MW,738.0226808305441
2035,Residential,Building,Production,PV pannel,Decentralized,Medium potential,MW,738.0009579579835
2035,Residential,Building,Production,PV pannel,Decentralized,Poor potential,MW,297.66720912290833
2035,Residential,Building,Production,Wind Turbine,Decentralized,Standard,MW,474.7531592010107
2035,Residential,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.105299495059954
2035,Residential,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,269.7789013195404
2040,Commercial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.009566205929922984
2040,Commercial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.011368979870753372
2040,Commercial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.013822246742863406
2040,Commercial,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.00913515261648769
2040,Commercial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.19430960232951824
2040,Commercial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,1.213480589126616
2040,Commercial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.4076024896508341
2040,Industrial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.020331173753797213
2040,Industrial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.03328568628892625
2040,Industrial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.05785513006682155
2040,Industrial,Building,Production,Wind Turbine,Decentralized,Standard,MW,59.670474057178026
2040,Industrial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.27592201524838966
2040,Industrial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,2.630027658564976
2040,Industrial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,92.7219387707346
2040,Public,Building,Production,PV pannel,Decentralized,Best potential,MW,0.005091424738800889
2040,Public,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.006266600688516607
2040,Public,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.00802775316558188
2040,Public,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.006947187768006892
2040,Public,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.14652102547416934
2040,Public,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.0996467218088331
2040,Public,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.06867932320748851
2040,Residential,Building,Production,PV pannel,Decentralized,Best potential,MW,0.04313875531015582
2040,Residential,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.07830030340312062
2040,Residential,Building,Production,PV pannel,Decentralized,Poor potential,MW,736.2618193340729
2040,Residential,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.013248525432408046
2040,Residential,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.06745818313472114
2040,Residential,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,647.1602732649009
2045,Commercial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.0034918345643536737
2045,Commercial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.004132542496525437
2045,Commercial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.00499516684500801
2045,Commercial,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.003329989765906298
2045,Commercial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.250234278192728
2045,Commercial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.24142429436647533
2045,Commercial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.14752185307940716
2045,Industrial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.008992743490311657
2045,Industrial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.012818117978295743
2045,Industrial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.018727086636776222
2045,Industrial,Building,Production,Wind Turbine,Decentralized,Standard,MW,27.27036012942675
2045,Industrial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.2686636934850836
2045,Industrial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.2788272512119547
2045,Industrial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.21824449241982063
2045,Public,Building,Production,PV pannel,Decentralized,Best potential,MW,0.0022723843396677576
2045,Public,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.002739870121947905
2045,Public,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.0034010138504843323
2045,Public,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.002834684016472651
2045,Public,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.21900793210395103
2045,Public,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.14080796536694468
2045,Public,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.09344715772749627
2045,Residential,Building,Production,PV pannel,Decentralized,Best potential,MW,0.01123395261038055
2045,Residential,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.0155150054372682
2045,Residential,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.025315106853806665
2045,Residential,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.005518032093063234
2045,Residential,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.08483082603084242
2045,Residential,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.3008460405459577
2050,Commercial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.001369991522618007
2050,Commercial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.0016188823288640238
2050,Commercial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.0019526204581315743
2050,Commercial,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.001395357006681321
2050,Commercial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.7041649707467612
2050,Commercial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.4906566964193195
2050,Commercial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.33368921173279026
2050,Industrial,Building,Production,PV pannel,Decentralized,Best potential,MW,0.003698902431347469
2050,Industrial,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.0050148430717556905
2050,Industrial,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.006932311096964081
2050,Industrial,Building,Production,Wind Turbine,Decentralized,Standard,MW,113.50748953099024
2050,Industrial,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.7929119432942021
2050,Industrial,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.6206883010977137
2050,Industrial,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.4242180631126745
2050,Public,Building,Production,PV pannel,Decentralized,Best potential,MW,0.0009711378979546452
2050,Public,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.0011640530803419824
2050,Public,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.0014323615734670458
2050,Public,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.0012404172255424516
2050,Public,Building,Storage,Battery,Decentralized,1 Hour Autonomy,MW,0.6798570454539447
2050,Public,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.4497103252826613
2050,Public,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.3056408382750953
2050,Residential,Building,Production,PV pannel,Decentralized,Best potential,MW,0.003810956026291946
2050,Residential,Building,Production,PV pannel,Decentralized,Medium potential,MW,0.004939669650854902
2050,Residential,Building,Production,PV pannel,Decentralized,Poor potential,MW,0.0069755770824212054
2050,Residential,Building,Production,Wind Turbine,Decentralized,Standard,MW,0.002406796180768723
2050,Residential,Building,Storage,Battery,Decentralized,4 Hour Autonomy,MW,0.2738184142357584
2050,Residential,Building,Storage,Battery,Decentralized,8 Hour Autonomy,MW,0.7673437384372487
