tech,flag,sector,tech_desc,tech_category
PASTRARAIREG___GOR___DSL_EX,p,PASTRA,PassengerTransportationRailRegionalGO railDiesel,
PASTRARAIREG___UPX___DSL_EX,p,PASTRA,PassengerTransportationRailRegionalUp ExpressDiesel,
PASTRARAISUB___TSU___ELC_EX,p,PASTRA,PassengerTransportationRailSubwaySubwayElectricity,
PASTRARAITRM___TST___ELC_EX,p,PASTRA,PassengerTransportationRailTramwayStreetcarElectricity,
PASTRAROABUSIUBGOBCONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalDiesel,
PASTRAROABUSURBTBUCONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel,
PASTRAROABUSURBWTBCONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesUrban Bus TTC Wheel trans paraConventionnalDiesel,
PASTRAROABUSIUBMWAYCONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesInter Urban BusMiway BusConventionnalDiesel,
PASTRAROABUSIUBVIVACONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesInter Urban BusViva BusConventionnalDiesel,
PASTRAROABUSIUBDURTCONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalDiesel,
PASTRAROABUSSCB___CONVNGA_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesSchool BusConventionnalNatural Gas,
PASTRAROABUSSCB___CONVGAS_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesSchool BusConventionnalGasoline,
PASTRAROABUSSCB___CONVDSL_EX,p,PASTRA,PassengerTransportationRoadInter-city BusesSchool BusConventionnalDiesel,
PASTRAROACAR___RSHCONVNGA_EX,p,PASTRA,PassengerTransportationRoadCarsPaid RidershareConventionnalNatural Gas,
PASTRAROACAR___RSHCONVGAS_EX,p,PASTRA,PassengerTransportationRoadCarsPaid RidershareConventionnalGasoline,
PASTRAROACAR___RSHCONVDSL_EX,p,PASTRA,PassengerTransportationRoadCarsPaid RidershareConventionnalDiesel,
PASTRAROACAR___RSHCONVPRO_EX,p,PASTRA,PassengerTransportationRoadCarsPaid RidershareConventionnalPropane,
PASTRAROACAR___TAXCONVNGA_EX,p,PASTRA,PassengerTransportationRoadCarsTaxi passengerConventionnalNatural Gas,
PASTRAROACAR___TAXCONVGAS_EX,p,PASTRA,PassengerTransportationRoadCarsTaxi passengerConventionnalGasoline,
PASTRAROACAR___TAXCONVDSL_EX,p,PASTRA,PassengerTransportationRoadCarsTaxi passengerConventionnalDiesel,
PASTRAROACAR___TAXCONVPRO_EX,p,PASTRA,PassengerTransportationRoadCarsTaxi passengerConventionnalPropane,
PASTRAROACAR___ADRCONVNGA_EX,p,PASTRA,PassengerTransportationRoadCarsAuto driverConventionnalNatural Gas,
PASTRAROACAR___ADRCONVGAS_EX,p,PASTRA,PassengerTransportationRoadCarsAuto driverConventionnalGasoline,
PASTRAROACAR___ADRCONVDSL_EX,p,PASTRA,PassengerTransportationRoadCarsAuto driverConventionnalDiesel,
PASTRAROACAR___ADRCONVPRO_EX,p,PASTRA,PassengerTransportationRoadCarsAuto driverConventionnalPropane,
PASTRAROACAR___APGCONVNGA_EX,p,PASTRA,PassengerTransportationRoadCarsAuto passengerConventionnalNatural Gas,
PASTRAROACAR___APGCONVGAS_EX,p,PASTRA,PassengerTransportationRoadCarsAuto passengerConventionnalGasoline,
PASTRAROACAR___APGCONVDSL_EX,p,PASTRA,PassengerTransportationRoadCarsAuto passengerConventionnalDiesel,
PASTRAROACAR___APGCONVPRO_EX,p,PASTRA,PassengerTransportationRoadCarsAuto passengerConventionnalPropane,
PASTRAROATRULGTRSHCONVNGA_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural Gas,
PASTRAROATRULGTRSHCONVGAS_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalGasoline,
PASTRAROATRULGTRSHCONVDSL_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalDiesel,
PASTRAROATRULGTRSHCONVPRO_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropane,
PASTRAROATRULGTTAXCONVNGA_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalNatural Gas,
PASTRAROATRULGTTAXCONVGAS_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalGasoline,
PASTRAROATRULGTTAXCONVDSL_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalDiesel,
PASTRAROATRULGTTAXCONVPRO_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksTaxi passengerConventionnalPropane,
PASTRAROATRULGTADRCONVNGA_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalNatural Gas,
PASTRAROATRULGTADRCONVGAS_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalGasoline,
PASTRAROATRULGTADRCONVDSL_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalDiesel,
PASTRAROATRULGTADRCONVPRO_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto driverConventionnalPropane,
PASTRAROATRULGTAPGCONVNGA_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalNatural Gas,
PASTRAROATRULGTAPGCONVGAS_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalGasoline,
PASTRAROATRULGTAPGCONVDSL_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalDiesel,
PASTRAROATRULGTAPGCONVPRO_EX,p,PASTRA,PassengerTransportationRoadTruckPassenger Light TrucksAuto passengerConventionnalPropane,
PASTRAROAMOR______CONVGAS_EX,p,PASTRA,PassengerTransportationRoadMotorcyclesConventionnalGasoline,
PASTRAROAWAL__________EX,p,PASTRA,PassengerTransportationRoadWalkDUMMY,
PASTRAROABIK_________BELC_EX,p,PASTRA,PassengerTransportationRoadBicycleBattery Electric Vehicle,
PASTRAROABIK__________EX,p,PASTRA,PassengerTransportationRoadBicycleDUMMY,
