regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2016,PASTRARAIREG___GOR___DSL_EX,2015,20,k$/kunits,PassengerTransportationRailRegionalGO railDiesel
TO,2016,PASTRARAIREG___UPX___DSL_EX,2015,20,k$/kunits,PassengerTransportationRailRegionalUp ExpressDiesel
TO,2016,PASTRARAISUB___TSU___ELC_EX,2015,20,k$/kunits,PassengerTransportationRailSubwaySubwayElectricity
TO,2016,PASTRARAITRM___TST___ELC_EX,2015,20,k$/kunits,PassengerTransportationRailTramwayStreetcarElectricity
TO,2016,PASTRAROABUSIUBGOBCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalDiesel
TO,2016,PASTRAROABUSURBTBUCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel
TO,2016,PASTRAROABUSURBWTBCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesUrban Bus TTC Wheel trans paraConventionnalDiesel
TO,2016,PASTRAROABUSIUBMWAYCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesInter Urban BusMiway BusConventionnalDiesel
TO,2016,PASTRAROABUSIUBVIVACONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesInter Urban BusViva BusConventionnalDiesel
TO,2016,PASTRAROABUSIUBDURTCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalDiesel
TO,2016,PASTRAROABUSSCB___CONVNGA_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesSchool BusConventionnalNatural Gas
TO,2016,PASTRAROABUSSCB___CONVGAS_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesSchool BusConventionnalGasoline
TO,2016,PASTRAROABUSSCB___CONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadInter-city BusesSchool BusConventionnalDiesel
TO,2016,PASTRAROACAR___RSHCONVNGA_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsPaid RidershareConventionnalNatural Gas
TO,2016,PASTRAROACAR___RSHCONVGAS_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsPaid RidershareConventionnalGasoline
TO,2016,PASTRAROACAR___RSHCONVDSL_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsPaid RidershareConventionnalDiesel
TO,2016,PASTRAROACAR___RSHCONVPRO_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsPaid RidershareConventionnalPropane
TO,2016,PASTRAROACAR___TAXCONVNGA_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsTaxi passengerConventionnalNatural Gas
TO,2016,PASTRAROACAR___TAXCONVGAS_EX,2015,500,k$/kunits,PassengerTransportationRoadCarsTaxi passengerConventionnalGasoline
