regions,periods,input_comm,tech,TIS,ti_split_notes
TO,2016,EUEINDBDGLISEP,INDBDGLI,1.0,IndustryBuildingLighting
TO,2016,EUEINDBDGLIRET,INDBDGLI,0.0,IndustryBuildingLighting
TO,2016,EUEINDBDGSCSEP,INDBDGSC,1.0,IndustryBuildingSpace Cooling
TO,2016,EUEINDBDGSCDCO,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2016,EUEINDBDGSCRET,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2016,EUEINDBDGIPSEP,INDBDGIP,1.0,IndustryBuildingIndustrial Processes
TO,2016,EUEINDBDGIPRET,INDBDGIP,0.0,IndustryBuildingIndustrial Processes
TO,2016,EUEINDBDGSHSEP,INDBDGSH,1.0,IndustryBuildingSpace Heating
TO,2016,EUEINDBDGSHDHE,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2016,EUEINDBDGSHRET,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2016,EUEINDBDGWHSEP,INDBDGWH,1.0,IndustryBuildingWater Heating
TO,2016,EUEINDBDGWHDHE,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2016,EUEINDBDGWHRET,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2017,EUEINDBDGLISEP,INDBDGLI,1.0,IndustryBuildingLighting
TO,2017,EUEINDBDGLIRET,INDBDGLI,0.0,IndustryBuildingLighting
TO,2017,EUEINDBDGSCSEP,INDBDGSC,1.0,IndustryBuildingSpace Cooling
TO,2017,EUEINDBDGSCDCO,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2017,EUEINDBDGSCRET,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2017,EUEINDBDGIPSEP,INDBDGIP,1.0,IndustryBuildingIndustrial Processes
TO,2017,EUEINDBDGIPRET,INDBDGIP,0.0,IndustryBuildingIndustrial Processes
TO,2017,EUEINDBDGSHSEP,INDBDGSH,1.0,IndustryBuildingSpace Heating
TO,2017,EUEINDBDGSHDHE,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2017,EUEINDBDGSHRET,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2017,EUEINDBDGWHSEP,INDBDGWH,1.0,IndustryBuildingWater Heating
TO,2017,EUEINDBDGWHDHE,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2017,EUEINDBDGWHRET,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2018,EUEINDBDGLISEP,INDBDGLI,1.0,IndustryBuildingLighting
TO,2018,EUEINDBDGLIRET,INDBDGLI,0.0,IndustryBuildingLighting
TO,2018,EUEINDBDGSCSEP,INDBDGSC,1.0,IndustryBuildingSpace Cooling
TO,2018,EUEINDBDGSCDCO,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2018,EUEINDBDGSCRET,INDBDGSC,0.0,IndustryBuildingSpace Cooling
TO,2018,EUEINDBDGIPSEP,INDBDGIP,1.0,IndustryBuildingIndustrial Processes
TO,2018,EUEINDBDGIPRET,INDBDGIP,0.0,IndustryBuildingIndustrial Processes
TO,2018,EUEINDBDGSHSEP,INDBDGSH,1.0,IndustryBuildingSpace Heating
TO,2018,EUEINDBDGSHDHE,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2018,EUEINDBDGSHRET,INDBDGSH,0.0,IndustryBuildingSpace Heating
TO,2018,EUEINDBDGWHSEP,INDBDGWH,1.0,IndustryBuildingWater Heating
TO,2018,EUEINDBDGWHDHE,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2018,EUEINDBDGWHRET,INDBDGWH,0.0,IndustryBuildingWater Heating
TO,2019,EUEINDBDGLISEP,INDBDGLI,1.0,IndustryBuildingLighting
TO,2019,EUEINDBDGLIRET,INDBDGLI,0.0,IndustryBuildingLighting
TO,2019,EUEINDBDGSCSEP,INDBDGSC,1.0,IndustryBuildingSpace Cooling
TO,2019,EUEINDBDGSCDCO,INDBDGSC,0.0,IndustryBuildingSpace Cooling
