regions,input_comm,tech,vintage,output_comm,efficiency,eff_notes
TO,WATWASELC,WATWASWWABPRC_EX,1950,ADEMWATWASWWAB,0.3811635820977621,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,ADEMWATWASWWABTTE,WATWASWWABPRC_EX,1950,ADEMWATWASWWAB,0.3811635820977621,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,EUEWATWASWWABTTE,WATWASWWABTTE_EX,1950,ADEMWATWASWWABTTE,0.06189963080864288,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,SEEWATWASWWABADIMNGA,WATWASWWABADI_EX,2000,EUEWATWASWWABTTE,5.986960526315789,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,SEEWATWASWWABADIMNGA,WATWASWWABADI_EX,2000,BMTNWATWASWWAB,5.986960526315789,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,WATWASNGA,WATWASWWABADIMNGA_EX,1950,SEEWATWASWWABADIMNGA,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,WATWASBMTN,WATWASWWABADIMNGA_EX,1950,SEEWATWASWWABADIMNGA,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,BMTNWATWASWWAB,WATWASWWABUSE_EX,1950,WATWASBMTN,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,BMTNWATWASWWAB,WATWASWWABFLR_EX,1950,WATWASETHOS,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,WATWASELC,WATWASWWHCPRC_EX,1955,ADEMWATWASWWHC,0.9238276966267492,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,ADEMWATWASWWHCTTE,WATWASWWHCPRC_EX,1955,ADEMWATWASWWHC,0.9238276966267492,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
