regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2039,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2039,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,2039,WATWASWWHBPRC_EX,1960,59.30243203536672,k$/Mm3a,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,2039,WATWASWWHBTTE_EX,1960,5.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,2039,WATWASWWHBADIMNGA_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,2039,WATWASWWHBUSE_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,2039,WATWASWWHBFLR_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,2039,WATWASWWNTPRC_EX,1950,76.12123400552622,k$/Mm3a,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,2039,WATWASFWRCHPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,2039,WATWASFWFJHPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,2039,WATWASFWRLCPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,2039,WATWASFWISDPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,2040,WATWASWWABPRC_EX,1950,139.94060783642507,k$/Mm3a,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,2040,WATWASWWABTTE_EX,1950,5.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,2040,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2040,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2040,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2040,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2040,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2040,WATWASWWHCINCMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2040,WATWASWWHCTTE_EX,1955,5.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,2040,WATWASWWHCADIMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,2040,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2040,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,2040,WATWASWWHBPRC_EX,1960,59.30243203536672,k$/Mm3a,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,2040,WATWASWWHBTTE_EX,1960,5.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,2040,WATWASWWHBADIMNGA_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,2040,WATWASWWHBUSE_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,2040,WATWASWWHBFLR_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,2040,WATWASWWNTPRC_EX,1950,76.12123400552622,k$/Mm3a,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,2040,WATWASFWRCHPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,2040,WATWASFWFJHPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,2040,WATWASFWRLCPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,2040,WATWASFWISDPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,2041,WATWASWWABPRC_EX,1950,139.94060783642507,k$/Mm3a,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,2041,WATWASWWABTTE_EX,1950,5.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,2041,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2041,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2041,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2041,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2041,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2041,WATWASWWHCINCMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2041,WATWASWWHCTTE_EX,1955,5.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,2041,WATWASWWHCADIMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,2041,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2041,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,2041,WATWASWWHBPRC_EX,1960,59.30243203536672,k$/Mm3a,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,2041,WATWASWWHBTTE_EX,1960,5.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,2041,WATWASWWHBADIMNGA_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,2041,WATWASWWHBUSE_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,2041,WATWASWWHBFLR_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,2041,WATWASWWNTPRC_EX,1950,76.12123400552622,k$/Mm3a,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,2041,WATWASFWRCHPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,2041,WATWASFWFJHPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,2041,WATWASFWRLCPRC_EX,1950,226.05060485584724,k$/Mm3a,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,2041,WATWASFWISDPRC_EX,1980,226.05060485584724,k$/Mm3a,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,2042,WATWASWWABPRC_EX,1950,139.94060783642507,k$/Mm3a,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,2042,WATWASWWABTTE_EX,1950,5.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,2042,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2042,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2042,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2042,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2042,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2042,WATWASWWHCINCMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2042,WATWASWWHCTTE_EX,1955,5.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,2042,WATWASWWHCADIMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,2042,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2042,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,2042,WATWASWWHBPRC_EX,1960,59.30243203536672,k$/Mm3a,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,2042,WATWASWWHBTTE_EX,1960,5.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,2042,WATWASWWHBADIMNGA_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,2042,WATWASWWHBUSE_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,2042,WATWASWWHBFLR_EX,1960,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
