regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,WATWASWWABPRC_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,W,D,WATWASWWABTTE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,W,D,WATWASWWABADI_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWABADIMNGA_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWABUSE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,W,D,WATWASWWABFLR_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,W,D,WATWASWWHCPRC_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,W,D,WATWASWWHCINC_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,W,D,WATWASWWHCINCMNGA_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,W,D,WATWASWWHCTTE_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,W,D,WATWASWWHCADI_EX,0.91324200913242,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWHCADIMNGA_EX,0.91324200913242,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWHCUSE_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,W,D,WATWASWWHCFLR_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,W,D,WATWASWWHBPRC_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,W,D,WATWASWWHBTTE_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,W,D,WATWASWWHBADI_EX,0.91324200913242,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWHBADIMNGA_EX,0.91324200913242,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,W,D,WATWASWWHBUSE_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,W,D,WATWASWWHBFLR_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,W,D,WATWASWWNTPRC_EX,1.0,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,W,D,WATWASFWRCHPRC_EX,1.0,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,W,D,WATWASFWFJHPRC_EX,1.0,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,W,D,WATWASFWRLCPRC_EX,1.0,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,W,D,WATWASFWISDPRC_EX,1.0,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,W,N,WATWASWWABPRC_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,W,N,WATWASWWABTTE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,W,N,WATWASWWABADI_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWABADIMNGA_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWABUSE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,W,N,WATWASWWABFLR_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,W,N,WATWASWWHCPRC_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,W,N,WATWASWWHCINC_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,W,N,WATWASWWHCINCMNGA_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,W,N,WATWASWWHCTTE_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,W,N,WATWASWWHCADI_EX,0.91324200913242,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWHCADIMNGA_EX,0.91324200913242,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWHCUSE_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,W,N,WATWASWWHCFLR_EX,1.0,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,W,N,WATWASWWHBPRC_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantProcess
TO,W,N,WATWASWWHBTTE_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to Energy
TO,W,N,WATWASWWHBADI_EX,0.91324200913242,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWHBADIMNGA_EX,0.91324200913242,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,W,N,WATWASWWHBUSE_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantExport of energy
TO,W,N,WATWASWWHBFLR_EX,1.0,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,W,N,WATWASWWNTPRC_EX,1.0,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,W,N,WATWASFWRCHPRC_EX,1.0,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,W,N,WATWASFWFJHPRC_EX,1.0,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,W,N,WATWASFWRLCPRC_EX,1.0,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,W,N,WATWASFWISDPRC_EX,1.0,WaterWasteFresh waterIsland Water Treatment PlantProcess
TO,W,P1,WATWASWWABPRC_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,W,P1,WATWASWWABTTE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to Energy
TO,W,P1,WATWASWWABADI_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,P1,WATWASWWABADIMNGA_EX,0.91324200913242,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,W,P1,WATWASWWABUSE_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,W,P1,WATWASWWABFLR_EX,1.0,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
