regions,emis_comm,input_comm,tech,vintage,output_comm,emis_act,emis_act_units,emis_act_notes
TO,CO2,WATWASNGA,WATWASWWABADIMNGA_EX,1950,SEEWATWASWWABADIMNGA,49.353017671166924,t/TJ,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,CO2,WATWASNGA,WATWASWWHCINCMNGA_EX,1955,SEEWATWASWWHCINCMNGA,49.353017671166924,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,CO2,WATWASNGA,WATWASWWHCADIMNGA_EX,1955,SEEWATWASWWHCADIMNGA,49.353017671166924,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,CO2,WATWASNGA,WATWASWWHBADIMNGA_EX,1960,SEEWATWASWWHBADIMNGA,49.35301767116693,t/TJ,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,CO2,WATWASELC,WATWASWWNTPRC_EX,1950,ADEMWATWASWWNT,401.62874179402485,t/Mm3,WaterWasteWaste waterNorth Toronto Wastewater Treatment PlantProcess
TO,CO2,WATWASELC,WATWASFWRCHPRC_EX,1950,ADEMWATWASFWRCH,470.36900293640826,t/Mm3,WaterWasteFresh waterR.C. Harris Water Treatment PlantProcess
TO,CO2,WATWASELC,WATWASFWFJHPRC_EX,1980,ADEMWATWASFWFJH,451.26341204698696,t/Mm3,WaterWasteFresh waterF.J Horgan Water Treatment PlantProcess
TO,CO2,WATWASELC,WATWASFWRLCPRC_EX,1950,ADEMWATWASFWRLC,233.13175529784286,t/Mm3,WaterWasteFresh waterR.L. Clark Water Treatment PlantProcess
TO,CH4,WATWASNGA,WATWASWWABADIMNGA_EX,1950,SEEWATWASWWABADIMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,CH4,WATWASBMTN,WATWASWWABADIMNGA_EX,1950,SEEWATWASWWABADIMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,CH4,BMTNWATWASWWAB,WATWASWWABFLR_EX,1950,WATWASETHOS,0.0030330258603367415,t/TJ,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,CH4,SEEWATWASWWHCINCMNGA,WATWASWWHCINC_EX,1955,ADEMWATWASWWINC,0.1377255144782371,t/kt,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,CH4,WATWASNGA,WATWASWWHCINCMNGA_EX,1955,SEEWATWASWWHCINCMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,CH4,WATWASBMTN,WATWASWWHCINCMNGA_EX,1955,SEEWATWASWWHCINCMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,CH4,WATWASNGA,WATWASWWHCADIMNGA_EX,1955,SEEWATWASWWHCADIMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,CH4,WATWASBMTN,WATWASWWHCADIMNGA_EX,1955,SEEWATWASWWHCADIMNGA,0.003033025860336742,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,CH4,BMTNWATWASWWHC,WATWASWWHCFLR_EX,1955,WATWASETHOS,0.003033025860336742,t/TJ,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
TO,CH4,WATWASNGA,WATWASWWHBADIMNGA_EX,1960,SEEWATWASWWHBADIMNGA,0.0030330258603367423,t/TJ,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,CH4,WATWASBMTN,WATWASWWHBADIMNGA_EX,1960,SEEWATWASWWHBADIMNGA,0.0030330258603367423,t/TJ,WaterWasteWaste waterHumber Wastewater Treatment PlantAnaerobic Digester
TO,CH4,BMTNWATWASWWHB,WATWASWWHBFLR_EX,1960,WATWASETHOS,0.0030330258603367415,t/TJ,WaterWasteWaste waterHumber Wastewater Treatment PlantFlaring
TO,N2O,WATWASELC,WATWASWWABPRC_EX,1950,ADEMWATWASWWAB,0.16735552121151628,t/Mm3,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
TO,N2O,ADEMWATWASWWABTTE,WATWASWWABPRC_EX,1950,ADEMWATWASWWAB,0.16735552121151628,t/Mm3,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantProcess
