regions,tech,life,life_notes
TO,LDITRADOMAIR_________AGA_EX,25,Long DistanceTransportationDomesticAirAviation Gasoline
TO,LDITRADOMAIR_________ATF_EX,25,Long DistanceTransportationDomesticAirAviation Turbo Fuel
TO,LDITRADOMRAI_________DSL_EX,50,Long DistanceTransportationDomesticRailDiesel
TO,LDITRAINTAIR_________AGA_EX,25,Long DistanceTransportationInternationalAirAviation Gasoline
TO,LDITRAINTAIR_________ATF_EX,25,Long DistanceTransportationInternationalAirAviation Turbo Fuel
TO,LDITRAINTRAI_________DSL_EX,50,Long DistanceTransportationInternationalRailDiesel
