regions,tech,group_name,act_fraction,tech_desc
TO,PUBBDGHSPOldAE______STDBMA_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAE______STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAE______STDNGA_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAE______STDNGA_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAE______STDPRO_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAE______STDPRO_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldAM______STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIFLC___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIFLC___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIFLU___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIFLUT5STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIFLUT8STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIHAL___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIHAL100WSTDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIINC___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLIINC100WSTDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLILED___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldLILED___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSC______STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSC______STDNGA_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSCCE___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSCCE___STDNGA_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSCWA___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSCWD___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDHFO_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDHFO_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDKER_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDKER_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDLFO_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDLFO_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDNGA_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDNGA_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDPRO_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFUR___STDPRO_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFURLARSTDHH2_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFURMEDSTDHH2_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHFURSMASTDHH2_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHHEP___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHHEP___STDELC_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHHEP___STDNGA_23,BAP-BDG-6-PUBBDG-ESR,1,
TO,PUBBDGHSPOldSHPLT___STDELC_16,BAP-BDG-6-PUBBDG-ESR,1,
