regions,emis_comm,input_comm,tech,vintage,output_comm,emis_act,emis_act_units,emis_act_notes
TO,CO2,INDBDGNGA,INDBDGSCSEP_EX,2015,EUEINDBDGSCSEP,13.639160726648003,t/TJ,IndustryBuildingSpace CoolingSelf produced
TO,CO2,INDBDGNGA,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,48.37304637458365,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGLFO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,70.95360824742268,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGHFO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,74.25882352941177,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGPCOK,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,81.76914778856526,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGPRO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,59.85776372975109,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGCOA,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,81.01357466063348,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGCOK,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,110.05896635449186,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CO2,INDBDGNGA,INDBDGSHSEP_EX,2015,EUEINDBDGSHSEP,48.37304637458365,t/TJ,IndustryBuildingSpace HeatingSelf produced
TO,CO2,INDBDGLFO,INDBDGSHSEP_EX,2015,EUEINDBDGSHSEP,70.95360824742268,t/TJ,IndustryBuildingSpace HeatingSelf produced
TO,CO2,INDBDGHFO,INDBDGSHSEP_EX,2015,EUEINDBDGSHSEP,74.25882352941177,t/TJ,IndustryBuildingSpace HeatingSelf produced
TO,CO2,INDBDGPRO,INDBDGSHSEP_EX,2015,EUEINDBDGSHSEP,59.85776372975109,t/TJ,IndustryBuildingSpace HeatingSelf produced
TO,CO2,INDBDGNGA,INDBDGWHSEP_EX,2015,EUEINDBDGWHSEP,48.37304637458365,t/TJ,IndustryBuildingWater HeatingSelf produced
TO,CO2,INDBDGLFO,INDBDGWHSEP_EX,2015,EUEINDBDGWHSEP,70.95360824742268,t/TJ,IndustryBuildingWater HeatingSelf produced
TO,CO2,INDBDGHFO,INDBDGWHSEP_EX,2015,EUEINDBDGWHSEP,74.25882352941177,t/TJ,IndustryBuildingWater HeatingSelf produced
TO,CO2,INDBDGPRO,INDBDGWHSEP_EX,2015,EUEINDBDGWHSEP,59.85776372975109,t/TJ,IndustryBuildingWater HeatingSelf produced
TO,CH4,INDBDGNGA,INDBDGSCSEP_EX,2015,EUEINDBDGSCSEP,0.000267292874409945,t/TJ,IndustryBuildingSpace CoolingSelf produced
TO,CH4,INDBDGNGA,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0009479887266205482,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGBMTN,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0009479887266205482,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGLFO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0006701030927835052,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGHFO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0013411764705882354,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGPCOK,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0025889967637540453,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGPRO,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.0009482418016594233,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGCOA,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.001085972850678733,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,CH4,INDBDGCOK,INDBDGIPSEPMENE_EX,2015,INDBDGMENE,0.001040582726326743,t/TJ,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
