group_name,notes
BAP-BDG-4-COMBDGAER,
BAP-BDG-4-COMBDGAFS,
BAP-BDG-4-COMBDGEDS,
BAP-BDG-4-COMBDGHLC,
BAP-BDG-4-COMBDGICI,
BAP-BDG-4-COMBDGOFF,
BAP-BDG-4-COMBDGOTS,
BAP-BDG-4-COMBDGRTT,
BAP-BDG-4-COMBDGTAW,
BAP-BDG-4-COMBDGWST,
BAP-BDG-4-COMBDG-ESR,
