"Building end use energy service, per subsector, per end use, per type of technology, per energy, and per period."
t_periods,Sub,NewOld,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Output_units,VFlow_Out
2016,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,3.4672500039568868
2016,Residential,Old,Range,___,___,Electricity,Standard,TJ,1389.5986268869895
2016,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,96.03531714786462
2016,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1067.9895107560594
2016,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10210.63688361673
2016,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,613.350917403381
2016,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,81.31320091290422
2016,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,151.06858675446688
2016,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.2175084224928346
2016,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.18395884840276122
2016,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,582.0110261154488
2016,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38571.48969448207
2016,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12390.744608478206
2016,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.21160621742697394
2016,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3922.651513645847
2016,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,1972.701363533059
2016,Residential,Old,Space Heating,___,___,District Heating,___,TJ,74.67466203079947
2016,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,4.909180179934722
2016,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,5.102842976104565
2016,Residential,Old,Water Heating,___,___,District Heating,___,TJ,956.5255523215544
2016,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,762.2452174498067
2016,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,4.968737778495055
2016,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,91.85914736876997
2016,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,15642.74117686854
2016,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,5.065391058241226
2017,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17310.325934252727
2017,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1731.3041257088855
2017,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,964.6625376867083
2017,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2166.9316962289795
2017,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1317.0221266671974
2017,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9665.933193426043
2017,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2828.1284334380757
2017,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9082.444152674338
2017,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,41.89588111781857
2017,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,54.934743451927005
2017,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1290.067981771632
2017,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9399.116949670435
2017,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,437.06570762859945
2017,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,1.335558262858424
2017,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,2.532437259599535
2017,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,2.5325287031501853
2017,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,161.81888986557357
2017,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,5.881239929807079
2017,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,30063.053315965077
2017,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,652.370743011989
2017,Commercial,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,455.85703697849823
2017,Commercial,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,1436.5265395482365
2017,Commercial,Old,Space Heating,___,___,District Heating,___,TJ,2820.310643505802
2017,Commercial,Old,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1463.7223425002232
2017,Commercial,Old,Water Heating,___,___,District Heating,___,TJ,452.4793661235499
2017,Commercial,Old,Water Heating,___,___,Electricity,Standard,TJ,244.3735346360923
2017,Commercial,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,5.106542775101944
2017,Commercial,Old,Water Heating,___,___,Kerosene,Standard,TJ,5.106705258932801
2017,Commercial,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,187.9687602021926
2017,Commercial,Old,Water Heating,___,___,Natural Gas,Standard,TJ,4924.586500040416
2017,Commercial,Old,Water Heating,___,___,Propane,Standard,TJ,69.65921615492186
2017,Industry,,Industrial Processes,Self produced,,Mix Energy,,TJ,30563.234632209118
2017,Industry,,Lighting,Self produced,,Mix Energy,,TJ,650.2815879189868
2017,Industry,,Space Cooling,Self produced,,Mix Energy,,TJ,1408.9434404911385
2017,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1560.6758110251135
2017,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,4083.7683721512326
2017,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2026.0708279805103
2017,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,250.36084844064763
2017,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,511.1520526911912
2017,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,86.09657262969888
2017,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,633.5322323056306
2017,Public,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,185.49834772918496
2017,Public,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,595.3869793886143
2017,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,2.7641521150128954
2017,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,3.5812361830619186
2017,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,246.53664467588158
2017,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,4183.590844575672
2017,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,551.2770966266983
2017,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,289.53397416744934
2017,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,268.8688679052591
2017,Public,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,0.005121875913598009
2017,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5834.406718510907
2017,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,495.4295884127037
2017,Public,Old,Space Heating,___,___,District Heating,___,TJ,1495.7822721868476
2017,Public,Old,Water Heating,___,___,District Heating,___,TJ,305.4791825194273
2017,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,9.942396623065791
2017,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.3995210262133769
2017,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.39952082996168775
2017,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,18.031904059625326
2017,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,865.4331771186817
2017,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3633.1511224918345
2017,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1812.6530938227925
2017,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,124.0843839716526
2017,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,94.11435169231422
2017,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,126.73191605654162
2017,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,342.6283000827818
2017,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,95.64942902051094
2017,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,791.9916733780371
2017,Residential,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,229.60440496210737
2017,Residential,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,737.3051304840163
2017,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,13.660125151308131
2017,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,13.47022993946193
2017,Residential,Old,Range,___,___,Electricity,Standard,TJ,1434.457278325592
2017,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,63.95274134898547
2017,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1077.173950045554
2017,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10301.918458880029
2017,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,600.4717658820493
2017,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,50.15170366391559
2017,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,158.60323923031783
2017,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.39053274916325487
2017,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.3238002887130226
2017,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,486.8714753584421
2017,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38598.88781844033
2017,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12416.365243152291
2017,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.37204192400300906
2017,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3904.2643355614127
2017,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,2068.5006825667083
2017,Residential,Old,Space Heating,___,___,District Heating,___,TJ,46.047244600502154
2017,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,10.290283723224274
2017,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,10.656008753552962
2017,Residential,Old,Water Heating,___,___,District Heating,___,TJ,997.9756801484111
2017,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,709.8041301769505
2017,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,10.475620163446466
2017,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,97.12793572478502
2017,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,15771.277910915587
2017,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,10.561766531582457
2018,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17413.413622070493
2018,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1744.975460011511
2018,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,971.4113338203074
2018,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2180.1263511469924
2018,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1323.1503356758126
2018,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9715.804337659774
2018,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2845.159424892328
2018,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9137.991638896663
2018,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,42.130896641942314
2018,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,66.66434001670277
2018,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1298.1010531172553
2018,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9454.436229330548
2018,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,441.0194597361575
2018,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,2.0692362892760046
2018,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,3.8768329088109192
2018,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,3.8758892447233197
2018,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,155.6496644378221
2018,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,9.234608402773315
2018,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,29035.45213531598
2018,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,826.5979349216713
2018,Commercial,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1553.7519731737102
2018,Commercial,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,901.9253954264858
2018,Commercial,Old,Space Heating,___,___,District Heating,___,TJ,3325.7243826273098
2018,Commercial,Old,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1472.5265732007363
2018,Commercial,Old,Water Heating,___,___,District Heating,___,TJ,553.8639244199577
2018,Commercial,Old,Water Heating,___,___,Electricity,Standard,TJ,163.7244175499391
2018,Commercial,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,22.400879875074594
2018,Commercial,Old,Water Heating,___,___,Kerosene,Standard,TJ,22.39684698663878
2018,Commercial,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,185.1451150715285
2018,Commercial,Old,Water Heating,___,___,Natural Gas,Standard,TJ,4908.429954185014
2018,Commercial,Old,Water Heating,___,___,Propane,Standard,TJ,70.19698382233462
2018,Industry,,Industrial Processes,Self produced,,Mix Energy,,TJ,30598.65663528908
2018,Industry,,Lighting,Self produced,,Mix Energy,,TJ,651.035247558854
2018,Industry,,Space Cooling,Self produced,,Mix Energy,,TJ,1410.576369710851
2018,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1562.4845941604353
2018,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,4088.5013546891987
2018,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2036.646716788572
2018,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,251.89809486522844
2018,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,514.1646985056532
2018,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,86.43288646609119
2018,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,636.9532450955253
2018,Public,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,186.4232108485057
2018,Public,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,598.7209034742194
2018,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,2.76154283691829
2018,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,4.1200848798405225
2018,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,252.38337270968478
2018,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,4175.153330461079
2018,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,583.5718039915239
2018,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,280.49569119360103
2018,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,270.1031842077165
2018,Public,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,0.009764349875477082
2018,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5882.328900570029
2018,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,497.16832223654626
2018,Public,Old,Space Heating,___,___,District Heating,___,TJ,1501.4626982895495
2018,Public,Old,Water Heating,___,___,District Heating,___,TJ,324.04964187713017
2018,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,29.20491337929621
2018,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.49609683992379655
2018,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.49611419401369533
2018,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,50.64496774493231
2018,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,801.5693490384178
2018,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3673.4665935300604
2018,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1875.5448351060109
2018,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,82.68377705605525
2018,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,95.1586977646136
2018,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,128.13820506950844
2018,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,346.4302974720926
2018,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,93.58807525723766
2018,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,796.8253760725117
2018,Residential,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,231.10436229932543
2018,Residential,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,742.3049128708941
2018,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,15.66187698781357
2018,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,15.098377682715668
2018,Residential,Old,Range,___,___,Electricity,Standard,TJ,1451.0827799878457
2018,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,63.95444468051954
2018,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1089.12688138211
2018,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10306.372132472847
2018,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,638.3455490341519
2018,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,90.37679311148355
2018,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,159.81064710881537
2018,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.5378887221269926
2018,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.4248711007584931
2018,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,131.7785992508619
2018,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38680.29717360318
2018,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12481.714750151772
2018,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.5084601614620747
2018,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3930.987781944468
2018,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,2283.569012138462
2018,Residential,Old,Space Heating,___,___,District Heating,___,TJ,191.503046960096
2018,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,255.7207220488892
2018,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,264.4341802415403
2018,Residential,Old,Water Heating,___,___,District Heating,___,TJ,835.9410913659717
2018,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,787.0098732544138
2018,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,235.82202583989758
2018,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,280.98501720654036
2018,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,14886.695480600682
2018,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,262.235590593557
2019,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17511.68018084174
2019,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1761.3907555005567
2019,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,980.2372875648829
2019,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2193.32100476113
2019,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1335.9228597228637
2019,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9762.222131733115
2019,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2862.444872232162
2019,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9193.56275053793
2019,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,42.13036338858368
2019,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,75.16042677279859
2019,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1305.806348476079
2019,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9508.592238105472
2019,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,446.46425233593396
2019,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,2.7954078158205546
2019,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,5.392265978611588
2019,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,5.391890168185796
2019,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,157.78384427104433
2019,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,12.321460077689217
2019,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,29143.26276282228
2019,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,866.8912126273539
