"Building end use energy service, per subsector, per end use, per type of technology, per energy, and per period."
t_periods,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Output_units,VFlow_Out
2023,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,TJ,23582.404630555713
2023,Commercial,Space Heating,Furnace,___,Propane,Energy Star,TJ,10.337081233068096
2023,Commercial,Space Heating,Furnace,___,Propane,High,TJ,19.615777615722006
2023,Commercial,Space Heating,Furnace,___,Propane,Standard,TJ,531.1611122974061
2023,Commercial,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,7.3783667726871585
2023,Commercial,Space Heating,Heat Pump,___,Electricity,High,TJ,54.85872600775132
2023,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1053.1715215736058
2023,Commercial,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.4333638112007907
2023,Commercial,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.32780176361550006
2023,Commercial,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.4616639213064084
2023,Commercial,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,5.686846984322687
2023,Commercial,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,29.103203673856445
2023,Commercial,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,39.3000169259653
2023,Commercial,Space Heating,Plinthe,500W,Electricity,Standard,TJ,15.041724287246733
2023,Commercial,Space Heating,Plinthe,___,Electricity,Standard,TJ,2214.7012313533673
2023,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.11311825984542469
2023,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.11371904770645731
2023,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,3.160602234251524
2023,Commercial,Space Heating,___,___,District Heating,___,TJ,1582.47768879582
2023,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,High,TJ,9.934206522438402
2023,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1500.1335219299528
2023,Commercial,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.8138018610977787
2023,Commercial,Water Heating,Heat Pump,___,Electricity,High,TJ,0.697149192759057
2023,Commercial,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.7877935142893202
2023,Commercial,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,1.3743072747149372
2023,Commercial,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,1196.4803320697429
2023,Commercial,Water Heating,System,___,Heavy Fuel Oil,Standard,TJ,1.3369161671138474
2023,Commercial,Water Heating,System,___,Kerosene,Standard,TJ,1.4686986035094252
2023,Commercial,Water Heating,System,___,Light Fuel Oil,Standard,TJ,3.032644106351234
2023,Commercial,Water Heating,System,___,Propane,Energy Star,TJ,11.773790080064698
2023,Commercial,Water Heating,With Tank,___,Electricity,High,TJ,4.459128047804332
2023,Commercial,Water Heating,With Tank,___,Electricity,Standard,TJ,9.176801744226651
2023,Commercial,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,51.87230162602501
2023,Commercial,Water Heating,With Tank,___,Natural Gas,High,TJ,40.584163739641745
2023,Commercial,Water Heating,With Tank,___,Natural Gas,Standard,TJ,12.56871738159298
2023,Commercial,Water Heating,___,___,District Heating,___,TJ,1094.9460436822167
2023,Commercial,Water Heating,___,___,Electricity,Standard,TJ,199.30037435246118
2023,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,9.951252779517716
2023,Commercial,Water Heating,___,___,Kerosene,Standard,TJ,11.22708167496866
2023,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,TJ,70.70743244636543
2023,Commercial,Water Heating,___,___,Natural Gas,Standard,TJ,3300.5501174444307
2023,Commercial,Water Heating,___,___,Propane,Standard,TJ,63.62975849673067
2023,Industry,Industrial Processes,Self produced,,Mix Energy,,TJ,30776.23083129428
2023,Industry,Industrial Processes,Self produced,Retrofit,ETHOS,,TJ,0.011123562439138368
2023,Industry,Lighting,Self produced,,Mix Energy,,TJ,626.3345279159164
2023,Industry,Lighting,Self produced,Retrofit,ETHOS,,TJ,28.479485691968062
2023,Industry,Space Cooling,District Cooling,,District Cooling,,TJ,3.0483783407117158
2023,Industry,Space Cooling,Self produced,,Mix Energy,,TJ,1415.707450049241
2023,Industry,Space Cooling,Self produced,Retrofit,ETHOS,,TJ,0.007868614278578026
2023,Industry,Space Heating,District Heating,,District Heating,,TJ,25.356824706355866
2023,Industry,Space Heating,Self produced,,Mix Energy,,TJ,1546.1885238041377
2023,Industry,Space Heating,Self produced,Retrofit,ETHOS,,TJ,0.00828621216098657
2023,Industry,Water Heating,District Heating,,District Heating,,TJ,27.134342596399893
2023,Industry,Water Heating,Self produced,,Mix Energy,,TJ,4085.088931279332
2023,Industry,Water Heating,Self produced,Retrofit,ETHOS,,TJ,0.008734363512830004
2023,Public,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2335.2617328879437
2023,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,9.352564625729173
2023,Public,Auxiliary Equipment,___,___,Propane,Standard,TJ,0.2997948562606975
2023,Public,Auxiliary Motors,___,___,Electricity,Standard,TJ,528.0841808459643
2023,Public,Lighting,Fluocompact,___,Electricity,High,Mlm.y,223.64139192306482
2023,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,6.9599976117474505
2023,Public,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,289.1448624040687
2023,Public,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,496.36939429283393
2023,Public,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,1.9121629143507997
2023,Public,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,4.519382091640572
2023,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,330.2979210652391
2023,Public,Lighting,Halogen,100W,Electricity,Standard,Mlm.y,6.54765634257406
2023,Public,Lighting,Incandescent,100W,Electricity,Standard,Mlm.y,1.0193935630701187
2023,Public,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.8348619883461581
2023,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,187.6151659180749
2023,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,6.1710914546669295
2023,Public,Space Cooling,Central,___,Electricity,Energy Star,TJ,1.8794818434521734
2023,Public,Space Cooling,Central,___,Electricity,High,TJ,1.9694592491635723
2023,Public,Space Cooling,Central,___,Electricity,Standard,TJ,1.6705233631280423
2023,Public,Space Cooling,Central,___,Natural Gas,Energy Star,TJ,1.8542018741629664
2023,Public,Space Cooling,Central,___,Natural Gas,High,TJ,1.7772626641487672
2023,Public,Space Cooling,Central,___,Natural Gas,Standard,TJ,1.9190663985699252
2023,Public,Space Cooling,Wall,___,Electricity,Energy Star,TJ,16.13580794017137
2023,Public,Space Cooling,Wall,___,Electricity,High,TJ,155.93348586637873
2023,Public,Space Cooling,Wall,___,Electricity,Standard,TJ,788.1877206858809
2023,Public,Space Cooling,Window,___,Electricity,Energy Star,TJ,5.6372435180496465
2023,Public,Space Cooling,Window,___,Electricity,High,TJ,2.4642827812475576
2023,Public,Space Cooling,Window,___,Electricity,Standard,TJ,582.0554570860122
2023,Public,Space Cooling,___,___,District Cooling,___,TJ,1023.8081806139566
2023,Public,Space Cooling,___,___,Electricity,Standard,TJ,2495.8071882999016
2023,Public,Space Cooling,___,___,Natural Gas,Standard,TJ,36.45113746317462
2023,Public,Space Heating,Furnace,Large,Hydrogen,Standard,TJ,0.08288508070951411
2023,Public,Space Heating,Furnace,Medium,Hydrogen,Standard,TJ,0.08274419793705325
2023,Public,Space Heating,Furnace,Small,Hydrogen,Standard,TJ,0.08237278282391984
2023,Public,Space Heating,Furnace,___,Electricity,Standard,TJ,245.0922060648742
2023,Public,Space Heating,Furnace,___,Heavy Fuel Oil,High,TJ,0.07690745375545936
2023,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,0.08297351232628597
2023,Public,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.08901574889549896
2023,Public,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,8.584274058964294
2023,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,183.69617029479974
2023,Public,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,18.6893393284744
2023,Public,Space Heating,Furnace,___,Natural Gas,High,TJ,2523.5048867600626
2023,Public,Space Heating,Furnace,___,Natural Gas,Standard,TJ,4777.401225851384
2023,Public,Space Heating,Furnace,___,Propane,Energy Star,TJ,0.5241015318682428
2023,Public,Space Heating,Furnace,___,Propane,High,TJ,0.5297222872769431
2023,Public,Space Heating,Furnace,___,Propane,Standard,TJ,0.5248943572087759
2023,Public,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,3.228445316852593
2023,Public,Space Heating,Heat Pump,___,Electricity,High,TJ,128.7948990833851
2023,Public,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1.3179001411334945
2023,Public,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.12566595359599758
2023,Public,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.09468023806825751
2023,Public,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.13708024326428675
2023,Public,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,1.6210650662649173
2023,Public,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,10.953030528259186
2023,Public,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,23.2567507944508
2023,Public,Space Heating,Plinthe,500W,Electricity,Standard,TJ,4.579179772886597
2023,Public,Space Heating,Plinthe,___,Electricity,Standard,TJ,502.32498435608454
2023,Public,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.027175073389890843
2023,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.027321799586175446
2023,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,0.4819890208425474
2023,Public,Space Heating,___,___,District Heating,___,TJ,245.3466688242075
2023,Public,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.2210154356113918
2023,Public,Water Heating,Heat Pump,___,Electricity,High,TJ,0.18736282384762779
2023,Public,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.2134809085632298
2023,Public,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.28783784211272395
2023,Public,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,155.85475450658174
2023,Public,Water Heating,System,___,Heavy Fuel Oil,Standard,TJ,0.0779360919082327
2023,Public,Water Heating,System,___,Kerosene,Standard,TJ,0.08429268126816161
2023,Public,Water Heating,System,___,Light Fuel Oil,Standard,TJ,1.4216637730741009
2023,Public,Water Heating,System,___,Propane,Energy Star,TJ,0.5162132496130548
2023,Public,Water Heating,With Tank,___,Electricity,High,TJ,1.2604394520076834
2023,Public,Water Heating,With Tank,___,Electricity,Standard,TJ,2.2510382111075726
2023,Public,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,7.436736997922009
2023,Public,Water Heating,With Tank,___,Natural Gas,High,TJ,12.285978270986073
2023,Public,Water Heating,With Tank,___,Natural Gas,Standard,TJ,3.6233771958671683
2023,Public,Water Heating,___,___,District Heating,___,TJ,356.3826671840688
2023,Public,Water Heating,___,___,Electricity,Standard,TJ,82.05919452557444
2023,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.5920488036362497
2023,Public,Water Heating,___,___,Kerosene,Standard,TJ,0.6421392752632497
2023,Public,Water Heating,___,___,Light Fuel Oil,Standard,TJ,89.2309728754185
2023,Public,Water Heating,___,___,Natural Gas,Standard,TJ,523.178890788821
2023,Residential,Other Appliances,Other,___,Electricity,Standard,TJ,3847.5384292383915
2023,Residential,Clothe Dryer,___,___,Electricity,Energy Star,TJ,0.2667924486486164
2023,Residential,Clothe Dryer,___,___,Electricity,High,TJ,0.15023598794574614
2023,Residential,Clothe Dryer,___,___,Electricity,Standard,TJ,2006.7897235774935
2023,Residential,Clothe Dryer,___,___,Natural Gas,Standard,TJ,22.246133985389946
2023,Residential,Clothe Washer,___,Combined,Electricity,Energy Star,TJ,37.28186962572097
2023,Residential,Clothe Washer,___,Combined,Electricity,High,TJ,0.04186141504084835
2023,Residential,Clothe Washer,___,Combined,Electricity,Standard,TJ,10.606876249978715
2023,Residential,Clothe Washer,___,Front,Electricity,Energy Star,TJ,0.001986269941241165
2023,Residential,Clothe Washer,___,Front,Electricity,High,TJ,0.001529962159221223
2023,Residential,Clothe Washer,___,Front,Electricity,Standard,TJ,0.0019412116058072316
2023,Residential,Clothe Washer,___,Top,Electricity,Energy Star,TJ,0.002166380962183532
2023,Residential,Clothe Washer,___,Top,Electricity,High,TJ,0.001752994274365162
2023,Residential,Clothe Washer,___,Top,Electricity,Standard,TJ,0.0029675010815919255
2023,Residential,Clothe Washer,___,___,Electricity,Standard,TJ,73.29243314583687
2023,Residential,Dish Washer,___,___,Electricity,Energy Star,TJ,0.050100677004882965
2023,Residential,Dish Washer,___,___,Electricity,High,TJ,0.03680639300668189
2023,Residential,Dish Washer,___,___,Electricity,Standard,TJ,134.1228859083882
2023,Residential,Freezer,___,Chest,Electricity,Energy Star,TJ,0.19970262213940235
2023,Residential,Freezer,___,Chest,Electricity,High,TJ,0.2350470486961087
2023,Residential,Freezer,___,Chest,Electricity,Standard,TJ,42.423813496171945
2023,Residential,Freezer,___,Standing,Electricity,Energy Star,TJ,0.057523577918197843
2023,Residential,Freezer,___,Standing,Electricity,High,TJ,0.055259644192458095
2023,Residential,Freezer,___,Standing,Electricity,Standard,TJ,0.0640135516263554
2023,Residential,Freezer,___,___,Electricity,Standard,TJ,313.94009534115094
2023,Residential,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm.y,0.5768656878039217
2023,Residential,Lighting,Fluocompact,___,Electricity,High,Mlm.y,0.9491132740088182
2023,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,17.57117093608999
2023,Residential,Lighting,Fluorescent,T12,Electricity,Standard,Mlm.y,2.954976500443742
2023,Residential,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,313.7931244240327
2023,Residential,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,1158.1901049168378
2023,Residential,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,1.4510478791735182
2023,Residential,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,3.76581663955504
2023,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,408.47666170750364
2023,Residential,Lighting,Halogen,60W,Electricity,Standard,Mlm.y,0.5682811747358694
2023,Residential,Lighting,Incandescent,60W,Electricity,Standard,Mlm.y,0.9377815135949691
2023,Residential,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.5991846606653668
2023,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,20.70504671834109
2023,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,21.93046247107207
2023,Residential,Range,___,___,Electricity,High,TJ,0.024878138520680746
2023,Residential,Range,___,___,Electricity,Standard,TJ,1428.5851732573242
2023,Residential,Range,___,___,Natural Gas,High,TJ,63.13699159346467
2023,Residential,Range,___,___,Natural Gas,Standard,TJ,95.08206526182634
2023,Residential,Refrigerator,___,Freezer Down,Electricity,Energy Star,TJ,0.08173641879682848
2023,Residential,Refrigerator,___,Freezer Down,Electricity,High,TJ,0.08170500548957554
2023,Residential,Refrigerator,___,Freezer Down,Electricity,Standard,TJ,0.08726372118332927
2023,Residential,Refrigerator,___,Freezer Top,Electricity,Energy Star,TJ,0.2475563539219111
2023,Residential,Refrigerator,___,Freezer Top,Electricity,High,TJ,0.20369961040636916
2023,Residential,Refrigerator,___,Freezer Top,Electricity,Standard,TJ,18.86758435388419
2023,Residential,Refrigerator,___,___,Electricity,Standard,TJ,1127.0378029370358
2023,Residential,Space Cooling,Central,___,Electricity,Energy Star,TJ,0.6113418385910904
2023,Residential,Space Cooling,Central,___,Electricity,High,TJ,0.5101475803491232
2023,Residential,Space Cooling,Central,___,Electricity,Standard,TJ,7625.66040809393
2023,Residential,Space Cooling,Room,___,Electricity,Standard,TJ,550.9030694713264
2023,Residential,Space Cooling,Wall,___,Electricity,Energy Star,TJ,1.9438180257333408
2023,Residential,Space Cooling,Wall,___,Electricity,High,TJ,1.4720594053318352
2023,Residential,Space Cooling,Wall,___,Electricity,Standard,TJ,3.004224680303623
2023,Residential,Space Cooling,Window,___,Electricity,Energy Star,TJ,872.3247422970335
2023,Residential,Space Cooling,Window,___,Electricity,High,TJ,1.4557003647531874
2023,Residential,Space Cooling,Window,___,Electricity,Standard,TJ,1933.9922585812435
2023,Residential,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,34.86818856813399
2023,Residential,Space Cooling,___,___,District Cooling,___,TJ,307.32430790858706
2023,Residential,Space Heating,Boiler,___,Hydrogen,Standard,TJ,0.056965832564293266
2023,Residential,Space Heating,Fireplace,___,Propane,High,TJ,0.7795534579026011
2023,Residential,Space Heating,Fireplace,___,Propane,Standard,TJ,0.8254809729218787
2023,Residential,Space Heating,Furnace,___,Biomass,Standard,TJ,142.1010142505255
2023,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.6086240096455392
2023,Residential,Space Heating,Furnace,___,Electricity,Standard,TJ,5.824693373030974
2023,Residential,Space Heating,Furnace,___,Kerosene,Standard,TJ,2.7509660419235935
2023,Residential,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,1.0200941468714966
2023,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,109.41114636471148
2023,Residential,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,6.595099206864203
2023,Residential,Space Heating,Furnace,___,Natural Gas,High,TJ,42259.59433146076
2023,Residential,Space Heating,Furnace,___,Natural Gas,Medium,TJ,8099.6386820576045
2023,Residential,Space Heating,Furnace,___,Natural Gas,Standard,TJ,4.360213483974544
2023,Residential,Space Heating,Furnace,___,Propane,Energy Star,TJ,3.5091528973298094
2023,Residential,Space Heating,Furnace,___,Propane,High,TJ,101.93452269458737
2023,Residential,Space Heating,Furnace,___,Propane,Standard,TJ,2.8021453419113342
2023,Residential,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,3.9160318209687364
2023,Residential,Space Heating,Heat Pump,___,Electricity,High,TJ,1001.638173724756
2023,Residential,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3314.6767326217237
2023,Residential,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.10098063361185758
2023,Residential,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.07692577538973466
2023,Residential,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.10954193533855712
2023,Residential,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,1.8260435156878456
2023,Residential,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,24.934249001801284
2023,Residential,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,58.50675238991716
2023,Residential,Space Heating,Plinthe,500W,Electricity,Standard,TJ,12.411025547055557
2023,Residential,Space Heating,Plinthe,___,Electricity,Standard,TJ,3373.273877305985
2023,Residential,Space Heating,Pellet stove,___,Wood Pellet,High,TJ,3.670327576985034
2023,Residential,Space Heating,Pellet stove,___,Wood Pellet,Standard,TJ,1.3134900466211092
2023,Residential,Space Heating,Stove,___,Biomass,High,TJ,2.1054538861550927
2023,Residential,Space Heating,Stove,___,Biomass,Standard,TJ,1.0222499952745363
2023,Residential,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,TJ,69.25288346396727
2023,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.053777326976869815
2023,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.054070687582111004
2023,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,1.1021823103193993
2023,Residential,Space Heating,___,___,District Heating,___,TJ,115.15259367513995
2023,Residential,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.6269016134128398
2023,Residential,Water Heating,Heat Pump,___,Electricity,High,TJ,0.49031602178795797
2023,Residential,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.5857597876128061
2023,Residential,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.34747164059770846
2023,Residential,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,8865.1392613152
2023,Residential,Water Heating,System,___,Biomass,Standard,TJ,1.3427387029785196
2023,Residential,Water Heating,System,___,Wood Pellet,Standard,TJ,1.2580630388685219
2023,Residential,Water Heating,System,___,Kerosene,Standard,TJ,1.8203157232335008
2023,Residential,Water Heating,System,___,Light Fuel Oil,Standard,TJ,2.3023607104477968
2023,Residential,Water Heating,System,___,Propane,Standard,TJ,2.4461909649847686
2023,Residential,Water Heating,With Tank,___,Electricity,High,TJ,3.026743997353011
2023,Residential,Water Heating,With Tank,___,Electricity,Standard,TJ,559.5885829539695
2023,Residential,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,4.087793362110641
2023,Residential,Water Heating,With Tank,___,Natural Gas,High,TJ,5.950841128086303
2023,Residential,Water Heating,With Tank,___,Natural Gas,Standard,TJ,3.7452945318076845
2023,Residential,Water Heating,___,___,Biomass,Standard,TJ,287.33186742378075
2023,Residential,Water Heating,___,___,Wood Pellet,Standard,TJ,292.94318228793384
2023,Residential,Water Heating,___,___,District Heating,___,TJ,147.38719201790414
2023,Residential,Water Heating,___,___,Electricity,Standard,TJ,789.5405026278474
2023,Residential,Water Heating,___,___,Kerosene,Standard,TJ,52.445360526823535
2023,Residential,Water Heating,___,___,Light Fuel Oil,Standard,TJ,126.77237617020616
2023,Residential,Water Heating,___,___,Natural Gas,Standard,TJ,7243.801685360246
2023,Residential,Water Heating,___,___,Propane,Standard,TJ,239.54864865852082
2024,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,TJ,19691.370647949207
2024,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,91.57322055573385
2024,Commercial,Auxiliary Equipment,___,___,Propane,Standard,TJ,947.450323191517
2024,Commercial,Auxiliary Motors,___,___,Electricity,Standard,TJ,2244.4524998189286
2024,Commercial,Lighting,Fluocompact,___,Electricity,High,Mlm.y,3627.839137684364
2024,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,42.071583355310494
2024,Commercial,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,1145.1778129791744
2024,Commercial,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,6653.946819879153
2024,Commercial,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,6.20028053904394
2024,Commercial,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,11.978237775143334
2024,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,5083.378759705459
2024,Commercial,Lighting,Halogen,100W,Electricity,Standard,Mlm.y,7065.3546259243185
2024,Commercial,Lighting,Incandescent,100W,Electricity,Standard,Mlm.y,5.994634315248975
2024,Commercial,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,3.660836257960008
2024,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,116.79325570154683
2024,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,52.35420222578189
2024,Commercial,Space Cooling,Central,___,Electricity,Energy Star,TJ,2.8093575564448736
2024,Commercial,Space Cooling,Central,___,Electricity,High,TJ,2.511837889674947
2024,Commercial,Space Cooling,Central,___,Electricity,Standard,TJ,2.9787464000250594
2024,Commercial,Space Cooling,Central,___,Natural Gas,Energy Star,TJ,5.702599740661075
2024,Commercial,Space Cooling,Central,___,Natural Gas,High,TJ,5.508476722382105
2024,Commercial,Space Cooling,Central,___,Natural Gas,Standard,TJ,6.018132453035179
2024,Commercial,Space Cooling,Wall,___,Electricity,Energy Star,TJ,4.551057397791296
2024,Commercial,Space Cooling,Wall,___,Electricity,High,TJ,4.174460777084753
2024,Commercial,Space Cooling,Wall,___,Electricity,Standard,TJ,5.016764921310509
2024,Commercial,Space Cooling,Window,___,Electricity,Energy Star,TJ,7.177186486590732
2024,Commercial,Space Cooling,Window,___,Electricity,High,TJ,4.509621080816534
2024,Commercial,Space Cooling,Window,___,Electricity,Standard,TJ,474.1901341242232
2024,Commercial,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,229.09926602343296
2024,Commercial,Space Cooling,___,___,District Cooling,___,TJ,1939.570868067346
2024,Commercial,Space Cooling,___,___,Electricity,Standard,TJ,8704.377180930467
2024,Commercial,Space Cooling,___,___,Natural Gas,Standard,TJ,50.21565209864606
2024,Commercial,Space Heating,Furnace,Large,Hydrogen,Standard,TJ,0.4420476249247406
2024,Commercial,Space Heating,Furnace,Medium,Hydrogen,Standard,TJ,0.44097904040559255
2024,Commercial,Space Heating,Furnace,Small,Hydrogen,Standard,TJ,0.438178669083861
2024,Commercial,Space Heating,Furnace,___,Electricity,Standard,TJ,37.01303808711765
2024,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,High,TJ,2.078504983963582
2024,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,5.946247559584075
2024,Commercial,Space Heating,Furnace,___,Kerosene,Standard,TJ,6.571216581439257
2024,Commercial,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,6.212326676654731
2024,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,62.87973400759764
2024,Commercial,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,250.82799494333767
2024,Commercial,Space Heating,Furnace,___,Natural Gas,High,TJ,7235.327069809329
2024,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,TJ,23567.747576708593
2024,Commercial,Space Heating,Furnace,___,Propane,Energy Star,TJ,11.90336895472316
2024,Commercial,Space Heating,Furnace,___,Propane,High,TJ,26.956318676953003
2024,Commercial,Space Heating,Furnace,___,Propane,Standard,TJ,374.42381376179804
2024,Commercial,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,10.853698413071172
2024,Commercial,Space Heating,Heat Pump,___,Electricity,High,TJ,145.17908378296593
2024,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1238.8209392720871
2024,Commercial,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.6445225564979397
2024,Commercial,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.4874431361774851
2024,Commercial,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.6881113091777277
2024,Commercial,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,8.148716364041858
2024,Commercial,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,33.38143986530851
2024,Commercial,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,44.88813337074613
2024,Commercial,Space Heating,Plinthe,500W,Electricity,Standard,TJ,17.381432740510718
2024,Commercial,Space Heating,Plinthe,___,Electricity,Standard,TJ,2218.009777075676
2024,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.2170557311104307
2024,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.21822217681783032
2024,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,11.470974642563315
2024,Commercial,Space Heating,___,___,District Heating,___,TJ,1620.3179864039919
2024,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,High,TJ,31.426173860546307
2024,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1483.7512925081523
2024,Commercial,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,1.191892190531552
2024,Commercial,Water Heating,Heat Pump,___,Electricity,High,TJ,1.0182429091523881
