group_name,notes
BAP-1-PASTRA-DURT,
BAP-1-PASTRA-GOB,
BAP-1-PASTRA-GOR,
BAP-1-PASTRA-MWAY,
BAP-1-PASTRA-TBU,
BAP-1-PASTRA-TST,
BAP-1-PASTRA-TSU,
BAP-1-PASTRA-UPX,
BAP-1-PASTRA-VIVA,
BAP-1-PASTRA-WTB,
BAP-1-PASTRA-SCB,
