regions,periods,tech,group_name,min_share_g,tech_desc
TO,2023,COMBDGETHOSIMP,NZ40-ENE-POPT-COMBDG,4.11E-05,
TO,2023,RESBDGETHOSIMP,NZ40-ENE-POPT-RESBDG,2.04E-06,
TO,2023,FRETRAFTDSLIMP,NZ40-ENE-POPT-FRETRA,1.33E-04,
TO,2023,PUBTRAFTDSLIMP,NZ40-ENE-POPT-PUBTRA,2.16E-03,
TO,2023,FRETRAGASIMP,NZ40-ENE-POPT-FRETRA,0.423154689,
TO,2023,PASTRAGASIMP,NZ40-ENE-POPT-PASTRA,0.842281032,
TO,2023,PUBTRAGASIMP,NZ40-ENE-POPT-PUBTRA,0.453439721,
TO,2023,COMBDGHFOIMP,NZ40-ENE-POPT-COMBDG,2.24E-04,
TO,2023,INDBDGHFOIMP,NZ40-ENE-POPT-INDBDG,0.005565948,
TO,2023,PUBBDGHFOIMP,NZ40-ENE-POPT-PUBBDG,5.90E-05,
TO,2023,RESBDGHH2IMP,NZ40-ENE-POPT-RESBDG,7.99E-06,
TO,2023,COMBDGKERIMP,NZ40-ENE-POPT-COMBDG,2.26E-04,
TO,2023,PUBBDGKERIMP,NZ40-ENE-POPT-PUBBDG,5.90E-05,
TO,2023,RESBDGKERIMP,NZ40-ENE-POPT-RESBDG,0.000735596,
TO,2023,COMBDGLFOIMP,NZ40-ENE-POPT-COMBDG,0.001497653,
TO,2023,INDBDGLFOIMP,NZ40-ENE-POPT-INDBDG,0.02370591,
TO,2023,PUBBDGLFOIMP,NZ40-ENE-POPT-PUBBDG,0.020624554,
TO,2023,RESBDGLFOIMP,NZ40-ENE-POPT-RESBDG,0.003238436,
TO,2023,COMBDGNGAIMP,NZ40-ENE-POPT-COMBDG,0.427188763,
TO,2023,INDBDGNGAIMP,NZ40-ENE-POPT-INDBDG,0.661755239,
TO,2023,PASTRANGAIMP,NZ40-ENE-POPT-PASTRA,0.008664497,
TO,2023,PUBBDGNGAIMP,NZ40-ENE-POPT-PUBBDG,0.561226209,
TO,2023,RESBDGNGAIMP,NZ40-ENE-POPT-RESBDG,0.717895699,
TO,2023,INDBDGPCOKIMP,NZ40-ENE-POPT-INDBDG,0.010256181,
TO,2023,COMBDGPROIMP,NZ40-ENE-POPT-COMBDG,0.026543448,
TO,2023,FRETRAPROIMP,NZ40-ENE-POPT-FRETRA,0.027533921,
TO,2023,INDBDGPROIMP,NZ40-ENE-POPT-INDBDG,0.005113274,
TO,2023,PASTRAPROIMP,NZ40-ENE-POPT-PASTRA,0.00518563,
TO,2023,PUBBDGPROIMP,NZ40-ENE-POPT-PUBBDG,3.09E-06,
TO,2023,RESBDGPROIMP,NZ40-ENE-POPT-RESBDG,0.006094689,
TO,2023,FRETRARDSLIMP,NZ40-ENE-POPT-FRETRA,3.37E-06,
TO,2023,PASTRARDSLIMP,NZ40-ENE-POPT-PASTRA,1.29E-05,
TO,2023,COMBDGSGAIMP,NZ40-ENE-POPT-COMBDG,2.37E-04,
TO,2023,PASTRASGAIMP,NZ40-ENE-POPT-PASTRA,1.16E-05,
TO,2023,PUBBDGSGAIMP,NZ40-ENE-POPT-PUBBDG,5.17E-04,
TO,2023,RESBDGSGAIMP,NZ40-ENE-POPT-RESBDG,6.94E-05,
TO,2023,PASTRASMTNIMP,NZ40-ENE-POPT-PASTRA,1.16E-05,
TO,2024,FRETRAAGAIMP,NZ40-ENE-POPT-FRETRA,1.16E-05,
TO,2024,FRETRAATFIMP,NZ40-ENE-POPT-FRETRA,0.005248757,
TO,2024,FRETRABDSLIMP,NZ40-ENE-POPT-FRETRA,0.001106902,
TO,2024,PASTRABDSLIMP,NZ40-ENE-POPT-PASTRA,2.79E-06,
TO,2024,PUBTRABDSLIMP,NZ40-ENE-POPT-PUBTRA,0.003634602,
TO,2024,RESBDGBMAIMP,NZ40-ENE-POPT-RESBDG,0.007486577,
TO,2024,COMBDGBMTNIMP,NZ40-ENE-POPT-COMBDG,6.53E-06,
TO,2024,PASTRABMTNIMP,NZ40-ENE-POPT-PASTRA,1.44E-06,
TO,2024,PUBBDGBMTNIMP,NZ40-ENE-POPT-PUBBDG,1.94E-05,
TO,2024,RESBDGBMTNIMP,NZ40-ENE-POPT-RESBDG,4.47E-06,
TO,2024,RESBDGBWPIMP,NZ40-ENE-POPT-RESBDG,0.005761315,
TO,2024,FRETRACETHIMP,NZ40-ENE-POPT-FRETRA,1.91E-05,
TO,2024,PASTRACETHIMP,NZ40-ENE-POPT-PASTRA,5.55E-05,
TO,2024,PUBTRACETHIMP,NZ40-ENE-POPT-PUBTRA,7.75E-04,
TO,2024,INDBDGCOAIMP,NZ40-ENE-POPT-INDBDG,0.004022002,
TO,2024,FRETRADSLIMP,NZ40-ENE-POPT-FRETRA,0.444184957,
TO,2024,PASTRADSLIMP,NZ40-ENE-POPT-PASTRA,0.062805507,
TO,2024,PUBTRADSLIMP,NZ40-ENE-POPT-PUBTRA,0.356380456,
TO,2024,COMBDGELCIMP24,NZ40-ENE-POPT-COMBDG,0.46803303,
TO,2024,INDBDGELCIMP24,NZ40-ENE-POPT-INDBDG,0.223266656,
TO,2024,PASTRAELCIMP24,NZ40-ENE-POPT-PASTRA,0.025941518,
TO,2024,PUBBDGELCIMP24,NZ40-ENE-POPT-PUBBDG,0.348149075,
TO,2024,RESBDGELCIMP24,NZ40-ENE-POPT-RESBDG,0.197021936,
TO,2024,FRETRAETHIMP,NZ40-ENE-POPT-FRETRA,0.016764594,
TO,2024,PASTRAETHIMP,NZ40-ENE-POPT-PASTRA,8.74E-05,
TO,2024,PUBTRAETHIMP,NZ40-ENE-POPT-PUBTRA,0.017587574,
TO,2024,COMBDGETHOSIMP,NZ40-ENE-POPT-COMBDG,3.90E-05,
TO,2024,RESBDGETHOSIMP,NZ40-ENE-POPT-RESBDG,1.93E-06,
TO,2024,FRETRAFTDSLIMP,NZ40-ENE-POPT-FRETRA,1.26E-04,
TO,2024,PUBTRAFTDSLIMP,NZ40-ENE-POPT-PUBTRA,2.05E-03,
TO,2024,FRETRAGASIMP,NZ40-ENE-POPT-FRETRA,0.40088339,
TO,2024,PASTRAGASIMP,NZ40-ENE-POPT-PASTRA,0.797950451,
TO,2024,PUBTRAGASIMP,NZ40-ENE-POPT-PUBTRA,0.429574473,
TO,2024,COMBDGHFOIMP,NZ40-ENE-POPT-COMBDG,2.12E-04,
TO,2024,INDBDGHFOIMP,NZ40-ENE-POPT-INDBDG,0.005273003,
TO,2024,PUBBDGHFOIMP,NZ40-ENE-POPT-PUBBDG,5.59E-05,
TO,2024,RESBDGHH2IMP,NZ40-ENE-POPT-RESBDG,7.57E-06,
TO,2024,COMBDGKERIMP,NZ40-ENE-POPT-COMBDG,2.14E-04,
TO,2024,PUBBDGKERIMP,NZ40-ENE-POPT-PUBBDG,5.59E-05,
TO,2024,RESBDGKERIMP,NZ40-ENE-POPT-RESBDG,0.00069688,
TO,2024,COMBDGLFOIMP,NZ40-ENE-POPT-COMBDG,0.001418829,
TO,2024,INDBDGLFOIMP,NZ40-ENE-POPT-INDBDG,0.022458231,
TO,2024,PUBBDGLFOIMP,NZ40-ENE-POPT-PUBBDG,0.019539051,
TO,2024,RESBDGLFOIMP,NZ40-ENE-POPT-RESBDG,0.003067992,
TO,2024,COMBDGNGAIMP,NZ40-ENE-POPT-COMBDG,0.404705144,
TO,2024,INDBDGNGAIMP,NZ40-ENE-POPT-INDBDG,0.626926016,
TO,2024,PASTRANGAIMP,NZ40-ENE-POPT-PASTRA,0.008208471,
TO,2024,PUBBDGNGAIMP,NZ40-ENE-POPT-PUBBDG,0.531687987,
TO,2024,RESBDGNGAIMP,NZ40-ENE-POPT-RESBDG,0.680111715,
TO,2024,INDBDGPCOKIMP,NZ40-ENE-POPT-INDBDG,0.009716382,
TO,2024,COMBDGPROIMP,NZ40-ENE-POPT-COMBDG,0.025146424,
TO,2024,FRETRAPROIMP,NZ40-ENE-POPT-FRETRA,0.026084768,
TO,2024,INDBDGPROIMP,NZ40-ENE-POPT-INDBDG,0.004844154,
TO,2024,PASTRAPROIMP,NZ40-ENE-POPT-PASTRA,0.004912702,
TO,2024,PUBBDGPROIMP,NZ40-ENE-POPT-PUBBDG,2.93E-06,
TO,2024,RESBDGPROIMP,NZ40-ENE-POPT-RESBDG,0.005773916,
TO,2024,FRETRARDSLIMP,NZ40-ENE-POPT-FRETRA,3.19E-06,
TO,2024,PASTRARDSLIMP,NZ40-ENE-POPT-PASTRA,1.22E-05,
TO,2024,COMBDGSGAIMP,NZ40-ENE-POPT-COMBDG,2.25E-04,
TO,2024,PASTRASGAIMP,NZ40-ENE-POPT-PASTRA,1.10E-05,
TO,2024,PUBBDGSGAIMP,NZ40-ENE-POPT-PUBBDG,4.90E-04,
TO,2024,RESBDGSGAIMP,NZ40-ENE-POPT-RESBDG,6.57E-05,
TO,2024,PASTRASMTNIMP,NZ40-ENE-POPT-PASTRA,1.10E-05,
TO,2025,FRETRAAGAIMP,NZ40-ENE-POPT-FRETRA,1.09E-05,
TO,2025,FRETRAATFIMP,NZ40-ENE-POPT-FRETRA,0.004957159,
TO,2025,FRETRABDSLIMP,NZ40-ENE-POPT-FRETRA,0.001045408,
TO,2025,PASTRABDSLIMP,NZ40-ENE-POPT-PASTRA,2.63E-06,
TO,2025,PUBTRABDSLIMP,NZ40-ENE-POPT-PUBTRA,0.003432679,
TO,2025,RESBDGBMAIMP,NZ40-ENE-POPT-RESBDG,0.007070656,
TO,2025,COMBDGBMTNIMP,NZ40-ENE-POPT-COMBDG,6.17E-06,
TO,2025,PASTRABMTNIMP,NZ40-ENE-POPT-PASTRA,1.36E-06,
TO,2025,PUBBDGBMTNIMP,NZ40-ENE-POPT-PUBBDG,1.84E-05,
TO,2025,RESBDGBMTNIMP,NZ40-ENE-POPT-RESBDG,4.22E-06,
TO,2025,RESBDGBWPIMP,NZ40-ENE-POPT-RESBDG,0.005441242,
TO,2025,FRETRACETHIMP,NZ40-ENE-POPT-FRETRA,1.80E-05,
TO,2025,PASTRACETHIMP,NZ40-ENE-POPT-PASTRA,5.25E-05,
TO,2025,PUBTRACETHIMP,NZ40-ENE-POPT-PUBTRA,7.32E-04,
TO,2025,INDBDGCOAIMP,NZ40-ENE-POPT-INDBDG,0.003798557,
TO,2025,FRETRADSLIMP,NZ40-ENE-POPT-FRETRA,0.419508015,
TO,2025,PASTRADSLIMP,NZ40-ENE-POPT-PASTRA,0.059316312,
TO,2025,PUBTRADSLIMP,NZ40-ENE-POPT-PUBTRA,0.336581542,
TO,2025,COMBDGELCIMP25,NZ40-ENE-POPT-COMBDG,0.442031195,
TO,2025,INDBDGELCIMP25,NZ40-ENE-POPT-INDBDG,0.210862953,
TO,2025,PASTRAELCIMP25,NZ40-ENE-POPT-PASTRA,0.024500323,
TO,2025,PUBBDGELCIMP25,NZ40-ENE-POPT-PUBBDG,0.32880746,
TO,2025,RESBDGELCIMP25,NZ40-ENE-POPT-RESBDG,0.186076273,
TO,2025,FRETRAETHIMP,NZ40-ENE-POPT-FRETRA,0.015833228,
TO,2025,PASTRAETHIMP,NZ40-ENE-POPT-PASTRA,8.25E-05,
TO,2025,PUBTRAETHIMP,NZ40-ENE-POPT-PUBTRA,0.016610486,
TO,2025,COMBDGETHOSIMP,NZ40-ENE-POPT-COMBDG,3.68E-05,
TO,2025,RESBDGETHOSIMP,NZ40-ENE-POPT-RESBDG,1.83E-06,
TO,2025,FRETRAFTDSLIMP,NZ40-ENE-POPT-FRETRA,1.19E-04,
TO,2025,PUBTRAFTDSLIMP,NZ40-ENE-POPT-PUBTRA,1.93E-03,
TO,2025,FRETRAGASIMP,NZ40-ENE-POPT-FRETRA,0.37861209,
TO,2025,PASTRAGASIMP,NZ40-ENE-POPT-PASTRA,0.75361987,
TO,2025,PUBTRAGASIMP,NZ40-ENE-POPT-PUBTRA,0.405709224,
TO,2025,COMBDGHFOIMP,NZ40-ENE-POPT-COMBDG,2.00E-04,
TO,2025,INDBDGHFOIMP,NZ40-ENE-POPT-INDBDG,0.004980058,
TO,2025,PUBBDGHFOIMP,NZ40-ENE-POPT-PUBBDG,5.28E-05,
TO,2025,RESBDGHH2IMP,NZ40-ENE-POPT-RESBDG,7.15E-06,
TO,2025,COMBDGKERIMP,NZ40-ENE-POPT-COMBDG,2.02E-04,
TO,2025,PUBBDGKERIMP,NZ40-ENE-POPT-PUBBDG,5.28E-05,
TO,2025,RESBDGKERIMP,NZ40-ENE-POPT-RESBDG,0.000658165,
TO,2025,COMBDGLFOIMP,NZ40-ENE-POPT-COMBDG,0.001340005,
TO,2025,INDBDGLFOIMP,NZ40-ENE-POPT-INDBDG,0.021210551,
TO,2025,PUBBDGLFOIMP,NZ40-ENE-POPT-PUBBDG,0.018453548,
TO,2025,RESBDGLFOIMP,NZ40-ENE-POPT-RESBDG,0.002897548,
TO,2025,COMBDGNGAIMP,NZ40-ENE-POPT-COMBDG,0.382221524,
TO,2025,INDBDGNGAIMP,NZ40-ENE-POPT-INDBDG,0.592096793,
TO,2025,PASTRANGAIMP,NZ40-ENE-POPT-PASTRA,0.007752445,
TO,2025,PUBBDGNGAIMP,NZ40-ENE-POPT-PUBBDG,0.502149766,
TO,2025,RESBDGNGAIMP,NZ40-ENE-POPT-RESBDG,0.64232773,
TO,2025,INDBDGPCOKIMP,NZ40-ENE-POPT-INDBDG,0.009176583,
TO,2025,COMBDGPROIMP,NZ40-ENE-POPT-COMBDG,0.0237494,
TO,2025,FRETRAPROIMP,NZ40-ENE-POPT-FRETRA,0.024635614,
TO,2025,INDBDGPROIMP,NZ40-ENE-POPT-INDBDG,0.004575035,
TO,2025,PASTRAPROIMP,NZ40-ENE-POPT-PASTRA,0.004639774,
TO,2025,PUBBDGPROIMP,NZ40-ENE-POPT-PUBBDG,2.76E-06,
TO,2025,RESBDGPROIMP,NZ40-ENE-POPT-RESBDG,0.005453143,
TO,2025,FRETRARDSLIMP,NZ40-ENE-POPT-FRETRA,3.01E-06,
TO,2025,PASTRARDSLIMP,NZ40-ENE-POPT-PASTRA,1.15E-05,
TO,2025,COMBDGSGAIMP,NZ40-ENE-POPT-COMBDG,2.12E-04,
TO,2025,PASTRASGAIMP,NZ40-ENE-POPT-PASTRA,1.04E-05,
TO,2025,PUBBDGSGAIMP,NZ40-ENE-POPT-PUBBDG,4.62E-04,
TO,2025,RESBDGSGAIMP,NZ40-ENE-POPT-RESBDG,6.21E-05,
TO,2025,PASTRASMTNIMP,NZ40-ENE-POPT-PASTRA,1.04E-05,
TO,2026,FRETRAAGAIMP,NZ40-ENE-POPT-FRETRA,1.03E-05,
TO,2026,FRETRAATFIMP,NZ40-ENE-POPT-FRETRA,0.004665562,
TO,2026,FRETRABDSLIMP,NZ40-ENE-POPT-FRETRA,0.000983913,
TO,2026,PASTRABDSLIMP,NZ40-ENE-POPT-PASTRA,2.48E-06,
TO,2026,PUBTRABDSLIMP,NZ40-ENE-POPT-PUBTRA,0.003230757,
TO,2026,RESBDGBMAIMP,NZ40-ENE-POPT-RESBDG,0.006654735,
TO,2026,COMBDGBMTNIMP,NZ40-ENE-POPT-COMBDG,5.81E-06,
TO,2026,PASTRABMTNIMP,NZ40-ENE-POPT-PASTRA,1.28E-06,
TO,2026,PUBBDGBMTNIMP,NZ40-ENE-POPT-PUBBDG,1.73E-05,
TO,2026,RESBDGBMTNIMP,NZ40-ENE-POPT-RESBDG,3.97E-06,
TO,2026,RESBDGBWPIMP,NZ40-ENE-POPT-RESBDG,0.005121169,
TO,2026,FRETRACETHIMP,NZ40-ENE-POPT-FRETRA,1.69E-05,
TO,2026,PASTRACETHIMP,NZ40-ENE-POPT-PASTRA,4.94E-05,
TO,2026,PUBTRACETHIMP,NZ40-ENE-POPT-PUBTRA,6.88E-04,
TO,2026,INDBDGCOAIMP,NZ40-ENE-POPT-INDBDG,0.003575113,
TO,2026,FRETRADSLIMP,NZ40-ENE-POPT-FRETRA,0.394831073,
TO,2026,PASTRADSLIMP,NZ40-ENE-POPT-PASTRA,0.055827117,
TO,2026,PUBTRADSLIMP,NZ40-ENE-POPT-PUBTRA,0.316782628,
TO,2026,COMBDGELCIMP26,NZ40-ENE-POPT-COMBDG,0.41602936,
TO,2026,INDBDGELCIMP26,NZ40-ENE-POPT-INDBDG,0.19845925,
TO,2026,PASTRAELCIMP26,NZ40-ENE-POPT-PASTRA,0.023059127,
TO,2026,PUBBDGELCIMP26,NZ40-ENE-POPT-PUBBDG,0.309465845,
TO,2026,RESBDGELCIMP26,NZ40-ENE-POPT-RESBDG,0.17513061,
TO,2026,FRETRAETHIMP,NZ40-ENE-POPT-FRETRA,0.014901861,
TO,2026,PASTRAETHIMP,NZ40-ENE-POPT-PASTRA,7.77E-05,
TO,2026,PUBTRAETHIMP,NZ40-ENE-POPT-PUBTRA,0.015633399,
TO,2026,COMBDGETHOSIMP,NZ40-ENE-POPT-COMBDG,3.46E-05,
TO,2026,RESBDGETHOSIMP,NZ40-ENE-POPT-RESBDG,1.72E-06,
TO,2026,FRETRAFTDSLIMP,NZ40-ENE-POPT-FRETRA,1.12E-04,
TO,2026,PUBTRAFTDSLIMP,NZ40-ENE-POPT-PUBTRA,1.82E-03,
TO,2026,FRETRAGASIMP,NZ40-ENE-POPT-FRETRA,0.356340791,
TO,2026,PASTRAGASIMP,NZ40-ENE-POPT-PASTRA,0.70928929,
TO,2026,PUBTRAGASIMP,NZ40-ENE-POPT-PUBTRA,0.381843976,
TO,2026,COMBDGHFOIMP,NZ40-ENE-POPT-COMBDG,1.89E-04,
TO,2026,INDBDGHFOIMP,NZ40-ENE-POPT-INDBDG,0.004687114,
TO,2026,PUBBDGHFOIMP,NZ40-ENE-POPT-PUBBDG,4.97E-05,
TO,2026,RESBDGHH2IMP,NZ40-ENE-POPT-RESBDG,6.73E-06,
TO,2026,COMBDGKERIMP,NZ40-ENE-POPT-COMBDG,1.90E-04,
TO,2026,PUBBDGKERIMP,NZ40-ENE-POPT-PUBBDG,4.97E-05,
TO,2026,RESBDGKERIMP,NZ40-ENE-POPT-RESBDG,0.000619449,
TO,2026,COMBDGLFOIMP,NZ40-ENE-POPT-COMBDG,0.001261181,
TO,2026,INDBDGLFOIMP,NZ40-ENE-POPT-INDBDG,0.019962872,
TO,2026,PUBBDGLFOIMP,NZ40-ENE-POPT-PUBBDG,0.017368045,
TO,2026,RESBDGLFOIMP,NZ40-ENE-POPT-RESBDG,0.002727104,
TO,2026,COMBDGNGAIMP,NZ40-ENE-POPT-COMBDG,0.359737905,
TO,2026,INDBDGNGAIMP,NZ40-ENE-POPT-INDBDG,0.55726757,
TO,2026,PASTRANGAIMP,NZ40-ENE-POPT-PASTRA,0.007296419,
TO,2026,PUBBDGNGAIMP,NZ40-ENE-POPT-PUBBDG,0.472611544,
TO,2026,RESBDGNGAIMP,NZ40-ENE-POPT-RESBDG,0.604543746,
TO,2026,INDBDGPCOKIMP,NZ40-ENE-POPT-INDBDG,0.008636784,
TO,2026,COMBDGPROIMP,NZ40-ENE-POPT-COMBDG,0.022352377,
TO,2026,FRETRAPROIMP,NZ40-ENE-POPT-FRETRA,0.02318646,
TO,2026,INDBDGPROIMP,NZ40-ENE-POPT-INDBDG,0.004305915,
TO,2026,PASTRAPROIMP,NZ40-ENE-POPT-PASTRA,0.004366846,
TO,2026,PUBBDGPROIMP,NZ40-ENE-POPT-PUBBDG,2.60E-06,
TO,2026,RESBDGPROIMP,NZ40-ENE-POPT-RESBDG,0.00513237,
TO,2026,FRETRARDSLIMP,NZ40-ENE-POPT-FRETRA,2.84E-06,
TO,2026,PASTRARDSLIMP,NZ40-ENE-POPT-PASTRA,1.08E-05,
TO,2026,COMBDGSGAIMP,NZ40-ENE-POPT-COMBDG,2.00E-04,
TO,2026,PASTRASGAIMP,NZ40-ENE-POPT-PASTRA,9.79E-06,
TO,2026,PUBBDGSGAIMP,NZ40-ENE-POPT-PUBBDG,4.35E-04,
TO,2026,RESBDGSGAIMP,NZ40-ENE-POPT-RESBDG,5.84E-05,
TO,2026,PASTRASMTNIMP,NZ40-ENE-POPT-PASTRA,9.79E-06,
TO,2027,FRETRAAGAIMP,NZ40-ENE-POPT-FRETRA,9.63E-06,
TO,2027,FRETRAATFIMP,NZ40-ENE-POPT-FRETRA,0.004373964,
TO,2027,FRETRABDSLIMP,NZ40-ENE-POPT-FRETRA,0.000922419,
TO,2027,PASTRABDSLIMP,NZ40-ENE-POPT-PASTRA,2.32E-06,
TO,2027,PUBTRABDSLIMP,NZ40-ENE-POPT-PUBTRA,0.003028835,
TO,2027,RESBDGBMAIMP,NZ40-ENE-POPT-RESBDG,0.006238814,
TO,2027,COMBDGBMTNIMP,NZ40-ENE-POPT-COMBDG,5.45E-06,
TO,2027,PASTRABMTNIMP,NZ40-ENE-POPT-PASTRA,1.20E-06,
TO,2027,PUBBDGBMTNIMP,NZ40-ENE-POPT-PUBBDG,1.62E-05,
TO,2027,RESBDGBMTNIMP,NZ40-ENE-POPT-RESBDG,3.72E-06,
TO,2027,RESBDGBWPIMP,NZ40-ENE-POPT-RESBDG,0.004801096,
TO,2027,FRETRACETHIMP,NZ40-ENE-POPT-FRETRA,1.59E-05,
TO,2027,PASTRACETHIMP,NZ40-ENE-POPT-PASTRA,4.63E-05,
TO,2027,PUBTRACETHIMP,NZ40-ENE-POPT-PUBTRA,6.45E-04,
TO,2027,INDBDGCOAIMP,NZ40-ENE-POPT-INDBDG,0.003351668,
TO,2027,FRETRADSLIMP,NZ40-ENE-POPT-FRETRA,0.370154131,
TO,2027,PASTRADSLIMP,NZ40-ENE-POPT-PASTRA,0.052337922,
TO,2027,PUBTRADSLIMP,NZ40-ENE-POPT-PUBTRA,0.296983713,
TO,2027,COMBDGELCIMP27,NZ40-ENE-POPT-COMBDG,0.390027525,
TO,2027,INDBDGELCIMP27,NZ40-ENE-POPT-INDBDG,0.186055547,
TO,2027,PASTRAELCIMP27,NZ40-ENE-POPT-PASTRA,0.021617932,
TO,2027,PUBBDGELCIMP27,NZ40-ENE-POPT-PUBBDG,0.290124229,
TO,2027,RESBDGELCIMP27,NZ40-ENE-POPT-RESBDG,0.164184947,
TO,2027,FRETRAETHIMP,NZ40-ENE-POPT-FRETRA,0.013970495,
TO,2027,PASTRAETHIMP,NZ40-ENE-POPT-PASTRA,7.28E-05,
TO,2027,PUBTRAETHIMP,NZ40-ENE-POPT-PUBTRA,0.014656311,
TO,2027,COMBDGETHOSIMP,NZ40-ENE-POPT-COMBDG,3.25E-05,
TO,2027,RESBDGETHOSIMP,NZ40-ENE-POPT-RESBDG,1.61E-06,
TO,2027,FRETRAFTDSLIMP,NZ40-ENE-POPT-FRETRA,1.05E-04,
TO,2027,PUBTRAFTDSLIMP,NZ40-ENE-POPT-PUBTRA,1.71E-03,
TO,2027,FRETRAGASIMP,NZ40-ENE-POPT-FRETRA,0.334069491,
TO,2027,PASTRAGASIMP,NZ40-ENE-POPT-PASTRA,0.664958709,
TO,2027,PUBTRAGASIMP,NZ40-ENE-POPT-PUBTRA,0.357978727,
TO,2027,COMBDGHFOIMP,NZ40-ENE-POPT-COMBDG,1.77E-04,
TO,2027,INDBDGHFOIMP,NZ40-ENE-POPT-INDBDG,0.004394169,
TO,2027,PUBBDGHFOIMP,NZ40-ENE-POPT-PUBBDG,4.66E-05,
TO,2027,RESBDGHH2IMP,NZ40-ENE-POPT-RESBDG,6.31E-06,
TO,2027,COMBDGKERIMP,NZ40-ENE-POPT-COMBDG,1.78E-04,
TO,2027,PUBBDGKERIMP,NZ40-ENE-POPT-PUBBDG,4.66E-05,
TO,2027,RESBDGKERIMP,NZ40-ENE-POPT-RESBDG,0.000580734,
TO,2027,COMBDGLFOIMP,NZ40-ENE-POPT-COMBDG,0.001182357,
TO,2027,INDBDGLFOIMP,NZ40-ENE-POPT-INDBDG,0.018715192,
TO,2027,PUBBDGLFOIMP,NZ40-ENE-POPT-PUBBDG,0.016282542,
TO,2027,RESBDGLFOIMP,NZ40-ENE-POPT-RESBDG,0.00255666,
TO,2027,COMBDGNGAIMP,NZ40-ENE-POPT-COMBDG,0.337254286,
TO,2027,INDBDGNGAIMP,NZ40-ENE-POPT-INDBDG,0.522438347,
TO,2027,PASTRANGAIMP,NZ40-ENE-POPT-PASTRA,0.006840393,
TO,2027,PUBBDGNGAIMP,NZ40-ENE-POPT-PUBBDG,0.443073323,
TO,2027,RESBDGNGAIMP,NZ40-ENE-POPT-RESBDG,0.566759762,
TO,2027,INDBDGPCOKIMP,NZ40-ENE-POPT-INDBDG,0.008096985,
TO,2027,COMBDGPROIMP,NZ40-ENE-POPT-COMBDG,0.020955353,
TO,2027,FRETRAPROIMP,NZ40-ENE-POPT-FRETRA,0.021737306,
TO,2027,INDBDGPROIMP,NZ40-ENE-POPT-INDBDG,0.004036795,
TO,2027,PASTRAPROIMP,NZ40-ENE-POPT-PASTRA,0.004093918,
TO,2027,PUBBDGPROIMP,NZ40-ENE-POPT-PUBBDG,2.44E-06,
TO,2027,RESBDGPROIMP,NZ40-ENE-POPT-RESBDG,0.004811597,
TO,2027,FRETRARDSLIMP,NZ40-ENE-POPT-FRETRA,2.66E-06,
TO,2027,PASTRARDSLIMP,NZ40-ENE-POPT-PASTRA,1.02E-05,
TO,2027,COMBDGSGAIMP,NZ40-ENE-POPT-COMBDG,1.87E-04,
TO,2027,PASTRASGAIMP,NZ40-ENE-POPT-PASTRA,9.18E-06,
