group_name,notes
NZ50-BDG-12-COMBDGAER,
NZ50-BDG-12-COMBDGAFS,
NZ50-BDG-12-COMBDGEDS,
NZ50-BDG-12-COMBDGHLC,
NZ50-BDG-12-COMBDGICI,
NZ50-BDG-12-COMBDGOFF,
NZ50-BDG-12-COMBDGOTS,
NZ50-BDG-12-COMBDGRTT,
NZ50-BDG-12-COMBDGTAW,
NZ50-BDG-12-COMBDGWST,
NZ50-BDG-12-COMBDG-ESR,
