regions,tech,vintage,exist_cap,exist_cap_units,exist_cap_notes
TO,PASTRADSLIMP,2015,10000000000,,PassengerTransportDieselImport
TO,PASTRABDSLIMP,2015,10000000000,,PassengerTransportBio DieselImport
TO,PASTRAETHIMP,2015,10000000000,,PassengerTransportEthanolImport
TO,PASTRAGASIMP,2015,10000000000,,PassengerTransportGasolineImport
TO,PASTRARDSLIMP,2015,10000000000,,PassengerTransportRenewable DieselImport
TO,PASTRANGAIMP,2015,10000000000,,PassengerTransportNatural GasImport
TO,PASTRABMTNIMP,2015,10000000000,,PassengerTransportBio MethaneImport
TO,PASTRASGAIMP,2015,10000000000,,PassengerTransportSynthetic GasImport
TO,PASTRASMTNIMP,2015,10000000000,,PassengerTransportSynthetic MethaneImport
TO,PASTRACETHIMP,2015,10000000000,,PassengerTransportCellulosic EthanolImport
TO,PASTRAPROIMP,2015,10000000000,,PassengerTransportPropaneImport
TO,PASTRAHH2IMP,2015,10000000000,,PassengerTransportHydrogenImport
TO,PASTRAELCIMP16,2015,10000000000,,PassengerTransportElectricityImport16
TO,PASTRAELCIMP17,2015,10000000000,,PassengerTransportElectricityImport17
TO,PASTRAELCIMP18,2015,10000000000,,PassengerTransportElectricityImport18
TO,PASTRAELCIMP19,2015,10000000000,,PassengerTransportElectricityImport19
TO,PASTRAELCIMP20,2015,10000000000,,PassengerTransportElectricityImport20
TO,PASTRAELCIMP21,2015,10000000000,,PassengerTransportElectricityImport21
TO,PASTRAELCIMP22,2015,10000000000,,PassengerTransportElectricityImport22
TO,PASTRAELCIMP23,2015,10000000000,,PassengerTransportElectricityImport23
TO,PASTRAELCIMP24,2015,10000000000,,PassengerTransportElectricityImport24
TO,PASTRAELCIMP25,2015,10000000000,,PassengerTransportElectricityImport25
TO,PASTRAELCIMP26,2015,10000000000,,PassengerTransportElectricityImport26
TO,PASTRAELCIMP27,2015,10000000000,,PassengerTransportElectricityImport27
TO,PASTRAELCIMP28,2015,10000000000,,PassengerTransportElectricityImport28
TO,PASTRAELCIMP29,2015,10000000000,,PassengerTransportElectricityImport29
TO,PASTRAELCIMP30,2015,10000000000,,PassengerTransportElectricityImport30
TO,PASTRAELCIMP31,2015,10000000000,,PassengerTransportElectricityImport31
TO,PASTRAELCIMP32,2015,10000000000,,PassengerTransportElectricityImport32
TO,PASTRAELCIMP33,2015,10000000000,,PassengerTransportElectricityImport33
TO,PASTRAELCIMP34,2015,10000000000,,PassengerTransportElectricityImport34
TO,PASTRAELCIMP35,2015,10000000000,,PassengerTransportElectricityImport35
TO,PASTRAELCIMP36,2015,10000000000,,PassengerTransportElectricityImport36
TO,PASTRAELCIMP37,2015,10000000000,,PassengerTransportElectricityImport37
TO,PASTRAELCIMP38,2015,10000000000,,PassengerTransportElectricityImport38
