regions,periods,tech,group_name,max_share_g,tech_desc
TO,2034,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2034,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2034,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2034,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2034,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2034,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2034,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2034,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2034,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2034,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2034,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2034,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2034,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2035,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2035,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2035,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2035,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2035,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2035,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2035,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2035,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2035,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2035,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2035,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2035,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2035,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2035,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2035,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2035,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2035,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2035,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2035,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2035,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2035,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2035,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2035,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2035,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2035,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2035,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2035,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2035,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2035,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2035,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2035,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2035,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2035,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2035,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2035,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2035,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2035,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2035,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2035,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2035,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2035,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2035,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2036,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2036,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2036,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2036,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2036,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2036,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2036,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2036,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2036,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2036,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2036,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2036,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2036,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2036,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2036,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2036,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2036,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2036,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2036,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2036,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2036,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2036,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2036,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2036,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2036,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2036,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2036,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2036,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2036,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2036,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2036,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2036,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2036,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2036,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2036,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2036,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2036,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2036,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2036,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2036,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2036,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2036,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2037,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2037,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2037,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2037,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2037,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2037,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2037,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2037,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2037,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2037,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2037,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2037,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2037,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2037,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2037,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2037,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2037,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2037,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2037,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2037,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2037,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2037,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2037,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2037,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2037,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2037,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2037,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2037,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2037,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2037,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2037,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2037,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2037,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2037,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2037,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2037,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2037,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2037,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2037,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2037,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2037,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2037,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2038,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2038,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2038,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2038,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2038,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2038,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2038,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2038,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2038,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2038,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2038,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2038,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2038,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2038,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2038,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2038,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2038,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2038,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2038,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2038,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2038,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2038,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2038,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2038,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2038,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2038,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2038,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2038,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2038,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2038,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2038,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2038,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2038,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2038,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2038,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2038,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2038,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2038,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2038,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2038,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2038,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2038,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2039,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2039,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2039,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2039,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2039,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2039,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2039,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2039,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2039,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2039,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2039,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2039,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2039,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2039,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2039,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2039,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2039,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2039,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2039,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2039,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2039,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2039,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2039,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2039,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2039,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2039,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2039,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2039,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2039,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2039,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2039,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2039,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2039,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2039,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2039,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2039,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2039,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2039,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2039,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2039,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2039,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2039,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2040,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2040,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2040,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2040,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2040,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2040,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2040,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2040,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2040,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2040,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2040,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2040,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2040,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2040,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2040,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2040,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2040,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2040,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2040,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2040,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2040,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2040,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2040,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2040,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2040,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2040,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2040,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2040,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2040,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2040,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2040,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2040,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2040,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2040,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2040,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2040,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2040,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2040,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2040,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2040,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2040,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2040,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2041,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2041,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2041,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2041,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2041,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2041,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2041,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2041,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2041,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2041,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2041,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2041,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2041,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2041,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2041,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2041,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2041,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2041,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2041,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2041,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2041,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2041,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2041,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2041,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2041,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2041,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2041,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2041,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2041,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2041,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2041,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2041,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2041,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2041,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2041,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2041,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2041,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2041,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2041,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2041,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2041,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2041,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2042,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2042,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2042,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2042,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2042,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2042,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2042,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2042,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2042,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2042,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2042,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2042,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2042,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2042,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2042,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2042,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
