regions,periods,tech,group_name,max_share_g,tech_desc
TO,2042,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2042,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2042,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2042,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2042,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2042,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2042,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2042,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2042,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2042,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2042,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2042,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2042,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2042,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2042,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2042,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2042,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2042,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2042,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2042,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2042,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2042,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2042,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2042,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2042,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2042,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2043,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2043,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2043,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2043,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2043,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2043,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2043,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2043,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2043,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2043,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2043,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2043,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2043,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2043,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2043,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2043,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2043,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2043,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2043,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2043,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2043,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2043,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2043,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2043,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2043,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2043,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2043,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2043,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2043,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2043,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2043,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2043,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2043,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2043,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2043,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2043,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2043,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2043,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2043,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2043,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2043,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2043,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2044,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2044,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2044,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2044,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2044,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2044,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2044,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2044,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2044,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2044,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2044,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2044,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2044,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2044,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2044,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2044,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2044,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2044,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2044,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2044,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2044,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2044,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2044,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2044,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2044,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2044,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2044,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2044,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2044,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2044,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2044,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2044,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2044,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2044,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2044,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2044,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2044,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2044,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2044,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2044,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2044,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2044,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2045,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2045,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2045,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2045,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2045,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2045,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2045,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2045,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2045,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2045,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2045,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2045,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2045,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2045,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2045,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2045,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2045,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2045,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2045,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2045,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2045,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2045,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2045,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2045,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2045,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2045,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2045,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2045,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2045,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2045,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2045,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2045,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2045,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2045,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2045,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2045,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2045,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2045,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2045,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2045,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2045,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2045,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2046,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2046,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2046,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2046,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2046,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2046,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2046,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2046,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2046,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2046,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2046,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2046,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2046,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2046,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2046,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2046,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2046,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2046,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2046,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2046,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2046,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2046,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2046,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2046,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2046,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2046,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2046,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2046,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2046,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2046,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2046,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2046,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2046,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2046,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2046,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2046,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2046,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2046,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2046,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2046,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2046,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2046,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2047,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2047,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2047,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2047,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2047,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2047,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2047,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2047,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2047,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2047,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2047,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2047,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2047,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2047,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2047,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2047,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2047,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2047,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2047,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2047,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2047,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2047,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2047,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2047,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2047,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2047,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2047,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2047,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2047,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2047,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2047,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2047,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2047,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2047,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2047,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2047,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2047,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2047,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2047,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2047,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2047,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2047,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2048,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2048,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2048,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2048,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2048,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2048,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2048,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2048,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2048,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2048,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2048,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2048,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2048,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2048,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2048,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2048,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2048,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2048,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2048,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2048,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2048,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2048,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2048,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2048,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2048,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2048,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2048,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2048,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2048,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2048,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2048,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2048,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2048,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2048,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2048,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2048,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2048,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2048,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2048,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2048,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2048,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2048,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2049,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2049,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2049,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2049,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2049,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2049,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2049,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2049,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2049,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2049,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2049,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2049,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2049,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2049,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2049,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2049,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2049,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2049,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2049,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2049,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2049,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2049,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2049,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2049,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2049,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2049,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2049,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2049,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2049,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2049,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2049,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2049,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2049,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2049,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2049,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2049,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2049,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2049,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2049,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2049,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
