regions,tech,life,life_notes
TO,WATWASELCIMP20,200,WaterWasteElectricityImport20
TO,WATWASELCIMP21,200,WaterWasteElectricityImport21
TO,WATWASELCIMP22,200,WaterWasteElectricityImport22
TO,WATWASELCIMP23,200,WaterWasteElectricityImport23
TO,WATWASELCIMP24,200,WaterWasteElectricityImport24
TO,WATWASELCIMP25,200,WaterWasteElectricityImport25
TO,WATWASELCIMP26,200,WaterWasteElectricityImport26
TO,WATWASELCIMP27,200,WaterWasteElectricityImport27
TO,WATWASELCIMP28,200,WaterWasteElectricityImport28
TO,WATWASELCIMP29,200,WaterWasteElectricityImport29
TO,WATWASELCIMP30,200,WaterWasteElectricityImport30
TO,WATWASELCIMP31,200,WaterWasteElectricityImport31
TO,WATWASELCIMP32,200,WaterWasteElectricityImport32
TO,WATWASELCIMP33,200,WaterWasteElectricityImport33
TO,WATWASELCIMP34,200,WaterWasteElectricityImport34
TO,WATWASELCIMP35,200,WaterWasteElectricityImport35
TO,WATWASELCIMP36,200,WaterWasteElectricityImport36
TO,WATWASELCIMP37,200,WaterWasteElectricityImport37
TO,WATWASELCIMP38,200,WaterWasteElectricityImport38
TO,WATWASELCIMP39,200,WaterWasteElectricityImport39
TO,WATWASELCIMP40,200,WaterWasteElectricityImport40
TO,WATWASELCIMP41,200,WaterWasteElectricityImport41
TO,WATWASELCIMP42,200,WaterWasteElectricityImport42
TO,WATWASELCIMP43,200,WaterWasteElectricityImport43
TO,WATWASELCIMP44,200,WaterWasteElectricityImport44
TO,WATWASELCIMP45,200,WaterWasteElectricityImport45
TO,WATWASELCIMP46,200,WaterWasteElectricityImport46
TO,WATWASELCIMP47,200,WaterWasteElectricityImport47
TO,WATWASELCIMP48,200,WaterWasteElectricityImport48
TO,WATWASELCIMP49,200,WaterWasteElectricityImport49
TO,WATWASELCIMP50,200,WaterWasteElectricityImport50
TO,WATWASBMTNEXP,200,WaterWasteBio MethaneExport
TO,WATWASHH2EXP,200,WaterWasteHydrogenExport
TO,WATWASCETHEXP,200,WaterWasteCellulosic EthanolExport
TO,SLDWASNGAIMP,200,SolidWasteNatural GasImport
TO,SLDWASBMTNIMP,200,SolidWasteBio MethaneImport
TO,SLDWASHH2IMP,200,SolidWasteHydrogenImport
TO,SLDWASCETHIMP,200,SolidWasteCellulosic EthanolImport
TO,SLDWASETHOSIMP,200,SolidWasteDummyImport
TO,SLDWASELCIMP16,200,SolidWasteElectricityImport16
TO,SLDWASELCIMP17,200,SolidWasteElectricityImport17
TO,SLDWASELCIMP18,200,SolidWasteElectricityImport18
TO,SLDWASELCIMP19,200,SolidWasteElectricityImport19
TO,SLDWASELCIMP20,200,SolidWasteElectricityImport20
TO,SLDWASELCIMP21,200,SolidWasteElectricityImport21
TO,SLDWASELCIMP22,200,SolidWasteElectricityImport22
TO,SLDWASELCIMP23,200,SolidWasteElectricityImport23
TO,SLDWASELCIMP24,200,SolidWasteElectricityImport24
TO,SLDWASELCIMP25,200,SolidWasteElectricityImport25
TO,SLDWASELCIMP26,200,SolidWasteElectricityImport26
TO,SLDWASELCIMP27,200,SolidWasteElectricityImport27
TO,SLDWASELCIMP28,200,SolidWasteElectricityImport28
TO,SLDWASELCIMP29,200,SolidWasteElectricityImport29
TO,SLDWASELCIMP30,200,SolidWasteElectricityImport30
TO,SLDWASELCIMP31,200,SolidWasteElectricityImport31
TO,SLDWASELCIMP32,200,SolidWasteElectricityImport32
TO,SLDWASELCIMP33,200,SolidWasteElectricityImport33
TO,SLDWASELCIMP34,200,SolidWasteElectricityImport34
TO,SLDWASELCIMP35,200,SolidWasteElectricityImport35
TO,SLDWASELCIMP36,200,SolidWasteElectricityImport36
TO,SLDWASELCIMP37,200,SolidWasteElectricityImport37
TO,SLDWASELCIMP38,200,SolidWasteElectricityImport38
TO,SLDWASELCIMP39,200,SolidWasteElectricityImport39
TO,SLDWASELCIMP40,200,SolidWasteElectricityImport40
TO,SLDWASELCIMP41,200,SolidWasteElectricityImport41
TO,SLDWASELCIMP42,200,SolidWasteElectricityImport42
TO,SLDWASELCIMP43,200,SolidWasteElectricityImport43
TO,SLDWASELCIMP44,200,SolidWasteElectricityImport44
TO,SLDWASELCIMP45,200,SolidWasteElectricityImport45
TO,SLDWASELCIMP46,200,SolidWasteElectricityImport46
TO,SLDWASELCIMP47,200,SolidWasteElectricityImport47
TO,SLDWASELCIMP48,200,SolidWasteElectricityImport48
TO,SLDWASELCIMP49,200,SolidWasteElectricityImport49
TO,SLDWASELCIMP50,200,SolidWasteElectricityImport50
TO,SLDWASBMTNEXP,200,SolidWasteBio MethaneExport
TO,SLDWASHH2EXP,200,SolidWasteHydrogenExport
TO,SLDWASCETHEXP,200,SolidWasteCellulosic EthanolExport
TO,SLDWASETHOSEXP,200,SolidWasteDummyExport
TO,TOETHOS,200,Dummy
TO,INDBDGETHOSEXP,200,Dummy
TO,INDBDGETHOSIMP,200,Dummy
TO,FRETRAFTDSLIMP,200,FreightTransportFT DieselImport
