regions,tech,group_name,act_fraction,tech_desc
TO,COMBDGWSTNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGRTTNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGTAWNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGICINewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-360,
TO,COMBDGOFFNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-360,
TO,COMBDGEDSNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-360,
TO,COMBDGHLCNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGAERNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGAFSNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGOTSNewSH,NZ50-BDG-10-COMBDG-TEUI-T2,-324,
TO,COMBDGWSTOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGRTTOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGTAWOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGICIOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGOFFOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGEDSOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGHLCOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGAEROldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGAFSOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGOTSOldSH,NZ50-BDG-10-COMBDG-TEUI-T2,-1170,
TO,COMBDGNGAIMP,NZ50-BDG-10-COMBDG-TEUI-T2,1,
TO,COMBDGLFOIMP,NZ50-BDG-10-COMBDG-TEUI-T2,1,
TO,COMBDGHFOIMP,NZ50-BDG-10-COMBDG-TEUI-T2,1,
TO,COMBDGPROIMP,NZ50-BDG-10-COMBDG-TEUI-T2,1,
