regions,tech,group_name,act_fraction,tech_desc
TO,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,1,
TO,FRETRAATFIMP,NZ40-ENE-1-FRETRA,1,
TO,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,1,
TO,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,1,
TO,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,1,
TO,FRETRABJEIMP,NZ40-ENE-1-FRETRA,1,
TO,COMBDGBMAIMP,NZ40-ENE-1-COMBDG,1,
TO,INDBDGBMAIMP,NZ40-ENE-1-INDBDG,1,
TO,PUBBDGBMAIMP,NZ40-ENE-1-PUBBDG,1,
TO,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,1,
TO,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,1,
TO,FRETRABMTNIMP,NZ40-ENE-1-FRETRA,1,
TO,INDBDGBMTNIMP,NZ40-ENE-1-INDBDG,1,
TO,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,1,
TO,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,1,
TO,PUBTRABMTNIMP,NZ40-ENE-1-PUBTRA,1,
TO,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,1,
TO,COMBDGBWPIMP,NZ40-ENE-1-COMBDG,1,
TO,PUBBDGBWPIMP,NZ40-ENE-1-PUBBDG,1,
TO,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,1,
TO,FRETRACETHIMP,NZ40-ENE-1-FRETRA,1,
TO,PASTRACETHIMP,NZ40-ENE-1-PASTRA,1,
TO,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,1,
TO,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,1,
TO,INDBDGCOKIMP,NZ40-ENE-1-INDBDG,1,
TO,FRETRADSLIMP,NZ40-ENE-1-FRETRA,1,
TO,PASTRADSLIMP,NZ40-ENE-1-PASTRA,1,
TO,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,1,
TO,COMBDGELCIMP16,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP17,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP18,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP19,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP20,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP21,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP22,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP23,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP24,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP25,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP26,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP27,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP28,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP29,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP30,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP31,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP32,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP33,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP34,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP35,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP36,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP37,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP38,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP39,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP40,NZ40-ENE-1-COMBDG,1,
TO,COMBDGELCIMP41,NZ40-ENE-1-COMBDG,1,
