regions,periods,tech,group_name,min_share_g,tech_desc
TO,2029,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000404,
TO,2029,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000055,
TO,2029,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0001546,
TO,2029,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000404,
TO,2029,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0005033,
TO,2029,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0010247,
TO,2029,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0162198,
TO,2029,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0141115,
TO,2029,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0022158,
TO,2029,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.2922870,
TO,2029,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.4527799,
TO,2029,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0059283,
TO,2029,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.3839969,
TO,2029,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.4911918,
TO,2029,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0070174,
TO,2029,COMBDGPROIMP,NZ40-ENE-1-COMBDG,0.0181613,
TO,2029,FRETRAPROIMP,NZ40-ENE-1-FRETRA,0.0188390,
TO,2029,INDBDGPROIMP,NZ40-ENE-1-INDBDG,0.0034986,
TO,2029,PASTRAPROIMP,NZ40-ENE-1-PASTRA,0.0035481,
TO,2029,PUBBDGPROIMP,NZ40-ENE-1-PUBBDG,0.0000021,
TO,2029,RESBDGPROIMP,NZ40-ENE-1-RESBDG,0.0041701,
TO,2029,FRETRARDSLIMP,NZ40-ENE-1-FRETRA,0.0000023,
TO,2029,PASTRARDSLIMP,NZ40-ENE-1-PASTRA,0.0000088,
TO,2029,COMBDGSGAIMP,NZ40-ENE-1-COMBDG,0.0001624,
TO,2029,PASTRASGAIMP,NZ40-ENE-1-PASTRA,0.0000080,
TO,2029,PUBBDGSGAIMP,NZ40-ENE-1-PUBBDG,0.0003537,
TO,2029,RESBDGSGAIMP,NZ40-ENE-1-RESBDG,0.0000475,
TO,2029,PASTRASMTNIMP,NZ40-ENE-1-PASTRA,0.0000080,
TO,2030,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,0.0000077,
TO,2030,FRETRAATFIMP,NZ40-ENE-1-FRETRA,0.0034992,
TO,2030,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,0.0007379,
TO,2030,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,0.0000019,
TO,2030,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,0.0024231,
TO,2030,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,0.0049911,
TO,2030,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,0.0000044,
TO,2030,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,0.0000010,
TO,2030,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,0.0000130,
TO,2030,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,0.0000030,
TO,2030,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,0.0038409,
TO,2030,FRETRACETHIMP,NZ40-ENE-1-FRETRA,0.0000127,
TO,2030,PASTRACETHIMP,NZ40-ENE-1-PASTRA,0.0000370,
TO,2030,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,0.0005164,
TO,2030,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,0.0026813,
TO,2030,FRETRADSLIMP,NZ40-ENE-1-FRETRA,0.2961233,
TO,2030,PASTRADSLIMP,NZ40-ENE-1-PASTRA,0.0418703,
TO,2030,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,0.2375870,
TO,2030,COMBDGELCIMP30,NZ40-ENE-1-COMBDG,0.3120220,
TO,2030,INDBDGELCIMP30,NZ40-ENE-1-INDBDG,0.1488444,
TO,2030,PASTRAELCIMP30,NZ40-ENE-1-PASTRA,0.0172943,
TO,2030,PUBBDGELCIMP30,NZ40-ENE-1-PUBBDG,0.2320994,
TO,2030,RESBDGELCIMP30,NZ40-ENE-1-RESBDG,0.1313480,
TO,2030,FRETRAETHIMP,NZ40-ENE-1-FRETRA,0.0111764,
TO,2030,PASTRAETHIMP,NZ40-ENE-1-PASTRA,0.0000583,
TO,2030,PUBTRAETHIMP,NZ40-ENE-1-PUBTRA,0.0117250,
TO,2030,COMBDGETHOSIMP,NZ40-ENE-1-COMBDG,0.0000260,
TO,2030,RESBDGETHOSIMP,NZ40-ENE-1-RESBDG,0.0000013,
TO,2030,FRETRAFTDSLIMP,NZ40-ENE-1-FRETRA,0.0000841,
TO,2030,PUBTRAFTDSLIMP,NZ40-ENE-1-PUBTRA,0.0013656,
TO,2030,FRETRAGASIMP,NZ40-ENE-1-FRETRA,0.2672556,
TO,2030,PASTRAGASIMP,NZ40-ENE-1-PASTRA,0.5319670,
TO,2030,PUBTRAGASIMP,NZ40-ENE-1-PUBTRA,0.2863830,
TO,2030,COMBDGHFOIMP,NZ40-ENE-1-COMBDG,0.0001415,
TO,2030,INDBDGHFOIMP,NZ40-ENE-1-INDBDG,0.0035153,
TO,2030,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000373,
TO,2030,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000050,
TO,2030,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0001427,
TO,2030,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000373,
TO,2030,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0004646,
TO,2030,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0009459,
TO,2030,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0149722,
TO,2030,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0130260,
TO,2030,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0020453,
TO,2030,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.2698034,
TO,2030,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.4179507,
TO,2030,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0054723,
TO,2030,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.3544587,
TO,2030,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.4534078,
TO,2030,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0064776,
TO,2030,COMBDGPROIMP,NZ40-ENE-1-COMBDG,0.0167643,
TO,2030,FRETRAPROIMP,NZ40-ENE-1-FRETRA,0.0173898,
TO,2030,INDBDGPROIMP,NZ40-ENE-1-INDBDG,0.0032294,
TO,2030,PASTRAPROIMP,NZ40-ENE-1-PASTRA,0.0032751,
TO,2030,PUBBDGPROIMP,NZ40-ENE-1-PUBBDG,0.0000020,
TO,2030,RESBDGPROIMP,NZ40-ENE-1-RESBDG,0.0038493,
TO,2030,FRETRARDSLIMP,NZ40-ENE-1-FRETRA,0.0000021,
TO,2030,PASTRARDSLIMP,NZ40-ENE-1-PASTRA,0.0000081,
TO,2030,COMBDGSGAIMP,NZ40-ENE-1-COMBDG,0.0001499,
TO,2030,PASTRASGAIMP,NZ40-ENE-1-PASTRA,0.0000073,
TO,2030,PUBBDGSGAIMP,NZ40-ENE-1-PUBBDG,0.0003265,
TO,2030,RESBDGSGAIMP,NZ40-ENE-1-RESBDG,0.0000438,
TO,2030,PASTRASMTNIMP,NZ40-ENE-1-PASTRA,0.0000073,
TO,2031,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,0.0000071,
TO,2031,FRETRAATFIMP,NZ40-ENE-1-FRETRA,0.0032076,
TO,2031,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,0.0006764,
TO,2031,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,0.0000017,
TO,2031,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,0.0022211,
TO,2031,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,0.0045751,
TO,2031,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,0.0000040,
TO,2031,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,0.0000009,
TO,2031,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,0.0000119,
TO,2031,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,0.0000027,
TO,2031,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,0.0035208,
TO,2031,FRETRACETHIMP,NZ40-ENE-1-FRETRA,0.0000117,
TO,2031,PASTRACETHIMP,NZ40-ENE-1-PASTRA,0.0000339,
TO,2031,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,0.0004733,
TO,2031,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,0.0024579,
TO,2031,FRETRADSLIMP,NZ40-ENE-1-FRETRA,0.2714464,
TO,2031,PASTRADSLIMP,NZ40-ENE-1-PASTRA,0.0383811,
TO,2031,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,0.2177881,
TO,2031,COMBDGELCIMP31,NZ40-ENE-1-COMBDG,0.2860202,
TO,2031,INDBDGELCIMP31,NZ40-ENE-1-INDBDG,0.1364407,
TO,2031,PASTRAELCIMP31,NZ40-ENE-1-PASTRA,0.0158531,
TO,2031,PUBBDGELCIMP31,NZ40-ENE-1-PUBBDG,0.2127578,
TO,2031,RESBDGELCIMP31,NZ40-ENE-1-RESBDG,0.1204023,
TO,2031,FRETRAETHIMP,NZ40-ENE-1-FRETRA,0.0102450,
TO,2031,PASTRAETHIMP,NZ40-ENE-1-PASTRA,0.0000534,
TO,2031,PUBTRAETHIMP,NZ40-ENE-1-PUBTRA,0.0107480,
TO,2031,COMBDGETHOSIMP,NZ40-ENE-1-COMBDG,0.0000238,
TO,2031,RESBDGETHOSIMP,NZ40-ENE-1-RESBDG,0.0000012,
TO,2031,FRETRAFTDSLIMP,NZ40-ENE-1-FRETRA,0.0000771,
TO,2031,PUBTRAFTDSLIMP,NZ40-ENE-1-PUBTRA,0.0012518,
TO,2031,FRETRAGASIMP,NZ40-ENE-1-FRETRA,0.2449843,
TO,2031,PASTRAGASIMP,NZ40-ENE-1-PASTRA,0.4876364,
TO,2031,PUBTRAGASIMP,NZ40-ENE-1-PUBTRA,0.2625177,
TO,2031,COMBDGHFOIMP,NZ40-ENE-1-COMBDG,0.0001297,
TO,2031,INDBDGHFOIMP,NZ40-ENE-1-INDBDG,0.0032224,
TO,2031,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000342,
TO,2031,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000046,
TO,2031,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0001308,
TO,2031,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000342,
TO,2031,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0004259,
TO,2031,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0008671,
TO,2031,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0137245,
TO,2031,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0119405,
TO,2031,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0018749,
TO,2031,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.2473198,
TO,2031,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.3831215,
TO,2031,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0050163,
TO,2031,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.3249204,
TO,2031,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.4156238,
TO,2031,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0059378,
TO,2031,COMBDGPROIMP,NZ40-ENE-1-COMBDG,0.0153673,
TO,2031,FRETRAPROIMP,NZ40-ENE-1-FRETRA,0.0159407,
TO,2031,INDBDGPROIMP,NZ40-ENE-1-INDBDG,0.0029603,
TO,2031,PASTRAPROIMP,NZ40-ENE-1-PASTRA,0.0030022,
TO,2031,PUBBDGPROIMP,NZ40-ENE-1-PUBBDG,0.0000018,
TO,2031,RESBDGPROIMP,NZ40-ENE-1-RESBDG,0.0035285,
TO,2031,FRETRARDSLIMP,NZ40-ENE-1-FRETRA,0.0000020,
TO,2031,PASTRARDSLIMP,NZ40-ENE-1-PASTRA,0.0000074,
TO,2031,COMBDGSGAIMP,NZ40-ENE-1-COMBDG,0.0001374,
TO,2031,PASTRASGAIMP,NZ40-ENE-1-PASTRA,0.0000067,
TO,2031,PUBBDGSGAIMP,NZ40-ENE-1-PUBBDG,0.0002993,
TO,2031,RESBDGSGAIMP,NZ40-ENE-1-RESBDG,0.0000402,
TO,2031,PASTRASMTNIMP,NZ40-ENE-1-PASTRA,0.0000067,
TO,2032,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,0.0000064,
TO,2032,FRETRAATFIMP,NZ40-ENE-1-FRETRA,0.0029160,
TO,2032,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,0.0006149,
TO,2032,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,0.0000015,
TO,2032,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,0.0020192,
TO,2032,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,0.0041592,
TO,2032,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,0.0000036,
TO,2032,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,0.0000008,
TO,2032,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,0.0000108,
TO,2032,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,0.0000025,
TO,2032,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,0.0032007,
TO,2032,FRETRACETHIMP,NZ40-ENE-1-FRETRA,0.0000106,
TO,2032,PASTRACETHIMP,NZ40-ENE-1-PASTRA,0.0000309,
TO,2032,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,0.0004303,
TO,2032,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,0.0022344,
TO,2032,FRETRADSLIMP,NZ40-ENE-1-FRETRA,0.2467694,
TO,2032,PASTRADSLIMP,NZ40-ENE-1-PASTRA,0.0348919,
TO,2032,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,0.1979891,
TO,2032,COMBDGELCIMP32,NZ40-ENE-1-COMBDG,0.2600184,
TO,2032,INDBDGELCIMP32,NZ40-ENE-1-INDBDG,0.1240370,
TO,2032,PASTRAELCIMP32,NZ40-ENE-1-PASTRA,0.0144120,
TO,2032,PUBBDGELCIMP32,NZ40-ENE-1-PUBBDG,0.1934162,
TO,2032,RESBDGELCIMP32,NZ40-ENE-1-RESBDG,0.1094566,
TO,2032,FRETRAETHIMP,NZ40-ENE-1-FRETRA,0.0093137,
TO,2032,PASTRAETHIMP,NZ40-ENE-1-PASTRA,0.0000485,
TO,2032,PUBTRAETHIMP,NZ40-ENE-1-PUBTRA,0.0097709,
TO,2032,COMBDGETHOSIMP,NZ40-ENE-1-COMBDG,0.0000216,
TO,2032,RESBDGETHOSIMP,NZ40-ENE-1-RESBDG,0.0000011,
TO,2032,FRETRAFTDSLIMP,NZ40-ENE-1-FRETRA,0.0000701,
TO,2032,PUBTRAFTDSLIMP,NZ40-ENE-1-PUBTRA,0.0011380,
TO,2032,FRETRAGASIMP,NZ40-ENE-1-FRETRA,0.2227130,
TO,2032,PASTRAGASIMP,NZ40-ENE-1-PASTRA,0.4433058,
TO,2032,PUBTRAGASIMP,NZ40-ENE-1-PUBTRA,0.2386525,
TO,2032,COMBDGHFOIMP,NZ40-ENE-1-COMBDG,0.0001179,
TO,2032,INDBDGHFOIMP,NZ40-ENE-1-INDBDG,0.0029294,
TO,2032,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000311,
TO,2032,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000042,
TO,2032,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0001189,
TO,2032,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000311,
TO,2032,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0003872,
TO,2032,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0007882,
TO,2032,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0124768,
TO,2032,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0108550,
TO,2032,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0017044,
TO,2032,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.2248362,
TO,2032,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.3482922,
TO,2032,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0045603,
TO,2032,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.2953822,
TO,2032,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.3778398,
TO,2032,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0053980,
TO,2032,COMBDGPROIMP,NZ40-ENE-1-COMBDG,0.0139702,
TO,2032,FRETRAPROIMP,NZ40-ENE-1-FRETRA,0.0144915,
TO,2032,INDBDGPROIMP,NZ40-ENE-1-INDBDG,0.0026912,
TO,2032,PASTRAPROIMP,NZ40-ENE-1-PASTRA,0.0027293,
TO,2032,PUBBDGPROIMP,NZ40-ENE-1-PUBBDG,0.0000016,
TO,2032,RESBDGPROIMP,NZ40-ENE-1-RESBDG,0.0032077,
TO,2032,FRETRARDSLIMP,NZ40-ENE-1-FRETRA,0.0000018,
TO,2032,PASTRARDSLIMP,NZ40-ENE-1-PASTRA,0.0000068,
TO,2032,COMBDGSGAIMP,NZ40-ENE-1-COMBDG,0.0001249,
TO,2032,PASTRASGAIMP,NZ40-ENE-1-PASTRA,0.0000061,
TO,2032,PUBBDGSGAIMP,NZ40-ENE-1-PUBBDG,0.0002721,
TO,2032,RESBDGSGAIMP,NZ40-ENE-1-RESBDG,0.0000365,
TO,2032,PASTRASMTNIMP,NZ40-ENE-1-PASTRA,0.0000061,
TO,2033,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,0.0000058,
TO,2033,FRETRAATFIMP,NZ40-ENE-1-FRETRA,0.0026244,
TO,2033,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,0.0005535,
TO,2033,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,0.0000014,
TO,2033,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,0.0018173,
TO,2033,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,0.0037433,
TO,2033,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,0.0000033,
TO,2033,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,0.0000007,
TO,2033,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,0.0000097,
TO,2033,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,0.0000022,
TO,2033,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,0.0028807,
TO,2033,FRETRACETHIMP,NZ40-ENE-1-FRETRA,0.0000095,
TO,2033,PASTRACETHIMP,NZ40-ENE-1-PASTRA,0.0000278,
TO,2033,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,0.0003873,
TO,2033,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,0.0020110,
TO,2033,FRETRADSLIMP,NZ40-ENE-1-FRETRA,0.2220925,
TO,2033,PASTRADSLIMP,NZ40-ENE-1-PASTRA,0.0314028,
TO,2033,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,0.1781902,
TO,2033,COMBDGELCIMP33,NZ40-ENE-1-COMBDG,0.2340165,
TO,2033,INDBDGELCIMP33,NZ40-ENE-1-INDBDG,0.1116333,
TO,2033,PASTRAELCIMP33,NZ40-ENE-1-PASTRA,0.0129708,
TO,2033,PUBBDGELCIMP33,NZ40-ENE-1-PUBBDG,0.1740745,
TO,2033,RESBDGELCIMP33,NZ40-ENE-1-RESBDG,0.0985110,
TO,2033,FRETRAETHIMP,NZ40-ENE-1-FRETRA,0.0083823,
TO,2033,PASTRAETHIMP,NZ40-ENE-1-PASTRA,0.0000437,
TO,2033,PUBTRAETHIMP,NZ40-ENE-1-PUBTRA,0.0087938,
TO,2033,COMBDGETHOSIMP,NZ40-ENE-1-COMBDG,0.0000195,
TO,2033,RESBDGETHOSIMP,NZ40-ENE-1-RESBDG,0.0000010,
TO,2033,FRETRAFTDSLIMP,NZ40-ENE-1-FRETRA,0.0000631,
TO,2033,PUBTRAFTDSLIMP,NZ40-ENE-1-PUBTRA,0.0010242,
TO,2033,FRETRAGASIMP,NZ40-ENE-1-FRETRA,0.2004417,
TO,2033,PASTRAGASIMP,NZ40-ENE-1-PASTRA,0.3989752,
TO,2033,PUBTRAGASIMP,NZ40-ENE-1-PUBTRA,0.2147872,
TO,2033,COMBDGHFOIMP,NZ40-ENE-1-COMBDG,0.0001061,
TO,2033,INDBDGHFOIMP,NZ40-ENE-1-INDBDG,0.0026365,
TO,2033,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000280,
TO,2033,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000038,
TO,2033,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0001070,
TO,2033,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000280,
TO,2033,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0003484,
TO,2033,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0007094,
TO,2033,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0112291,
TO,2033,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0097695,
TO,2033,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0015340,
TO,2033,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.2023526,
TO,2033,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.3134630,
TO,2033,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0041042,
TO,2033,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.2658440,
TO,2033,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.3400559,
TO,2033,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0048582,
TO,2033,COMBDGPROIMP,NZ40-ENE-1-COMBDG,0.0125732,
TO,2033,FRETRAPROIMP,NZ40-ENE-1-FRETRA,0.0130424,
TO,2033,INDBDGPROIMP,NZ40-ENE-1-INDBDG,0.0024221,
TO,2033,PASTRAPROIMP,NZ40-ENE-1-PASTRA,0.0024564,
TO,2033,PUBBDGPROIMP,NZ40-ENE-1-PUBBDG,0.0000015,
TO,2033,RESBDGPROIMP,NZ40-ENE-1-RESBDG,0.0028870,
TO,2033,FRETRARDSLIMP,NZ40-ENE-1-FRETRA,0.0000016,
TO,2033,PASTRARDSLIMP,NZ40-ENE-1-PASTRA,0.0000061,
TO,2033,COMBDGSGAIMP,NZ40-ENE-1-COMBDG,0.0001124,
TO,2033,PASTRASGAIMP,NZ40-ENE-1-PASTRA,0.0000055,
TO,2033,PUBBDGSGAIMP,NZ40-ENE-1-PUBBDG,0.0002449,
TO,2033,RESBDGSGAIMP,NZ40-ENE-1-RESBDG,0.0000329,
TO,2033,PASTRASMTNIMP,NZ40-ENE-1-PASTRA,0.0000055,
TO,2034,FRETRAAGAIMP,NZ40-ENE-1-FRETRA,0.0000051,
TO,2034,FRETRAATFIMP,NZ40-ENE-1-FRETRA,0.0023328,
TO,2034,FRETRABDSLIMP,NZ40-ENE-1-FRETRA,0.0004920,
TO,2034,PASTRABDSLIMP,NZ40-ENE-1-PASTRA,0.0000012,
TO,2034,PUBTRABDSLIMP,NZ40-ENE-1-PUBTRA,0.0016154,
TO,2034,RESBDGBMAIMP,NZ40-ENE-1-RESBDG,0.0033274,
TO,2034,COMBDGBMTNIMP,NZ40-ENE-1-COMBDG,0.0000029,
TO,2034,PASTRABMTNIMP,NZ40-ENE-1-PASTRA,0.0000006,
TO,2034,PUBBDGBMTNIMP,NZ40-ENE-1-PUBBDG,0.0000086,
TO,2034,RESBDGBMTNIMP,NZ40-ENE-1-RESBDG,0.0000020,
TO,2034,RESBDGBWPIMP,NZ40-ENE-1-RESBDG,0.0025606,
TO,2034,FRETRACETHIMP,NZ40-ENE-1-FRETRA,0.0000085,
TO,2034,PASTRACETHIMP,NZ40-ENE-1-PASTRA,0.0000247,
TO,2034,PUBTRACETHIMP,NZ40-ENE-1-PUBTRA,0.0003442,
TO,2034,INDBDGCOAIMP,NZ40-ENE-1-INDBDG,0.0017876,
TO,2034,FRETRADSLIMP,NZ40-ENE-1-FRETRA,0.1974155,
TO,2034,PASTRADSLIMP,NZ40-ENE-1-PASTRA,0.0279136,
TO,2034,PUBTRADSLIMP,NZ40-ENE-1-PUBTRA,0.1583913,
TO,2034,COMBDGELCIMP34,NZ40-ENE-1-COMBDG,0.2080147,
TO,2034,INDBDGELCIMP34,NZ40-ENE-1-INDBDG,0.0992296,
TO,2034,PASTRAELCIMP34,NZ40-ENE-1-PASTRA,0.0115296,
TO,2034,PUBBDGELCIMP34,NZ40-ENE-1-PUBBDG,0.1547329,
TO,2034,RESBDGELCIMP34,NZ40-ENE-1-RESBDG,0.0875653,
TO,2034,FRETRAETHIMP,NZ40-ENE-1-FRETRA,0.0074509,
TO,2034,PASTRAETHIMP,NZ40-ENE-1-PASTRA,0.0000388,
TO,2034,PUBTRAETHIMP,NZ40-ENE-1-PUBTRA,0.0078167,
TO,2034,COMBDGETHOSIMP,NZ40-ENE-1-COMBDG,0.0000173,
TO,2034,RESBDGETHOSIMP,NZ40-ENE-1-RESBDG,0.0000009,
TO,2034,FRETRAFTDSLIMP,NZ40-ENE-1-FRETRA,0.0000561,
TO,2034,PUBTRAFTDSLIMP,NZ40-ENE-1-PUBTRA,0.0009104,
TO,2034,FRETRAGASIMP,NZ40-ENE-1-FRETRA,0.1781704,
TO,2034,PASTRAGASIMP,NZ40-ENE-1-PASTRA,0.3546446,
TO,2034,PUBTRAGASIMP,NZ40-ENE-1-PUBTRA,0.1909220,
TO,2034,COMBDGHFOIMP,NZ40-ENE-1-COMBDG,0.0000943,
TO,2034,INDBDGHFOIMP,NZ40-ENE-1-INDBDG,0.0023436,
TO,2034,PUBBDGHFOIMP,NZ40-ENE-1-PUBBDG,0.0000248,
TO,2034,RESBDGHH2IMP,NZ40-ENE-1-RESBDG,0.0000034,
TO,2034,COMBDGKERIMP,NZ40-ENE-1-COMBDG,0.0000951,
TO,2034,PUBBDGKERIMP,NZ40-ENE-1-PUBBDG,0.0000248,
TO,2034,RESBDGKERIMP,NZ40-ENE-1-RESBDG,0.0003097,
TO,2034,COMBDGLFOIMP,NZ40-ENE-1-COMBDG,0.0006306,
TO,2034,INDBDGLFOIMP,NZ40-ENE-1-INDBDG,0.0099814,
TO,2034,PUBBDGLFOIMP,NZ40-ENE-1-PUBBDG,0.0086840,
TO,2034,RESBDGLFOIMP,NZ40-ENE-1-RESBDG,0.0013636,
TO,2034,COMBDGNGAIMP,NZ40-ENE-1-COMBDG,0.1798690,
TO,2034,INDBDGNGAIMP,NZ40-ENE-1-INDBDG,0.2786338,
TO,2034,PASTRANGAIMP,NZ40-ENE-1-PASTRA,0.0036482,
TO,2034,PUBBDGNGAIMP,NZ40-ENE-1-PUBBDG,0.2363058,
TO,2034,RESBDGNGAIMP,NZ40-ENE-1-RESBDG,0.3022719,
TO,2034,INDBDGPCOKIMP,NZ40-ENE-1-INDBDG,0.0043184,
