regions,tech,group_name,act_fraction,tech_desc
TO,FRETRAAGAIMP,BAU-ENE-1-FRETRA,1,
TO,FRETRAATFIMP,BAU-ENE-1-FRETRA,1,
TO,FRETRABDSLIMP,BAU-ENE-1-FRETRA,1,
TO,PASTRABDSLIMP,BAU-ENE-1-PASTRA,1,
TO,PUBTRABDSLIMP,BAU-ENE-1-PUBTRA,1,
TO,FRETRABJEIMP,BAU-ENE-1-FRETRA,1,
TO,COMBDGBMAIMP,BAU-ENE-1-COMBDG,1,
TO,INDBDGBMAIMP,BAU-ENE-1-INDBDG,1,
TO,PUBBDGBMAIMP,BAU-ENE-1-PUBBDG,1,
TO,RESBDGBMAIMP,BAU-ENE-1-RESBDG,1,
TO,COMBDGBMTNIMP,BAU-ENE-1-COMBDG,1,
TO,FRETRABMTNIMP,BAU-ENE-1-FRETRA,1,
TO,INDBDGBMTNIMP,BAU-ENE-1-INDBDG,1,
TO,PASTRABMTNIMP,BAU-ENE-1-PASTRA,1,
TO,PUBBDGBMTNIMP,BAU-ENE-1-PUBBDG,1,
TO,PUBTRABMTNIMP,BAU-ENE-1-PUBTRA,1,
TO,RESBDGBMTNIMP,BAU-ENE-1-RESBDG,1,
TO,COMBDGBWPIMP,BAU-ENE-1-COMBDG,1,
TO,PUBBDGBWPIMP,BAU-ENE-1-PUBBDG,1,
TO,RESBDGBWPIMP,BAU-ENE-1-RESBDG,1,
TO,FRETRACETHIMP,BAU-ENE-1-FRETRA,1,
TO,PASTRACETHIMP,BAU-ENE-1-PASTRA,1,
TO,PUBTRACETHIMP,BAU-ENE-1-PUBTRA,1,
TO,INDBDGCOAIMP,BAU-ENE-1-INDBDG,1,
TO,INDBDGCOKIMP,BAU-ENE-1-INDBDG,1,
TO,FRETRADSLIMP,BAU-ENE-1-FRETRA,1,
TO,PASTRADSLIMP,BAU-ENE-1-PASTRA,1,
TO,PUBTRADSLIMP,BAU-ENE-1-PUBTRA,1,
TO,COMBDGELCIMP16,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP17,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP18,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP19,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP20,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP21,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP22,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP23,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP24,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP25,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP26,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP27,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP28,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP29,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP30,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP31,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP32,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP33,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP34,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP35,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP36,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP37,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP38,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP39,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP40,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP41,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP42,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP43,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP44,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP45,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP46,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP47,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP48,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP49,BAU-ENE-1-COMBDG,1,
TO,COMBDGELCIMP50,BAU-ENE-1-COMBDG,1,
TO,FRETRAELCIMP16,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP17,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP18,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP19,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP20,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP21,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP22,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP23,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP24,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP25,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP26,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP27,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP28,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP29,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP30,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP31,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP32,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP33,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP34,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP35,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP36,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP37,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP38,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP39,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP40,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP41,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP42,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP43,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP44,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP45,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP46,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP47,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP48,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP49,BAU-ENE-1-FRETRA,1,
TO,FRETRAELCIMP50,BAU-ENE-1-FRETRA,1,
TO,INDBDGELCIMP16,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP17,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP18,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP19,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP20,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP21,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP22,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP23,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP24,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP25,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP26,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP27,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP28,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP29,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP30,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP31,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP32,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP33,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP34,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP35,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP36,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP37,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP38,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP39,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP40,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP41,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP42,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP43,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP44,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP45,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP46,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP47,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP48,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP49,BAU-ENE-1-INDBDG,1,
TO,INDBDGELCIMP50,BAU-ENE-1-INDBDG,1,
TO,PASTRAELCIMP16,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP17,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP18,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP19,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP20,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP21,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP22,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP23,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP24,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP25,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP26,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP27,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP28,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP29,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP30,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP31,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP32,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP33,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP34,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP35,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP36,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP37,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP38,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP39,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP40,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP41,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP42,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP43,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP44,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP45,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP46,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP47,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP48,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP49,BAU-ENE-1-PASTRA,1,
TO,PASTRAELCIMP50,BAU-ENE-1-PASTRA,1,
TO,PUBBDGELCIMP16,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP17,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP18,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP19,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP20,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP21,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP22,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP23,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP24,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP25,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP26,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP27,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP28,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP29,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP30,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP31,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP32,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP33,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP34,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP35,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP36,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP37,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP38,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP39,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP40,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP41,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP42,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP43,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP44,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP45,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP46,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP47,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP48,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP49,BAU-ENE-1-PUBBDG,1,
TO,PUBBDGELCIMP50,BAU-ENE-1-PUBBDG,1,
TO,PUBTRAELCIMP16,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP17,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP18,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP19,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP20,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP21,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP22,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP23,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP24,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP25,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP26,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP27,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP28,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP29,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP30,BAU-ENE-1-PUBTRA,1,
TO,PUBTRAELCIMP31,BAU-ENE-1-PUBTRA,1,
