regions,tech,group_name,act_fraction,tech_desc
TO,RESBDGAPAOldSHZPT___STDETHOS_23,NZ50-BDG-3-RESBDG-APA,1,
TO,RESBDGAPAOldSHZTM___HIGETHOS_23,NZ50-BDG-3-RESBDG-APA,1,
TO,RESBDGAPAOldSHZTM___MEDETHOS_23,NZ50-BDG-3-RESBDG-APA,1,
TO,RESBDGAPAOldSHZTM___STDETHOS_23,NZ50-BDG-3-RESBDG-APA,1,
TO,RESBDGSATOldSHZPT___STDETHOS_23,NZ50-BDG-3-RESBDG-SAT,1,
TO,RESBDGSATOldSHZTM___HIGETHOS_23,NZ50-BDG-3-RESBDG-SAT,1,
TO,RESBDGSATOldSHZTM___MEDETHOS_23,NZ50-BDG-3-RESBDG-SAT,1,
TO,RESBDGSATOldSHZTM___STDETHOS_23,NZ50-BDG-3-RESBDG-SAT,1,
TO,RESBDGSDEOldSHZPT___STDETHOS_23,NZ50-BDG-3-RESBDG-SDE,1,
TO,RESBDGSDEOldSHZTM___HIGETHOS_23,NZ50-BDG-3-RESBDG-SDE,1,
TO,RESBDGSDEOldSHZTM___MEDETHOS_23,NZ50-BDG-3-RESBDG-SDE,1,
TO,RESBDGSDEOldSHZTM___STDETHOS_23,NZ50-BDG-3-RESBDG-SDE,1,
TO,RESBDGSDE1960SH,NZ50-BDG-3-RESBDG-SDE,-519,
TO,RESBDGSDE1977SH,NZ50-BDG-3-RESBDG-SDE,-421,
TO,RESBDGSDE1983SH,NZ50-BDG-3-RESBDG-SDE,-358,
TO,RESBDGSDE1995SH,NZ50-BDG-3-RESBDG-SDE,-304,
TO,RESBDGSDE2000SH,NZ50-BDG-3-RESBDG-SDE,-258,
TO,RESBDGSDE2005SH,NZ50-BDG-3-RESBDG-SDE,-251,
TO,RESBDGSDE2010SH,NZ50-BDG-3-RESBDG-SDE,-226,
TO,RESBDGSDE2015SH,NZ50-BDG-3-RESBDG-SDE,-214,
TO,RESBDGSDE2020SH,NZ50-BDG-3-RESBDG-SDE,-204,
TO,RESBDGSAT1960SH,NZ50-BDG-3-RESBDG-SAT,-467,
TO,RESBDGSAT1977SH,NZ50-BDG-3-RESBDG-SAT,-379,
TO,RESBDGSAT1983SH,NZ50-BDG-3-RESBDG-SAT,-322,
TO,RESBDGSAT1995SH,NZ50-BDG-3-RESBDG-SAT,-274,
TO,RESBDGSAT2000SH,NZ50-BDG-3-RESBDG-SAT,-233,
TO,RESBDGSAT2005SH,NZ50-BDG-3-RESBDG-SAT,-226,
TO,RESBDGSAT2010SH,NZ50-BDG-3-RESBDG-SAT,-203,
TO,RESBDGSAT2015SH,NZ50-BDG-3-RESBDG-SAT,-193,
TO,RESBDGSAT2020SH,NZ50-BDG-3-RESBDG-SAT,-183,
TO,RESBDGAPA1960SH,NZ50-BDG-3-RESBDG-APA,-363,
TO,RESBDGAPA1977SH,NZ50-BDG-3-RESBDG-APA,-295,
TO,RESBDGAPA1983SH,NZ50-BDG-3-RESBDG-APA,-250,
TO,RESBDGAPA1995SH,NZ50-BDG-3-RESBDG-APA,-213,
TO,RESBDGAPA2000SH,NZ50-BDG-3-RESBDG-APA,-181,
TO,RESBDGAPA2005SH,NZ50-BDG-3-RESBDG-APA,-175,
TO,RESBDGAPA2010SH,NZ50-BDG-3-RESBDG-APA,-158,
TO,RESBDGAPA2015SH,NZ50-BDG-3-RESBDG-APA,-150,
TO,RESBDGAPA2020SH,NZ50-BDG-3-RESBDG-APA,-143,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
