regions,input_comm,tech,vintage,output_comm,efficiency,eff_notes
TO,ADEMSLDWASLDFGLAGG,SLDWASLDFGLAGG_EX,2015,ADEMSLDWASLDFGL,1.0,
TO,ADEMSLDWASLDFGLAGG,SLDWASLDFGLAGG_EX,2015,ADEMSLDWASHISGL,1.0,
TO,SLDWASETHOS,SLDWASLDFGLGEN_EX,2015,ADEMSLDWASLDFGLAGG,1.0168655447043908,
TO,SLDWASETHOS,SLDWASLDFGLGEN_EX,2015,BGASLDWASLDFGL,1.0168655447043908,
TO,BGASLDWASLDFGL,SLDWASLDFGLCAP_EX,2015,BGASLDWASLDFGLCAP,9.877365161667525,
TO,BGASLDWASLDFGLCAP,SLDWASLDFGLFLR_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFBWGEN_EX,2015,ADEMSLDWASHISBW,1.0213032839998861,
TO,SLDWASETHOS,SLDWASLDFBWGEN_EX,2015,BGASLDWASLDFBW,1.0213032839998861,
TO,BGASLDWASLDFBW,SLDWASLDFBWLEK_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFKVGEN_EX,2015,ADEMSLDWASHISKV,1.0190369771913876,
TO,SLDWASETHOS,SLDWASLDFKVGEN_EX,2015,BGASLDWASLDFKV,1.0190369771913876,
TO,BGASLDWASLDFKV,SLDWASLDFKVCAP_EX,2015,BGASLDWASLDFKVCAP,5.728871793767166,
TO,BGASLDWASLDFKVCAP,SLDWASLDFKVFLR_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFBRGEN_EX,2015,ADEMSLDWASHISBR,1.0190369771913876,
TO,SLDWASETHOS,SLDWASLDFBRGEN_EX,2015,BGASLDWASLDFBR,1.0190369771913876,
TO,BGASLDWASLDFBR,SLDWASLDFBRCAP_EX,2015,BGASLDWASLDFBRCAP,8.560383140111856,
TO,BGASLDWASLDFBRCAP,SLDWASLDFBRFLR_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFTKGEN_EX,2015,ADEMSLDWASHISTK,1.0190369771913876,
TO,SLDWASETHOS,SLDWASLDFTKGEN_EX,2015,BGASLDWASLDFTK,1.0190369771913876,
TO,BGASLDWASLDFTK,SLDWASLDFTKLEK_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFAHGEN_EX,2015,ADEMSLDWASHISAH,1.0223621185983427,
TO,SLDWASETHOS,SLDWASLDFAHGEN_EX,2015,BGASLDWASLDFAH,1.0223621185983427,
TO,BGASLDWASLDFAH,SLDWASLDFAHCAP_EX,2015,BGASLDWASLDFAHCAP,8.560383140111856,
TO,BGASLDWASLDFAHCAP,SLDWASLDFAHFLR_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASLDFCFGEN_EX,2015,ADEMSLDWASHISCF,1.0223621185983425,
TO,SLDWASETHOS,SLDWASLDFCFGEN_EX,2015,BGASLDWASLDFCF,1.0223621185983425,
TO,BGASLDWASLDFCF,SLDWASLDFCFCAP_EX,2015,BGASLDWASLDFCFCAP,7.90189212933402,
TO,BGASLDWASLDFCFCAP,SLDWASLDFCFFLR_EX,2015,SLDWASETHOS,1.0,
TO,EUESLDWASGRBDRTTE,SLDWASGRBDRTTE_EX,2015,ADEMSLDWASGRBDR,0.4116334233037247,
TO,SEESLDWASGRBDRADIMNGA,SLDWASGRBDRADI_EX,2015,EUESLDWASGRBDRTTE,5.9858681370817095,
TO,SEESLDWASGRBDRADIMNGA,SLDWASGRBDRADI_EX,2015,BMTNSLDWASGRBDR,5.9858681370817095,
TO,SLDWASNGA,SLDWASGRBDRADIMNGA_EX,2015,SEESLDWASGRBDRADIMNGA,1.0,
TO,SLDWASBMTN,SLDWASGRBDRADIMNGA_EX,2015,SEESLDWASGRBDRADIMNGA,1.0,
TO,BMTNSLDWASGRBDR,SLDWASGRBDRUSE_EX,2015,SLDWASBMTN,1.0,
TO,BMTNSLDWASGRBDR,SLDWASGRBDRFLR_EX,2015,SLDWASETHOS,1.0,
TO,EUESLDWASGRBDFTTE,SLDWASGRBDFTTE_EX,2015,ADEMSLDWASGRBDF,0.41830784005974475,
TO,SEESLDWASGRBDFADIMNGA,SLDWASGRBDFADI_EX,2015,EUESLDWASGRBDFTTE,3.9727906787848095,
TO,SEESLDWASGRBDFADIMNGA,SLDWASGRBDFADI_EX,2015,BMTNSLDWASGRBDF,3.9727906787848095,
TO,SLDWASNGA,SLDWASGRBDFADIMNGA_EX,2015,SEESLDWASGRBDFADIMNGA,1.0,
TO,SLDWASBMTN,SLDWASGRBDFADIMNGA_EX,2015,SEESLDWASGRBDFADIMNGA,1.0,
TO,BMTNSLDWASGRBDF,SLDWASGRBDFUSE_EX,2015,SLDWASBMTN,1.0,
TO,BMTNSLDWASGRBDF,SLDWASGRBDFFLR_EX,2015,SLDWASETHOS,1.0,
TO,SLDWASETHOS,SLDWASGRBCPGEN_EX,2015,ADEMSLDWASGRBCP,1.020928691573616,
TO,SLDWASETHOS,SLDWASGRBCPGEN_EX,2015,BGASLDWASGRBCP,1.020928691573616,
TO,BGASLDWASGRBCP,SLDWASGRBCPLEK_EX,2015,SLDWASETHOS,1.0,
