regions,season_name,time_of_day_name,tech,cf_tech,cf_tech_notes
TO,W,D,SLDWASLDFGLAGG_EX,1.0,SolidWasteLandfillGreen LaneAggregate demand
TO,W,D,SLDWASLDFGLGEN_EX,1.0,SolidWasteLandfillGreen LaneBiogas generation
TO,W,D,SLDWASLDFGLCAP_EX,1.0,SolidWasteLandfillGreen LaneBiogas capture
TO,W,D,SLDWASLDFGLFLR_EX,1.0,SolidWasteLandfillGreen LaneFlaring
TO,W,D,SLDWASLDFBWGEN_EX,1.0,SolidWasteHistorical LF wasteBrock WestBiogas generation
TO,W,D,SLDWASLDFBWLEK_EX,1.0,SolidWasteLandfillBrock WestLeaking
TO,W,D,SLDWASLDFKVGEN_EX,1.0,SolidWasteHistorical LF wasteKeele ValleyBiogas generation
TO,W,D,SLDWASLDFKVCAP_EX,1.0,SolidWasteLandfillKeele ValleyBiogas capture
TO,W,D,SLDWASLDFKVFLR_EX,1.0,SolidWasteLandfillKeele ValleyFlaring
TO,W,D,SLDWASLDFBRGEN_EX,1.0,SolidWasteHistorical LF wasteBeare RdBiogas generation
TO,W,D,SLDWASLDFBRCAP_EX,1.0,SolidWasteLandfillBeare RdBiogas capture
TO,W,D,SLDWASLDFBRFLR_EX,1.0,SolidWasteLandfillBeare RdFlaring
TO,W,D,SLDWASLDFTKGEN_EX,1.0,SolidWasteHistorical LF wasteThackerayBiogas generation
TO,W,D,SLDWASLDFTKLEK_EX,1.0,SolidWasteLandfillThackerayLeaking
TO,W,D,SLDWASLDFAHGEN_EX,1.0,SolidWasteHistorical LF wasteMI - Arbor HillsBiogas generation
TO,W,D,SLDWASLDFAHCAP_EX,1.0,SolidWasteLandfillMI - Arbor HillsBiogas capture
TO,W,D,SLDWASLDFAHFLR_EX,1.0,SolidWasteLandfillMI - Arbor HillsFlaring
TO,W,D,SLDWASLDFCFGEN_EX,1.0,SolidWasteHistorical LF wasteMI - Carleton farmsBiogas generation
TO,W,D,SLDWASLDFCFCAP_EX,1.0,SolidWasteLandfillMI - Carleton farmsBiogas capture
TO,W,D,SLDWASLDFCFFLR_EX,1.0,SolidWasteLandfillMI - Carleton farmsFlaring
TO,W,D,SLDWASGRBDRTTE_EX,1.0,SolidWasteGreen BinDisco RoadTons to Energy
TO,W,D,SLDWASGRBDRADI_EX,0.91324200913242,SolidWasteGreen BinDisco RoadAnaerobic Digester
TO,W,D,SLDWASGRBDRADIMNGA_EX,1.0,SolidWasteGreen BinDisco RoadAnaerobic Digester
TO,W,D,SLDWASGRBDRUSE_EX,1.0,SolidWasteGreen BinDisco RoadExport of energy
TO,W,D,SLDWASGRBDRFLR_EX,1.0,SolidWasteGreen BinDisco RoadFlaring
TO,W,D,SLDWASGRBDFTTE_EX,1.0,SolidWasteGreen BinDufferinTons to Energy
TO,W,D,SLDWASGRBDFADI_EX,0.91324200913242,SolidWasteGreen BinDufferinAnaerobic Digester
TO,W,D,SLDWASGRBDFADIMNGA_EX,1.0,SolidWasteGreen BinDufferinAnaerobic Digester
TO,W,D,SLDWASGRBDFUSE_EX,1.0,SolidWasteGreen BinDufferinExport of energy
TO,W,D,SLDWASGRBDFFLR_EX,1.0,SolidWasteGreen BinDufferinFlaring
TO,W,D,SLDWASGRBCPGEN_EX,1.0,SolidWasteGreen BinCompostBiogas generation
TO,W,D,SLDWASGRBCPLEK_EX,1.0,SolidWasteGreen BinCompostLeaking
TO,W,N,SLDWASLDFGLAGG_EX,1.0,SolidWasteLandfillGreen LaneAggregate demand
TO,W,N,SLDWASLDFGLGEN_EX,1.0,SolidWasteLandfillGreen LaneBiogas generation
TO,W,N,SLDWASLDFGLCAP_EX,1.0,SolidWasteLandfillGreen LaneBiogas capture
TO,W,N,SLDWASLDFGLFLR_EX,1.0,SolidWasteLandfillGreen LaneFlaring
TO,W,N,SLDWASLDFBWGEN_EX,1.0,SolidWasteHistorical LF wasteBrock WestBiogas generation
TO,W,N,SLDWASLDFBWLEK_EX,1.0,SolidWasteLandfillBrock WestLeaking
TO,W,N,SLDWASLDFKVGEN_EX,1.0,SolidWasteHistorical LF wasteKeele ValleyBiogas generation
TO,W,N,SLDWASLDFKVCAP_EX,1.0,SolidWasteLandfillKeele ValleyBiogas capture
TO,W,N,SLDWASLDFKVFLR_EX,1.0,SolidWasteLandfillKeele ValleyFlaring
TO,W,N,SLDWASLDFBRGEN_EX,1.0,SolidWasteHistorical LF wasteBeare RdBiogas generation
TO,W,N,SLDWASLDFBRCAP_EX,1.0,SolidWasteLandfillBeare RdBiogas capture
TO,W,N,SLDWASLDFBRFLR_EX,1.0,SolidWasteLandfillBeare RdFlaring
TO,W,N,SLDWASLDFTKGEN_EX,1.0,SolidWasteHistorical LF wasteThackerayBiogas generation
TO,W,N,SLDWASLDFTKLEK_EX,1.0,SolidWasteLandfillThackerayLeaking
