regions,input_comm,tech,vintage,output_comm,efficiency,eff_notes
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2023,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2023,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2023,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2023,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2023,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2023,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2024,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2024,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2024,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2024,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2024,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2024,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2025,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2025,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2025,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2025,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2025,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2025,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2026,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2026,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2026,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2026,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2026,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2026,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2027,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2027,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2027,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2027,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2027,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2027,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2028,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2028,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2028,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2028,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2028,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2028,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2029,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2029,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2029,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2029,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2029,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2029,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2030,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2030,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2030,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2030,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2030,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2030,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2031,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2031,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2031,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2031,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2031,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2031,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2032,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2032,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2032,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2032,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2032,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2032,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2033,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2033,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2033,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2033,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2033,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2033,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2034,INDBDGWAH,1,IndustryBuildingIndustrial Processes
TO,INDBDGRET,INDBDGLIRET_23,2034,EUEINDBDGLIRET,1,IndustryBuildingLightingRetrofit
TO,INDBDGRET,INDBDGIPRET_23,2034,EUEINDBDGIPRET,1,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGRET,INDBDGSCRET_23,2034,EUEINDBDGSCRET,1,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGRET,INDBDGSHRET_23,2034,EUEINDBDGSHRET,1,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGRET,INDBDGWHRET_23,2034,EUEINDBDGWHRET,1,IndustryBuildingWater HeatingRetrofit
TO,WHEINDBDGIPSEP,INDBDGIPSEP___WAH_23,2035,INDBDGWAH,1,IndustryBuildingIndustrial Processes
