regions,tech,life,life_notes
TO,INDBDGIPSEP___WAH_23,200,IndustryBuildingIndustrial Processes
TO,INDBDGLIRET_23,200,IndustryBuildingLightingRetrofit
TO,INDBDGIPRET_23,200,IndustryBuildingIndustrial ProcessesRetrofit
TO,INDBDGSCRET_23,200,IndustryBuildingSpace CoolingRetrofit
TO,INDBDGSHRET_23,200,IndustryBuildingSpace HeatingRetrofit
TO,INDBDGWHRET_23,200,IndustryBuildingWater HeatingRetrofit
