group_name,notes
NZ50-6-PASTRA-DURT,
NZ50-6-PASTRA-GOB,
NZ50-6-PASTRA-GOR,
NZ50-6-PASTRA-MWAY,
NZ50-6-PASTRA-TBU,
NZ50-6-PASTRA-TST,
NZ50-6-PASTRA-TSU,
NZ50-6-PASTRA-UPX,
NZ50-6-PASTRA-VIVA,
NZ50-6-PASTRA-WTB,
NZ50-6-PASTRA-SCB,
