regions,tech,group_name,act_fraction,tech_desc
TO,PASTRAROABUSIUBDURTCONVDSL_EX,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTBEVBELC____25,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATEDSLELC_25,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATEELC____25,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATENGAELC_25,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATERDSLELC_25,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCELLHH2____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVDSL____16,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVDSL____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVGAS____16,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVGAS____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVNGA____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVRDSL____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTHYBDSL____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTHYBRDSL____23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVDSLELC_23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVNGAELC_23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVRDSLELC_23,NZ50-6-PASTRA-DURT,1,
TO,PASTRAROABUSIUBGOBCONVDSL_EX,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBBEVBELC____25,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATEDSLELC_25,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATEELC____25,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATENGAELC_25,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATERDSLELC_25,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCELLHH2____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVDSL____16,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVDSL____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVGAS____16,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVGAS____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVNGA____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVRDSL____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBHYBDSL____23,NZ50-6-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBHYBRDSL____23,NZ50-6-PASTRA-GOB,1,
