regions,tech,life,life_notes
TO,RESBDGAPAOldSHFUR___STDLFO_23,27,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPAOldSHPST___HIGBWP_23,19,ResidentialBuildingApartmentsOldSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGAPAOldSHPST___STDBWP_23,19,ResidentialBuildingApartmentsOldSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGAPAOldSHFIR___HIGPRO_23,19,ResidentialBuildingApartmentsOldSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGAPAOldSHFIR___STDPRO_23,19,ResidentialBuildingApartmentsOldSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGAPAOldSHFUR___HIGPRO_23,22,ResidentialBuildingApartmentsOldSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGAPAOldSHFUR___ESRPRO_23,22,ResidentialBuildingApartmentsOldSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGAPAOldSHFUR___STDPRO_23,22,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGAPAOldSHZTM___STDETHOS_23,30,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGAPAOldSHZTM___MEDETHOS_23,30,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGAPAOldSHZTM___HIGETHOS_23,30,ResidentialBuildingApartmentsOldSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGAPAOldSHZPT___STDETHOS_23,25,ResidentialBuildingApartmentsOldSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGAPAOldWHSYS___STDBMA_23,13,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGAPAOldWHHEP___HIGELC_23,13,ResidentialBuildingApartmentsOldWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGAPAOldWHHEP___ESRELC_23,13,ResidentialBuildingApartmentsOldWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGAPAOldWHHEP___STDELC_23,13,ResidentialBuildingApartmentsOldWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGAPAOldWHWTK___HIGELC_23,13,ResidentialBuildingApartmentsOldWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGAPAOldWHWTK___STDELC_23,13,ResidentialBuildingApartmentsOldWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGAPAOldWHSYS___STDKER_23,13,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGAPAOldWHSYS___STDLFO_23,13,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPAOldWHSYS___STDBWP_23,13,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGAPAOldWHSYS___STDPRO_23,13,ResidentialBuildingApartmentsOldWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGAPAOldCDY______STDELC_16,13,ResidentialBuildingApartmentsOldClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGAPAOldAPLOTH___STDELC_16,5,ResidentialBuildingApartmentsOldAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldCWA______STDELC_16,12,ResidentialBuildingApartmentsOldClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldDWA______STDELC_16,15,ResidentialBuildingApartmentsOldDish WasherStandard EfficiencyElectricity2016
TO,RESBDGAPAOldFRZ______STDELC_16,22,ResidentialBuildingApartmentsOldFreezerStandard EfficiencyElectricity2016
TO,RESBDGAPAOldREF______STDELC_16,17,ResidentialBuildingApartmentsOldRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLILED___HIGELC_16,10,ResidentialBuildingApartmentsOldLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGAPAOldLIFLC___STDELC_16,4,ResidentialBuildingApartmentsOldLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIFLU___STDELC_16,6,ResidentialBuildingApartmentsOldLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIHAL___STDELC_16,1,ResidentialBuildingApartmentsOldLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLIINC___STDELC_16,1,ResidentialBuildingApartmentsOldLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGAPAOldLILED___STDELC_16,10,ResidentialBuildingApartmentsOldLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSCCE___STDELC_16,18,ResidentialBuildingApartmentsOldSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSCRO___STDELC_16,10,ResidentialBuildingApartmentsOldSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSC_________DCO_16,10,ResidentialBuildingApartmentsOldSpace CoolingDistrict Cooling2016
TO,RESBDGAPAOldSHFUR___STDBMA_16,19,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGAPAOldSHHEP___STDELC_16,15,ResidentialBuildingApartmentsOldSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSHPLT___STDELC_16,40,ResidentialBuildingApartmentsOldSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGAPAOldSHFUR___STDKER_16,27,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGAPAOldSHFUR___STDLFO_16,27,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPAOldSHFUR___STDBWP_16,19,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGAPAOldSHFUR___STDPRO_16,19,ResidentialBuildingApartmentsOldSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGAPAOldSH_________DHE_16,19,ResidentialBuildingApartmentsOldSpace HeatingDistrict Heating2016
TO,RESBDGAPAOldWH______STDBMA_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGAPAOldWH______STDELC_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGAPAOldWH______STDKER_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGAPAOldWH______STDLFO_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPAOldWH______STDBWP_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGAPAOldWH______STDPRO_16,13,ResidentialBuildingApartmentsOldWater HeatingStandard EfficiencyPropane2016
TO,RESBDGAPAOldWH_________DHE_16,13,ResidentialBuildingApartmentsOldWater HeatingDistrict Heating2016
TO,RESBDGAPAOldRAG______STDELC_16,5,ResidentialBuildingApartmentsOldRangeStandard EfficiencyElectricity2016
TO,RESBDGAPANewCDY______HIGELC_23,13,ResidentialBuildingApartmentsNewClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGAPANewCDY______ESRELC_23,13,ResidentialBuildingApartmentsNewClothe DryerEnergy StarElectricity2023
TO,RESBDGAPANewCDY______STDELC_23,13,ResidentialBuildingApartmentsNewClothe DryerStandard EfficiencyElectricity2023
TO,RESBDGAPANewRAG______HIGELC_23,12,ResidentialBuildingApartmentsNewRangeHigh EfficiencyElectricity2023
TO,RESBDGAPANewRAG______STDELC_23,12,ResidentialBuildingApartmentsNewRangeStandard EfficiencyElectricity2023
TO,RESBDGAPANewCWA___FRHIGELC_23,12,ResidentialBuildingApartmentsNewClothe WasherFrontHigh EfficiencyElectricity2023
TO,RESBDGAPANewCWA___FRESRELC_23,12,ResidentialBuildingApartmentsNewClothe WasherFrontEnergy StarElectricity2023
TO,RESBDGAPANewCWA___FRSTDELC_23,12,ResidentialBuildingApartmentsNewClothe WasherFrontStandard EfficiencyElectricity2023
TO,RESBDGAPANewCWA___TPHIGELC_23,12,ResidentialBuildingApartmentsNewClothe WasherTopHigh EfficiencyElectricity2023
TO,RESBDGAPANewCWA___TPESRELC_23,12,ResidentialBuildingApartmentsNewClothe WasherTopEnergy StarElectricity2023
TO,RESBDGAPANewCWA___TPSTDELC_23,12,ResidentialBuildingApartmentsNewClothe WasherTopStandard EfficiencyElectricity2023
TO,RESBDGAPANewDWA______HIGELC_23,15,ResidentialBuildingApartmentsNewDish WasherHigh EfficiencyElectricity2023
TO,RESBDGAPANewDWA______ESRELC_23,15,ResidentialBuildingApartmentsNewDish WasherEnergy StarElectricity2023
TO,RESBDGAPANewDWA______STDELC_23,15,ResidentialBuildingApartmentsNewDish WasherStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLC___HIGELC_23,4,ResidentialBuildingApartmentsNewLightingFluocompactHigh EfficiencyElectricity2023
TO,RESBDGAPANewLIFLC___ESRELC_23,4,ResidentialBuildingApartmentsNewLightingFluocompactEnergy StarElectricity2023
TO,RESBDGAPANewLIFLC___STDELC_23,4,ResidentialBuildingApartmentsNewLightingFluocompactStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT5HIGELC_23,12,ResidentialBuildingApartmentsNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT8HIGELC_23,9.6,ResidentialBuildingApartmentsNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT12STDELC_23,6,ResidentialBuildingApartmentsNewLightingFluorescenteT12Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT5STDELC_23,12,ResidentialBuildingApartmentsNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIFLUT8STDELC_23,8.4,ResidentialBuildingApartmentsNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,RESBDGAPANewLIHAL60WSTDELC_23,1,ResidentialBuildingApartmentsNewLightingHalogen60WStandard EfficiencyElectricity2023
TO,RESBDGAPANewLIINC60WSTDELC_23,1,ResidentialBuildingApartmentsNewLightingIncandescent60WStandard EfficiencyElectricity2023
TO,RESBDGAPANewLILED___ESRELC_23,10,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,RESBDGAPANewLILED___STDELC_23,10,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCCE___HIGELC_23,18,ResidentialBuildingApartmentsNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCCE___ESRELC_23,18,ResidentialBuildingApartmentsNewSpace CoolingCentralEnergy StarElectricity2023
TO,RESBDGAPANewSCCE___STDELC_23,18,ResidentialBuildingApartmentsNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCWA___HIGELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCWA___ESRELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWallEnergy StarElectricity2023
TO,RESBDGAPANewSCWA___STDELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,RESBDGAPANewSCWD___HIGELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,RESBDGAPANewSCWD___ESRELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWindowEnergy StarElectricity2023
TO,RESBDGAPANewSCWD___STDELC_23,10,ResidentialBuildingApartmentsNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHSTV___HIGBMA_23,19,ResidentialBuildingApartmentsNewSpace HeatingStoveHigh EfficiencyBiomass2023
TO,RESBDGAPANewSHSTV___STDBMA_23,19,ResidentialBuildingApartmentsNewSpace HeatingStoveStandard EfficiencyBiomass2023
TO,RESBDGAPANewSHFUR___STDELC_23,23,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT500WSTDELC_23,40,ResidentialBuildingApartmentsNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT1000WSTDELC_23,40,ResidentialBuildingApartmentsNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHPLT1500WSTDELC_23,40,ResidentialBuildingApartmentsNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,RESBDGAPANewSHBOI___STDHH2_23,12,ResidentialBuildingApartmentsNewSpace HeatingBoilerStandard EfficiencyHydrogen2023
TO,RESBDGAPANewSHFUR___STDKER_23,27,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,RESBDGAPANewSHFUR___HIGLFO_23,27,ResidentialBuildingApartmentsNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewSHFUR___STDLFO_23,27,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewSHPST___HIGBWP_23,19,ResidentialBuildingApartmentsNewSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGAPANewSHPST___STDBWP_23,19,ResidentialBuildingApartmentsNewSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGAPANewSHFIR___HIGPRO_23,19,ResidentialBuildingApartmentsNewSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGAPANewSHFIR___STDPRO_23,19,ResidentialBuildingApartmentsNewSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGAPANewSHFUR___HIGPRO_23,22,ResidentialBuildingApartmentsNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGAPANewSHFUR___ESRPRO_23,22,ResidentialBuildingApartmentsNewSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGAPANewSHFUR___STDPRO_23,22,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGAPANewSHZTM___STDETHOS_23,30,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGAPANewSHZTM___MEDETHOS_23,30,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGAPANewSHZTM___HIGETHOS_23,30,ResidentialBuildingApartmentsNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGAPANewSHZPT___STDETHOS_23,25,ResidentialBuildingApartmentsNewSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGAPANewWHSYS___STDBMA_23,13,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGAPANewWHHEP___HIGELC_23,13,ResidentialBuildingApartmentsNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGAPANewWHHEP___ESRELC_23,13,ResidentialBuildingApartmentsNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGAPANewWHHEP___STDELC_23,13,ResidentialBuildingApartmentsNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGAPANewWHWTK___HIGELC_23,13,ResidentialBuildingApartmentsNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGAPANewWHWTK___STDELC_23,13,ResidentialBuildingApartmentsNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGAPANewWHSYS___STDKER_23,13,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGAPANewWHSYS___STDLFO_23,13,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGAPANewWHSYS___STDBWP_23,13,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGAPANewWHSYS___STDPRO_23,13,ResidentialBuildingApartmentsNewWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGAPANewCDY______STDELC_16,13,ResidentialBuildingApartmentsNewClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGAPANewAPLOTH___STDELC_16,5,ResidentialBuildingApartmentsNewAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGAPANewCWA______STDELC_16,12,ResidentialBuildingApartmentsNewClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGAPANewDWA______STDELC_16,15,ResidentialBuildingApartmentsNewDish WasherStandard EfficiencyElectricity2016
TO,RESBDGAPANewFRZ______STDELC_16,22,ResidentialBuildingApartmentsNewFreezerStandard EfficiencyElectricity2016
TO,RESBDGAPANewREF______STDELC_16,17,ResidentialBuildingApartmentsNewRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGAPANewLILED___HIGELC_16,10,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGAPANewLIFLC___STDELC_16,4,ResidentialBuildingApartmentsNewLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIFLU___STDELC_16,6,ResidentialBuildingApartmentsNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIHAL___STDELC_16,1,ResidentialBuildingApartmentsNewLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGAPANewLIINC___STDELC_16,1,ResidentialBuildingApartmentsNewLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGAPANewLILED___STDELC_16,10,ResidentialBuildingApartmentsNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGAPANewSCCE___STDELC_16,18,ResidentialBuildingApartmentsNewSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGAPANewSCRO___STDELC_16,10,ResidentialBuildingApartmentsNewSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGAPANewSC_________DCO_16,10,ResidentialBuildingApartmentsNewSpace CoolingDistrict Cooling2016
TO,RESBDGAPANewSHFUR___STDBMA_16,19,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGAPANewSHHEP___STDELC_16,15,ResidentialBuildingApartmentsNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGAPANewSHPLT___STDELC_16,40,ResidentialBuildingApartmentsNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGAPANewSHFUR___STDKER_16,27,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGAPANewSHFUR___STDLFO_16,27,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPANewSHFUR___STDBWP_16,19,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGAPANewSHFUR___STDPRO_16,19,ResidentialBuildingApartmentsNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGAPANewSH_________DHE_16,19,ResidentialBuildingApartmentsNewSpace HeatingDistrict Heating2016
TO,RESBDGAPANewWH______STDBMA_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGAPANewWH______STDELC_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGAPANewWH______STDKER_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGAPANewWH______STDLFO_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGAPANewWH______STDBWP_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGAPANewWH______STDPRO_16,13,ResidentialBuildingApartmentsNewWater HeatingStandard EfficiencyPropane2016
TO,RESBDGAPANewWH_________DHE_16,13,ResidentialBuildingApartmentsNewWater HeatingDistrict Heating2016
TO,RESBDGAPANewRAG______STDELC_16,5,ResidentialBuildingApartmentsNewRangeStandard EfficiencyElectricity2016
TO,RESBDGSDEOldCDY______HIGELC_23,13,ResidentialBuildingSingle DetachedOldClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGSDEOldCDY______ESRELC_23,13,ResidentialBuildingSingle DetachedOldClothe DryerEnergy StarElectricity2023
TO,RESBDGSDEOldCDY______STDELC_23,13,ResidentialBuildingSingle DetachedOldClothe DryerStandard EfficiencyElectricity2023
TO,RESBDGSDEOldRAG______HIGELC_23,12,ResidentialBuildingSingle DetachedOldRangeHigh EfficiencyElectricity2023
TO,RESBDGSDEOldRAG______STDELC_23,12,ResidentialBuildingSingle DetachedOldRangeStandard EfficiencyElectricity2023
TO,RESBDGSDEOldCWA___FRHIGELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherFrontHigh EfficiencyElectricity2023
TO,RESBDGSDEOldCWA___FRESRELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherFrontEnergy StarElectricity2023
TO,RESBDGSDEOldCWA___FRSTDELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherFrontStandard EfficiencyElectricity2023
TO,RESBDGSDEOldCWA___TPHIGELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherTopHigh EfficiencyElectricity2023
