regions,periods,tech,vintage,cost_variable,cost_variable_units,cost_variable_notes
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2026,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2027,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2037,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2024,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2025,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2026,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2027,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2038,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2025,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2026,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2027,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2039,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2026,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2027,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2040,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2027,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2041,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2028,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2042,PASTRAROABUSURBTBUCONVNGA____23,2042,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2029,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2042,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2043,PASTRAROABUSURBTBUCONVNGA____23,2043,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2030,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2042,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2043,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2044,PASTRAROABUSURBTBUCONVNGA____23,2044,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2031,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2042,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2043,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2044,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2045,PASTRAROABUSURBTBUCONVNGA____23,2045,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2032,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2042,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2043,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2044,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2045,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2046,PASTRAROABUSURBTBUCONVNGA____23,2046,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2033,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2034,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2035,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2036,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2037,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2038,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2039,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2040,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
TO,2047,PASTRAROABUSURBTBUCONVNGA____23,2041,0.700522524,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalNatural Gas2023
