regions,tech,c2a,c2a_notes
TO,PASTRAROABUSIUBGOBCATEDSLELC_25,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusCatenaryDieselElectricity2025
TO,PASTRAROABUSIUBGOBCONVDSL____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalDiesel2023
TO,PASTRAROABUSIUBGOBHYBDSL____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusHybridDiesel2023
TO,PASTRAROABUSIUBGOBPHEVDSLELC_23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusPlug Hybrid VehicleDieselElectricity2023
TO,PASTRAROABUSIUBGOBBEVBELC____25,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusBattery Electric VehicleBattery Electric Vehicle2025
TO,PASTRAROABUSIUBGOBCATEELC____25,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusCatenaryElectricity2025
TO,PASTRAROABUSIUBGOBCONVGAS____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalGasoline2023
TO,PASTRAROABUSIUBGOBCELLHH2____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusFuel Cell VehicleHydrogen2023
TO,PASTRAROABUSIUBGOBCATENGAELC_25,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusCatenaryNatural GasElectricity2025
TO,PASTRAROABUSIUBGOBCONVNGA____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalNatural Gas2023
TO,PASTRAROABUSIUBGOBPHEVNGAELC_23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusPlug Hybrid VehicleNatural GasElectricity2023
TO,PASTRAROABUSIUBGOBCATERDSLELC_25,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusCatenaryRenewable DieselElectricity2025
TO,PASTRAROABUSIUBGOBCONVRDSL____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusConventionnalRenewable Diesel2023
TO,PASTRAROABUSIUBGOBHYBRDSL____23,350.40000000000003,PassengerTransportationRoadInter-city BusesInter Urban BusGo BusHybridRenewable Diesel2023
