"Discounted Investment and fixed Costs for waste sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas capture,___,___,___,158.0629510686495
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,10.935748418831192
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,860.0119654897438
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,___,___,___,179.1609349947191
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,10.937461516587785
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,202.5302842157591
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas capture,___,___,___,80.58555158560996
2023,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,17.756999909920577
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,120.37034008323603
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas capture,___,___,___,58.717093793588305
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,18.207356139451015
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,26.394765021688595
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,170.7064921573966
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,13.924358747757656
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,34.30187614181836
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,119.13936538061743
2023,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,14.767724124842813
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,73.6972117441676
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,75.85791659231326
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,24.63958662497407
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,77.4375475260739
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas capture,___,___,___,82.15443472500803
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,25.005667260193434
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,145.36637676076094
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas capture,___,___,___,112.32105351893316
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,26.313571249622218
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,84.08725665400478
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,94.564890649618
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,25.634831714110707
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,402.3453693699661
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas capture,___,___,___,112.49617916789832
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,24.274523395107465
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,427.732421240101
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas capture,___,___,___,127.51198498312532
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,24.27832602753625
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,85.08169464419923
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas capture,___,___,___,57.354152812073934
2023,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,23.240009947576603
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,130.10631205059298
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas capture,___,___,___,63.46633666175446
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,19.68003046147087
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,28.529665464425843
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,184.51382726288008
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,15.050609336879903
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,37.07633124690121
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,128.77577183051443
2023,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,15.962189040383532
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,79.6580986795823
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,81.99356885460773
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,26.632522131363157
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,83.70096583504755
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas capture,___,___,___,88.79937128432685
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,27.028212642236465
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,157.12411515512244
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas capture,___,___,___,121.40597117928156
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,28.44190445753886
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,90.88852657672184
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,102.21362806968514
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,27.708266106535863
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,434.8884629150463
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas capture,___,___,___,121.59526160013246
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,26.237931317127877
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,462.328907881608
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,___,___,___,137.82559804128636
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,26.242041519699793
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,91.96339817198141
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas capture,___,___,___,61.99315627093038
2023,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,25.11974282208905
2023,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,64.56461797526879
2023,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,56.2087845289023
2023,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,57.40007288547509
2023,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,61.678557194534214
2023,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,53.97194208737976
2023,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,56.389292264601195
2023,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,59.86225378829496
2023,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,51.8099215735359
2023,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,55.108380164421575
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,115.03977828904794
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,98.30914654685456
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,102.27415364015026
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,109.89746036390206
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,94.39690981679696
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,100.4731675556552
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,106.66121197102156
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,90.61553661482904
2023,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,98.19086730153047
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,12.129752778964631
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,17.844751472570042
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,10.783749914884638
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,11.587548629490914
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,17.134615187168926
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,10.593854590952493
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,11.246319764825246
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,16.448232817019935
2023,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,10.353209674371175
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,13.11084939251002
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,19.28809706735074
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,11.655977132999196
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,12.524789884679665
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,18.520522488073514
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,11.450722414474855
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,12.155961242040949
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,17.77862312337223
2023,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,11.190613299650828
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,200.87733723186648
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas capture,___,___,___,72.02391184180078
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,4.0436117604789805
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,200.90904459829673
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,431.941546981726
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,55.476769820471056
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,217.5601421735754
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,304.181891067915
2024,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,58.16161775366791
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,83.36531864936839
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,82.25017036022123
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,9.214602996172164
2024,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,88.40365409945754
2024,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas capture,___,___,___,90.6370654092968
2024,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,9.353829000828243
2024,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,259.0029111956148
2024,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas capture,___,___,___,123.02210852066216
2024,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,9.851944249267673
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,97.3450796897549
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,106.95233469474324
2024,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,9.5931149835541
2024,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,3150.338610344496
2024,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas capture,___,___,___,130.5826906216966
2024,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,5.615927086569029
2024,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,3292.5858921890167
2024,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas capture,___,___,___,154.57235633779408
2024,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,5.616969483366842
2024,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,129.00887142615056
2024,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas capture,___,___,___,54.45368867634997
2024,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,8.681292943150753
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,363.96795979551854
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas capture,___,___,___,130.4995208060432
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,7.32658617914628
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,364.0254101063855
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,768.5743359749503
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,100.51789318720267
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,394.19539392011393
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,541.2454453079462
2024,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,105.38254660243052
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,151.04892052352687
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,149.02839270658427
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,16.695861758518056
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,160.17783819938046
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas capture,___,___,___,164.22453738918574
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,16.948124186741428
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,469.2851989577911
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas capture,___,___,___,222.90272494166237
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,17.850655020810922
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,176.3787321111089
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,193.78603674580108
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,17.381684448643277
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,5708.07206264699
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas capture,___,___,___,236.6016801354167
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,10.175451109746511
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,5965.808717626878
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,___,___,___,280.0683539134847
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,10.17733981974748
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,233.75009035638288
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas capture,___,___,___,98.66418105689304
2024,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,15.729561753691778
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,184.87922631591778
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas capture,___,___,___,91.33512808454915
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,15.99282196152678
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,37.74477598502623
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,136.0671624028077
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,10.422419027641409
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,40.8730171706848
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,95.82122178601676
2024,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,10.92682132568128
2024,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
