"Discounted Investment and fixed Costs for waste sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2045,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,2.4546690121799326
2045,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,12.312494521500312
2045,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas capture,___,___,___,3.4056705234915556
2045,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,2.5020456849190893
2045,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,13.14421081263739
2045,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas capture,___,___,___,3.6625789603699097
2045,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,2.6365117666327604
2045,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,12.809974518627573
2045,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,3.550391334154492
2045,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,2.582300055470233
2045,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,11.039318932183209
2045,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas capture,___,___,___,3.7455796730160897
2045,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,1.141799449495024
2045,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,11.180693563036789
2045,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas capture,___,___,___,3.784014823375223
2045,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,1.1418063835230092
2045,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,10.931011830033968
2045,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas capture,___,___,___,3.0486194617287232
2045,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,2.2649401408020475
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,50.89249393432314
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas capture,___,___,___,17.966546669181223
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,2.893858990051888
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,28.30784287448086
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,28247.54926416983
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,16.505600217720986
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,20.043523439612077
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,77567.35894788195
2045,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,15.93425005429158
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,30.51471926206679
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,8.437147341976903
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,6.2203138573819965
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,31.200776932044583
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas capture,___,___,___,8.630222423404701
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,6.340369870023111
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,33.3084078776016
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas capture,___,___,___,9.281247511538105
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,6.681116922795249
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,32.461428247780596
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,8.99695572209036
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,6.543740414392926
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,27.974455288754474
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas capture,___,___,___,9.491577491052167
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,2.8934047331039574
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,28.332709118911325
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,___,___,___,9.588975020903725
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,2.893422304446631
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,27.69999703592734
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas capture,___,___,___,7.725428475114331
2045,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,5.739526785104084
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,22.418697892158626
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Biogas capture,___,___,___,8.99096667933112
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,4.516621094926734
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,2.098673031851022
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,3316.582210077499
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,1.223684128990018
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,1.4859769531894838
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,1737.175816960462
2045,Solid Waste,InvestmentCosts,Discounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,1.1813256495732083
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,10.335464020609844
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,4.222186490097403
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,5.724177702032167
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,10.56819118576966
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Biogas capture,___,___,___,4.318806706307577
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,5.834657971406291
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,11.289070452398327
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Biogas capture,___,___,___,4.644598021833811
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,6.148226824398602
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,10.996794774669127
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,4.502330392266656
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,6.021807552926249
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,14.447910539663585
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Biogas capture,___,___,___,4.749853075701184
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,4.515912108579924
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,14.626848858849442
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Biogas capture,___,___,___,4.7985935466257725
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,4.515939533239265
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,9.388002030504481
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Biogas capture,___,___,___,3.8660222958958967
2045,Solid Waste,InvestmentCosts,Discounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,5.281738509789082
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,46.43101816690269
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Biogas capture,___,___,___,18.6210519109611
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,9.354304033193191
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,4.346529229172865
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,6868.922075175313
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,2.5343532571335836
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,3.077583865085765
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,3597.8379433270848
2045,Solid Waste,InvestmentCosts,Undiscounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,2.44662526611533
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,21.405619541898304
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,8.744505080927674
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,11.855255829402848
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,21.88761717108472
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Biogas capture,___,___,___,8.944613715056411
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,12.084069805088228
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,23.380619061113592
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Biogas capture,___,___,___,9.619355065449852
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,12.733497402529254
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,22.775291429345344
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,9.324706780131498
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,12.471672406331216
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,29.922843867553127
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Biogas capture,___,___,___,9.837347178184627
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,9.352835662545298
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,30.293440250484863
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,___,___,___,9.938292813022525
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,9.352892461332733
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,Mix Energy,0.0
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas upgrade,Public,Standard,___,19.44334568073802
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Biogas capture,___,___,___,8.00685893167676
2045,Solid Waste,InvestmentCosts,Undiscounted,Landfill,Thackeray,Cogeneration engine,Internal Combustion Engine,Standard,___,10.938926867229997
2045,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,1843.9954735057008
2045,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,258.1496709166143
2045,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,14.397417119618169
2045,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,811.3035544028803
2045,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,213.8290723448268
2045,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,14.099579521799177
2045,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,376.5844219177843
2045,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,172.74773009954853
2045,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,13.77552426054708
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,4672.821687927184
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,653.8416623562131
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,36.48412587411804
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,2055.9035523546095
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,541.5864201011864
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,35.729383247812784
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,954.292935832146
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,437.5355684766123
2045,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,34.90820311227433
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,346.43137248518445
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,76.76841644909494
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,2.704842308266975
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,152.41957363353006
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,63.588379626459705
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,2.648887567990979
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,70.748903680058
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,51.371631185234605
2045,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,2.588007316097962
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,717.4886528566287
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,158.99387894597615
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,5.601957034162897
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,315.67381952389457
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,131.69690870729565
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,5.486070037746937
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,146.52695923103522
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,106.39499012381695
2045,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,5.359981890467029
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas upgrade,Public,Standard,___,7.879983386730205
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas capture,___,___,___,3.0747676536230184
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,Standard,___,0.5834222295930399
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,Public,Standard,Mix Energy,5.357864637572786
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Gasification,Central,Carbon Capture Storage,Hydrogen,11.275994232807625
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Gasification,Enerkem,Standard,Mix Energy,3.1730563330843453
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,Public,Standard,Mix Energy,3.83689261546892
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Gasification,Central,Carbon Capture Storage,Hydrogen,4.907901197044059
2050,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Gasification,Enerkem,Standard,Mix Energy,3.009102249579222
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas upgrade,Public,Standard,___,5.8017291042792944
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas capture,___,___,___,1.5840752773981588
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Cogeneration engine,Internal Combustion Engine,Standard,___,1.167988888280996
2050,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas upgrade,Public,Standard,___,5.928424870628484
2050,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas capture,___,___,___,1.62164109741549
2050,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Cogeneration engine,Internal Combustion Engine,Standard,___,1.1936227669437258
2050,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas upgrade,Public,Standard,___,6.334492089352252
2050,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas capture,___,___,___,1.74754995045631
2050,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Cogeneration engine,Internal Combustion Engine,Standard,___,1.2761235756882865
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas upgrade,Public,Standard,___,6.170863437711535
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,___,___,___,1.692749486540789
2050,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Cogeneration engine,Internal Combustion Engine,Standard,___,1.240233486392652
2050,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas upgrade,Public,Standard,___,5.3033510149439085
2050,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas capture,___,___,___,1.7926973742465953
2050,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Cogeneration engine,Internal Combustion Engine,Standard,___,0.5833806914115647
2050,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,Mix Energy,0.0
2050,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas upgrade,Public,Standard,___,5.381803398132798
2050,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas capture,___,___,___,1.815535410646719
2050,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Cogeneration engine,Internal Combustion Engine,Standard,___,0.5833822069383643
