"Building end use energy service, per subsector, per end use, per type of technology, per energy, and per period."
t_periods,Sub,NewOld,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Output_units,VFlow_Out
2016,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1558.8670278801976
2016,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,4079.035389603426
2016,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2015.431439810664
2016,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,248.88710244086934
2016,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,508.13940712245886
2016,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,86.008742707981
2016,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,629.1580912900888
2016,Public,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,184.6265334035175
2016,Public,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,592.9839318533858
2016,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,2.7641521150128927
2016,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,2.7657164788464286
2016,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,243.38231036457202
2016,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,4165.881072773417
2016,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,542.437284003524
2016,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,290.0675953213716
2016,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,267.8714262950625
2016,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5798.028754296384
2016,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,493.33819160389703
2016,Public,Old,Space Heating,___,___,District Heating,___,TJ,1487.178585132082
2016,Public,Old,Water Heating,___,___,District Heating,___,TJ,335.71629355357885
2016,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,0.33432786639620976
2016,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.28703058809710297
2016,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.28702872805185664
2016,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,0.49959133878278844
2016,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,855.7860497844786
2016,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3602.1734357296714
2016,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1796.1085249828952
2016,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,124.1155118798934
2016,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,93.31189304772711
2016,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,125.65134630806206
2016,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,339.7069067450969
2016,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,107.56686241558046
2016,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,786.8675253171691
2016,Residential,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,230.9023853557168
2016,Residential,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,741.6259161812701
2016,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,3.472586691134022
2016,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,3.466808895434417
2016,Residential,Old,Range,___,___,Electricity,Standard,TJ,1389.5986354525664
2016,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,96.03530828293795
2016,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1067.9895108750272
2016,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10238.38386278153
2016,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,585.7955450487183
2016,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,81.12133104709069
2016,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,150.84038442700444
2016,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.2007384888670457
2016,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.1704498567450875
2016,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,581.610640665292
2016,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38571.39552050259
2016,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12390.579005483623
2016,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.19498742932195684
2016,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3920.538351939898
2016,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,1973.6710689418294
2016,Residential,Old,Space Heating,___,___,District Heating,___,TJ,76.74895287577036
2016,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,4.896964513839711
2016,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,5.090192931864822
2016,Residential,Old,Water Heating,___,___,District Heating,___,TJ,954.4849446366709
2016,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,764.4694226261922
2016,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,4.92351103213191
2016,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,91.7528077755143
2016,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,15642.743288809557
2016,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,5.056098401616075
2017,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17310.54232801732
2017,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1731.2307958744946
2017,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,964.5194732876506
2017,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2166.931696191119
2017,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1317.0187177447417
2017,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9665.90916795726
2017,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2828.193232489861
2017,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9082.441177522454
2017,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,41.88050588042667
2017,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,54.91572874391851
2017,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1289.990270661916
2017,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9399.289710732968
2017,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,436.9706574725094
2017,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,1.3768586213930212
2017,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,2.454058593104463
2017,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,2.45400089155053
2017,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,161.62620917508713
2017,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,5.844908353502251
2017,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,30062.98318145549
2017,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,652.2698395358642
2017,Commercial,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,455.64841541192425
2017,Commercial,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,1437.344022572062
2017,Commercial,Old,Space Heating,___,___,District Heating,___,TJ,2820.217431838537
2017,Commercial,Old,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1463.7223424808924
2017,Commercial,Old,Water Heating,___,___,District Heating,___,TJ,452.4210834735512
2017,Commercial,Old,Water Heating,___,___,Electricity,Standard,TJ,245.00605144430256
2017,Commercial,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,4.9982113859727875
2017,Commercial,Old,Water Heating,___,___,Kerosene,Standard,TJ,4.998070253640457
2017,Commercial,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,187.78324283012122
2017,Commercial,Old,Water Heating,___,___,Natural Gas,Standard,TJ,4924.51491660129
2017,Commercial,Old,Water Heating,___,___,Propane,Standard,TJ,69.55904902351224
2017,Industry,,Industrial Processes,Self produced,,Mix Energy,,TJ,30563.234632203796
2017,Industry,,Lighting,Self produced,,Mix Energy,,TJ,650.2815879189868
2017,Industry,,Space Cooling,Self produced,,Mix Energy,,TJ,1408.943440491139
2017,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1560.675811015456
2017,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,4083.7683721414687
2017,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2026.077526140981
2017,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,250.35415046066737
2017,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,511.15205272870173
2017,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,86.09024842042682
2017,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,633.5196365493524
2017,Public,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,185.52879672553428
2017,Public,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,595.3867735408396
2017,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,2.7641521150128936
2017,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,3.569913110407138
2017,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,246.37617323751596
2017,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,4183.733574431331
2017,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,551.2948385758996
2017,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,289.7346590698387
2017,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,268.8546217698323
2017,Public,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,0.005093198260932746
2017,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5834.387542590363
2017,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,495.28094596102636
2017,Public,Old,Space Heating,___,___,District Heating,___,TJ,1495.763681608442
2017,Public,Old,Water Heating,___,___,District Heating,___,TJ,302.74517392135124
2017,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,9.957921481402968
2017,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.4398028154290866
2017,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.4398001772847195
2017,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,18.080371510666875
2017,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,868.022632362291
2017,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3633.1511222340605
2017,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1812.6587042181384
2017,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,124.07877300890473
2017,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,94.11435169403063
2017,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,126.7319160615205
2017,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,342.62830010242067
2017,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,96.27586034487013
2017,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,791.6983129454792
2017,Residential,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,229.60468384956434
2017,Residential,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,737.3051724591775
2017,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,13.685808969720432
2017,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,13.11116160681441
2017,Residential,Old,Range,___,___,Electricity,Standard,TJ,1434.4656498282693
2017,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,63.94436954412703
2017,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1077.1739501683396
2017,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10301.81136534687
2017,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,596.3924172311648
2017,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,54.33788206086382
2017,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,158.37253187987358
2017,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.3754625548130702
2017,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.3063663863606382
2017,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,486.815372396734
2017,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38598.86419372534
2017,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12416.319261614735
2017,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.3558668363018602
2017,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3902.0039984869377
2017,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,2069.0614949252263
2017,Residential,Old,Space Heating,___,___,District Heating,___,TJ,48.14748192512267
2017,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,10.274031779929777
2017,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,10.639631998996357
2017,Residential,Old,Water Heating,___,___,District Heating,___,TJ,994.1320647003278
2017,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,713.8096745658902
2017,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,10.437875883199423
2017,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,97.07790792859187
2017,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,15771.26279044032
2017,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,10.535343111329642
2018,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17413.747082886002
2018,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1744.8757253532099
2018,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,971.1776059829821
2018,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2180.1263509652813
2018,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1319.809884533409
2018,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9719.83340710816
2018,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2845.2001343595084
2018,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9137.968828737481
2018,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,42.15448530979505
2018,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,65.93423157265298
2018,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1298.0344251057534
2018,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9454.640327869189
2018,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,440.88198823013806
2018,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,2.1086370764195608
2018,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,3.680761755987785
2018,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,3.6881873922810406
2018,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,155.47118304915634
2018,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,9.175018815946517
2018,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,29035.321214997806
2018,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,826.4100353431992
2018,Commercial,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1553.1438047459637
2018,Commercial,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,903.7788731522953
2018,Commercial,Old,Space Heating,___,___,District Heating,___,TJ,3325.380333353146
2018,Commercial,Old,Street Lighting,Light Emitting Diode,___,Electricity,Standard,TJ,1472.5265730757073
2018,Commercial,Old,Water Heating,___,___,District Heating,___,TJ,553.9834614133773
2018,Commercial,Old,Water Heating,___,___,Electricity,Standard,TJ,164.8196577450636
2018,Commercial,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,22.153508414559575
2018,Commercial,Old,Water Heating,___,___,Kerosene,Standard,TJ,22.170390578731624
2018,Commercial,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,184.62347789118155
2018,Commercial,Old,Water Heating,___,___,Natural Gas,Standard,TJ,4908.400678951046
2018,Commercial,Old,Water Heating,___,___,Propane,Standard,TJ,70.00694637135614
2018,Industry,,Industrial Processes,Self produced,,Mix Energy,,TJ,30598.6566352776
2018,Industry,,Lighting,Self produced,,Mix Energy,,TJ,651.0352475588542
2018,Industry,,Space Cooling,Self produced,,Mix Energy,,TJ,1410.5763697108514
2018,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1562.4845941510457
2018,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,4088.501354679529
2018,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2036.6579055046539
2018,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,251.8869060913723
2018,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,514.1646985002606
2018,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,86.32287622611838
2018,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,637.1601905606389
2018,Public,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,186.42842270933997
2018,Public,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,598.7209990630058
2018,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,2.7641521150128945
2018,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,4.015232903369417
2018,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,252.0762898079325
2018,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,4175.3564952295
2018,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,583.6757220459501
2018,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,281.3177782628339
2018,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,269.8955590701321
2018,Public,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,0.00971414623121276
2018,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5882.296797112709
2018,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,496.62138304937884
2018,Public,Old,Space Heating,___,___,District Heating,___,TJ,1501.4273300767863
2018,Public,Old,Water Heating,___,___,District Heating,___,TJ,320.6819873652776
2018,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,29.221051302331276
2018,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.5472029634636422
2018,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.547211706941875
2018,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,50.689597467752094
2018,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,804.7740322355112
2018,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3673.4665933194615
2018,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1875.5514160529342
2018,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,82.67719553215998
2018,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,95.15869776628959
2018,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,128.1382050746162
2018,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,346.4302974918952
2018,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,95.06327241187378
2018,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,795.3186571650375
2018,Residential,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,231.104647120243
2018,Residential,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,742.3049949397486
2018,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,15.69240339968781
2018,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,15.099013422308785
2018,Residential,Old,Range,___,___,Electricity,Standard,TJ,1451.0859307727892
2018,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,63.951293591969076
2018,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1089.126881509028
2018,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,10306.333046814476
2018,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,640.3518779074241
2018,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,88.40928446173785
2018,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,159.67582118879264
2018,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.5224231130200179
2018,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.40027245142846474
2018,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,132.47693997436988
2018,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38680.28030426117
2018,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,12481.691635144542
2018,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.49012789871294543
2018,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3930.2978352836367
2018,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,2283.8258080602773
2018,Residential,Old,Space Heating,___,___,District Heating,___,TJ,191.46670918473103
2018,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,255.76899462537978
2018,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,264.48052030556363
2018,Residential,Old,Water Heating,___,___,District Heating,___,TJ,836.7619570544517
2018,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,788.5556566353735
2018,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,235.40948589623514
2018,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,278.68792509625445
2018,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,14887.024731135341
2018,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,262.1546941302794
2019,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17511.972408065463
2019,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,1761.268237436498
2019,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,980.0675803452958
2019,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2193.321005007808
2019,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1333.5317258803595
2019,Commercial,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,9765.60364004197
2019,Commercial,Old,Lighting,Halogen,___,Electricity,Standard,Mlm.y,2862.4448015859703
2019,Commercial,Old,Lighting,Incandescent,___,Electricity,Standard,Mlm.y,9193.551367105574
2019,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,42.00439118419136
2019,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,74.3074815139708
2019,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,1305.753209910405
2019,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,9508.842453715613
2019,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,446.2671765965798
2019,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,2.879790767078686
2019,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,5.211345029552599
2019,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,5.2132667698433
2019,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,157.31993488781868
2019,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,12.248830621262961
2019,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,29143.139723290158
2019,Commercial,Old,Space Heating,Furnace,___,Propane,Standard,TJ,866.7519457431176
