regions,periods,demand_comm,demand,demand_units,demand_notes
TO,2016.0,ADEMPUBTRAPOL,79.55540382350827,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2016.0,ADEMPUBTRAFLE,90.14657084388134,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2016.0,ADEMPUBTRATHC,16.951584659983002,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2017.0,ADEMPUBTRAPOL,81.93362800797416,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2017.0,ADEMPUBTRAFLE,92.84140670196086,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2017.0,ADEMPUBTRATHC,17.45833425417562,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2018.0,ADEMPUBTRAPOL,84.48959659707758,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2018.0,ADEMPUBTRAFLE,95.73764997920584,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2018.0,ADEMPUBTRATHC,18.00295744561294,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2019.0,ADEMPUBTRAPOL,87.5261049608578,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2019.0,ADEMPUBTRAFLE,99.17840702621697,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2019.0,ADEMPUBTRATHC,18.649973564261018,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2020.0,ADEMPUBTRAPOL,90.21575609067823,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2020.0,ADEMPUBTRAFLE,102.2261299270721,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2020.0,ADEMPUBTRATHC,19.223081695722694,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2021.0,ADEMPUBTRAPOL,93.26507884495031,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2021.0,ADEMPUBTRAFLE,105.68140733731157,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2021.0,ADEMPUBTRATHC,19.872828291684055,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2022.0,ADEMPUBTRAPOL,96.11183390371195,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2022.0,ADEMPUBTRAFLE,108.90714932649374,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2022.0,ADEMPUBTRATHC,20.479411968789005,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2023.0,ADEMPUBTRAPOL,99.09662236393187,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2023.0,ADEMPUBTRAFLE,112.2893010277174,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2023.0,ADEMPUBTRATHC,21.115407662906858,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2024.0,ADEMPUBTRAPOL,101.84119766081871,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2024.0,ADEMPUBTRAFLE,115.39926011969887,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2024.0,ADEMPUBTRATHC,21.700218980112783,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2025.0,ADEMPUBTRAPOL,104.29928607578968,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2025.0,ADEMPUBTRAFLE,118.18459248922957,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2025.0,ADEMPUBTRATHC,22.223985963441088,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2026.0,ADEMPUBTRAPOL,106.4326850544709,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2026.0,ADEMPUBTRAFLE,120.60200969694816,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2026.0,ADEMPUBTRATHC,22.678568451399617,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2027.0,ADEMPUBTRAPOL,108.33179145033179,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2027.0,ADEMPUBTRAFLE,122.75394307955459,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2027.0,ADEMPUBTRATHC,23.08322811372966,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2028.0,ADEMPUBTRAPOL,110.08034093336725,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2028.0,ADEMPUBTRAFLE,124.73527599059325,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2028.0,ADEMPUBTRATHC,23.455807261962033,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2029.0,ADEMPUBTRAPOL,111.75891737873813,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2029.0,ADEMPUBTRAFLE,126.63732039206711,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2029.0,ADEMPUBTRATHC,23.813476626384887,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2030.0,ADEMPUBTRAPOL,113.30543470153215,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2030.0,ADEMPUBTRAFLE,128.38972471283236,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2030.0,ADEMPUBTRATHC,24.143006967072147,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2031.0,ADEMPUBTRAPOL,114.84522880679302,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2031.0,ADEMPUBTRAFLE,130.13451075782348,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2031.0,ADEMPUBTRATHC,24.471104731394718,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2032.0,ADEMPUBTRAPOL,116.35318443577994,M vkt,Aggregated DemandPublicTransportationPolice Services
TO,2032.0,ADEMPUBTRAFLE,131.84321968775956,M vkt,Aggregated DemandPublicTransportationFleet Services
TO,2032.0,ADEMPUBTRATHC,24.792418385524094,M vkt,Aggregated DemandPublicTransportationToronto Housing Company
TO,2033.0,ADEMPUBTRAPOL,117.86666560648453,M vkt,Aggregated DemandPublicTransportationPolice Services
