regions,tech,vintage,cost_invest,cost_invest_units,cost_invest_notes
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2025,220666.5752,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2026,219953.5205,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2027,219271.1037,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2028,218617.8002,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2029,217992.1681,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2030,217392.8436,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2031,216818.5363,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2032,216268.0252,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2033,215740.1549,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2034,215233.8316,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2035,214748.0198,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2036,214317.23,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2037,213886.4402,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2038,213455.6503,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2039,213024.8605,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2040,212594.0707,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2041,212240.4254,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2042,211886.78,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2043,211533.1347,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2044,211179.4893,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2045,210825.844,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
TO,PUBTRAPOLROATRUHETCATEDSLELC_25,2046,210533.2438,k$/kunits,PublicTransportationPolice ServicesRoadTruckHeavy TrucksCatenaryDieselElectricity2025
