periods,group_name,min_act_g,tech_desc
2033,NZ40-ENE-POPT-RESBDG,46353.58467,
2034,NZ40-ENE-POPT-FRETRA,9787.420727,
2034,NZ40-ENE-POPT-PASTRA,28216.94229,
2034,NZ40-ENE-POPT-PUBTRA,591.0760981,
2034,NZ40-ENE-POPT-COMBDG,44441.94561,
2034,NZ40-ENE-POPT-INDBDG,8840.446737,
2034,NZ40-ENE-POPT-PUBBDG,7312.026286,
2034,NZ40-ENE-POPT-RESBDG,41203.18638,
2035,NZ40-ENE-POPT-FRETRA,8563.993136,
2035,NZ40-ENE-POPT-PASTRA,24689.82451,
2035,NZ40-ENE-POPT-PUBTRA,517.1915858,
2035,NZ40-ENE-POPT-COMBDG,38886.70241,
2035,NZ40-ENE-POPT-INDBDG,7735.390895,
2035,NZ40-ENE-POPT-PUBBDG,6398.023,
2035,NZ40-ENE-POPT-RESBDG,36052.78808,
2036,NZ40-ENE-POPT-FRETRA,7340.565545,
2036,NZ40-ENE-POPT-PASTRA,21162.70672,
2036,NZ40-ENE-POPT-PUBTRA,443.3070736,
2036,NZ40-ENE-POPT-COMBDG,33331.45921,
2036,NZ40-ENE-POPT-INDBDG,6630.335053,
2036,NZ40-ENE-POPT-PUBBDG,5484.019714,
2036,NZ40-ENE-POPT-RESBDG,30902.38978,
2037,NZ40-ENE-POPT-FRETRA,6117.137955,
2037,NZ40-ENE-POPT-PASTRA,17635.58893,
2037,NZ40-ENE-POPT-PUBTRA,369.4225613,
2037,NZ40-ENE-POPT-COMBDG,27776.21601,
2037,NZ40-ENE-POPT-INDBDG,5525.279211,
2037,NZ40-ENE-POPT-PUBBDG,4570.016429,
2037,NZ40-ENE-POPT-RESBDG,25751.99149,
2038,NZ40-ENE-POPT-FRETRA,4893.710364,
2038,NZ40-ENE-POPT-PASTRA,14108.47115,
2038,NZ40-ENE-POPT-PUBTRA,295.5380491,
2038,NZ40-ENE-POPT-COMBDG,22220.97281,
2038,NZ40-ENE-POPT-INDBDG,4420.223368,
2038,NZ40-ENE-POPT-PUBBDG,3656.013143,
2038,NZ40-ENE-POPT-RESBDG,20601.59319,
2039,NZ40-ENE-POPT-FRETRA,3670.282773,
2039,NZ40-ENE-POPT-PASTRA,10581.35336,
2039,NZ40-ENE-POPT-PUBTRA,221.6535368,
2039,NZ40-ENE-POPT-COMBDG,16665.72961,
2039,NZ40-ENE-POPT-INDBDG,3315.167526,
2039,NZ40-ENE-POPT-PUBBDG,2742.009857,
2039,NZ40-ENE-POPT-RESBDG,15451.19489,
2040,NZ40-ENE-POPT-FRETRA,2446.855182,
2040,NZ40-ENE-POPT-PASTRA,7054.235574,
2040,NZ40-ENE-POPT-PUBTRA,147.7690245,
2040,NZ40-ENE-POPT-COMBDG,11110.4864,
2040,NZ40-ENE-POPT-INDBDG,2210.111684,
2040,NZ40-ENE-POPT-PUBBDG,1828.006571,
2040,NZ40-ENE-POPT-RESBDG,10300.79659,
2041,NZ40-ENE-POPT-FRETRA,1223.427591,
2041,NZ40-ENE-POPT-PASTRA,3527.117787,
2041,NZ40-ENE-POPT-PUBTRA,73.88451226,
2041,NZ40-ENE-POPT-COMBDG,5555.243202,
2041,NZ40-ENE-POPT-INDBDG,1105.055842,
2041,NZ40-ENE-POPT-PUBBDG,914.0032857,
2041,NZ40-ENE-POPT-RESBDG,5150.398297,
2042,NZ40-ENE-POPT-FRETRA,-7.8101E-12,
2042,NZ40-ENE-POPT-PASTRA,-2.25164E-11,
2042,NZ40-ENE-POPT-PUBTRA,-4.71663E-13,
2042,NZ40-ENE-POPT-COMBDG,-3.54635E-11,
2042,NZ40-ENE-POPT-INDBDG,-7.05444E-12,
2042,NZ40-ENE-POPT-PUBBDG,-5.8348E-12,
2042,NZ40-ENE-POPT-RESBDG,-3.2879E-11,
2043,NZ40-ENE-POPT-FRETRA,0,
2043,NZ40-ENE-POPT-PASTRA,0,
2043,NZ40-ENE-POPT-PUBTRA,0,
2043,NZ40-ENE-POPT-COMBDG,0,
2043,NZ40-ENE-POPT-INDBDG,0,
2043,NZ40-ENE-POPT-PUBBDG,0,
2043,NZ40-ENE-POPT-RESBDG,0,
2044,NZ40-ENE-POPT-FRETRA,0,
2044,NZ40-ENE-POPT-PASTRA,0,
2044,NZ40-ENE-POPT-PUBTRA,0,
2044,NZ40-ENE-POPT-COMBDG,0,
2044,NZ40-ENE-POPT-INDBDG,0,
2044,NZ40-ENE-POPT-PUBBDG,0,
2044,NZ40-ENE-POPT-RESBDG,0,
2045,NZ40-ENE-POPT-FRETRA,0,
2045,NZ40-ENE-POPT-PASTRA,0,
2045,NZ40-ENE-POPT-PUBTRA,0,
2045,NZ40-ENE-POPT-COMBDG,0,
2045,NZ40-ENE-POPT-INDBDG,0,
2045,NZ40-ENE-POPT-PUBBDG,0,
2045,NZ40-ENE-POPT-RESBDG,0,
2046,NZ40-ENE-POPT-FRETRA,0,
2046,NZ40-ENE-POPT-PASTRA,0,
2046,NZ40-ENE-POPT-PUBTRA,0,
2046,NZ40-ENE-POPT-COMBDG,0,
2046,NZ40-ENE-POPT-INDBDG,0,
2046,NZ40-ENE-POPT-PUBBDG,0,
2046,NZ40-ENE-POPT-RESBDG,0,
2047,NZ40-ENE-POPT-FRETRA,0,
2047,NZ40-ENE-POPT-PASTRA,0,
2047,NZ40-ENE-POPT-PUBTRA,0,
2047,NZ40-ENE-POPT-COMBDG,0,
2047,NZ40-ENE-POPT-INDBDG,0,
2047,NZ40-ENE-POPT-PUBBDG,0,
2047,NZ40-ENE-POPT-RESBDG,0,
2048,NZ40-ENE-POPT-FRETRA,0,
2048,NZ40-ENE-POPT-PASTRA,0,
2048,NZ40-ENE-POPT-PUBTRA,0,
2048,NZ40-ENE-POPT-COMBDG,0,
2048,NZ40-ENE-POPT-INDBDG,0,
2048,NZ40-ENE-POPT-PUBBDG,0,
2048,NZ40-ENE-POPT-RESBDG,0,
2049,NZ40-ENE-POPT-FRETRA,0,
2049,NZ40-ENE-POPT-PASTRA,0,
2049,NZ40-ENE-POPT-PUBTRA,0,
2049,NZ40-ENE-POPT-COMBDG,0,
2049,NZ40-ENE-POPT-INDBDG,0,
2049,NZ40-ENE-POPT-PUBBDG,0,
2049,NZ40-ENE-POPT-RESBDG,0,
2050,NZ40-ENE-POPT-FRETRA,0,
2050,NZ40-ENE-POPT-PASTRA,0,
2050,NZ40-ENE-POPT-PUBTRA,0,
2050,NZ40-ENE-POPT-COMBDG,0,
2050,NZ40-ENE-POPT-INDBDG,0,
2050,NZ40-ENE-POPT-PUBBDG,0,
2050,NZ40-ENE-POPT-RESBDG,0,
