periods,group_name,min_act_g,tech_desc
2023,NZ40-ENE-POPT-FRETRA,23245.12423,
2023,NZ40-ENE-POPT-PASTRA,67015.23795,
2023,NZ40-ENE-POPT-PUBTRA,1403.805733,
2023,NZ40-ENE-POPT-COMBDG,105549.6208,
2023,NZ40-ENE-POPT-INDBDG,20996.061,
2023,NZ40-ENE-POPT-PUBBDG,17366.06243,
2023,NZ40-ENE-POPT-RESBDG,97857.56765,
2024,NZ40-ENE-POPT-FRETRA,22021.69664,
2024,NZ40-ENE-POPT-PASTRA,63488.12016,
2024,NZ40-ENE-POPT-PUBTRA,1329.921221,
2024,NZ40-ENE-POPT-COMBDG,99994.37763,
2024,NZ40-ENE-POPT-INDBDG,19891.00516,
2024,NZ40-ENE-POPT-PUBBDG,16452.05914,
2024,NZ40-ENE-POPT-RESBDG,92707.16935,
2025,NZ40-ENE-POPT-FRETRA,20798.26905,
2025,NZ40-ENE-POPT-PASTRA,59961.00238,
2025,NZ40-ENE-POPT-PUBTRA,1256.036708,
2025,NZ40-ENE-POPT-COMBDG,94439.13443,
2025,NZ40-ENE-POPT-INDBDG,18785.94932,
2025,NZ40-ENE-POPT-PUBBDG,15538.05586,
2025,NZ40-ENE-POPT-RESBDG,87556.77105,
2026,NZ40-ENE-POPT-FRETRA,19574.84145,
2026,NZ40-ENE-POPT-PASTRA,56433.88459,
2026,NZ40-ENE-POPT-PUBTRA,1182.152196,
2026,NZ40-ENE-POPT-COMBDG,88883.89123,
2026,NZ40-ENE-POPT-INDBDG,17680.89347,
2026,NZ40-ENE-POPT-PUBBDG,14624.05257,
2026,NZ40-ENE-POPT-RESBDG,82406.37276,
2027,NZ40-ENE-POPT-FRETRA,18351.41386,
2027,NZ40-ENE-POPT-PASTRA,52906.7668,
2027,NZ40-ENE-POPT-PUBTRA,1108.267684,
2027,NZ40-ENE-POPT-COMBDG,83328.64803,
2027,NZ40-ENE-POPT-INDBDG,16575.83763,
2027,NZ40-ENE-POPT-PUBBDG,13710.04929,
2027,NZ40-ENE-POPT-RESBDG,77255.97446,
2028,NZ40-ENE-POPT-FRETRA,17127.98627,
2028,NZ40-ENE-POPT-PASTRA,49379.64902,
2028,NZ40-ENE-POPT-PUBTRA,1034.383172,
2028,NZ40-ENE-POPT-COMBDG,77773.40482,
2028,NZ40-ENE-POPT-INDBDG,15470.78179,
2028,NZ40-ENE-POPT-PUBBDG,12796.046,
2028,NZ40-ENE-POPT-RESBDG,72105.57616,
2029,NZ40-ENE-POPT-FRETRA,15904.55868,
2029,NZ40-ENE-POPT-PASTRA,45852.53123,
2029,NZ40-ENE-POPT-PUBTRA,960.4986594,
2029,NZ40-ENE-POPT-COMBDG,72218.16162,
2029,NZ40-ENE-POPT-INDBDG,14365.72595,
2029,NZ40-ENE-POPT-PUBBDG,11882.04271,
2029,NZ40-ENE-POPT-RESBDG,66955.17786,
2030,NZ40-ENE-POPT-FRETRA,14681.13109,
2030,NZ40-ENE-POPT-PASTRA,42325.41344,
2030,NZ40-ENE-POPT-PUBTRA,886.6141472,
2030,NZ40-ENE-POPT-COMBDG,66662.91842,
2030,NZ40-ENE-POPT-INDBDG,13260.67011,
2030,NZ40-ENE-POPT-PUBBDG,10968.03943,
2030,NZ40-ENE-POPT-RESBDG,61804.77957,
2031,NZ40-ENE-POPT-FRETRA,13457.7035,
2031,NZ40-ENE-POPT-PASTRA,38798.29565,
2031,NZ40-ENE-POPT-PUBTRA,812.7296349,
2031,NZ40-ENE-POPT-COMBDG,61107.67522,
2031,NZ40-ENE-POPT-INDBDG,12155.61426,
2031,NZ40-ENE-POPT-PUBBDG,10054.03614,
2031,NZ40-ENE-POPT-RESBDG,56654.38127,
2032,NZ40-ENE-POPT-FRETRA,12234.27591,
2032,NZ40-ENE-POPT-PASTRA,35271.17787,
2032,NZ40-ENE-POPT-PUBTRA,738.8451226,
2032,NZ40-ENE-POPT-COMBDG,55552.43202,
2032,NZ40-ENE-POPT-INDBDG,11050.55842,
2032,NZ40-ENE-POPT-PUBBDG,9140.032857,
2032,NZ40-ENE-POPT-RESBDG,51503.98297,
2033,NZ40-ENE-POPT-FRETRA,11010.84832,
2033,NZ40-ENE-POPT-PASTRA,31744.06008,
2033,NZ40-ENE-POPT-PUBTRA,664.9606104,
2033,NZ40-ENE-POPT-COMBDG,49997.18882,
2033,NZ40-ENE-POPT-INDBDG,9945.502579,
2033,NZ40-ENE-POPT-PUBBDG,8226.029572,
